routine	key	size	epopenblas-omp1	epopenblas-omp4	parallel-blas-omp1	parallel-blas-omp4	migrated-serial	mig_par_omp1	mig_par_omp4	mig_ep_omp1	mig_ep_omp4
easum	-	64	1.6780	1.6408	1.7361	1.7380	1.6277	1.6277	1.6381	1.6381	1.6322
easum	-	128	1.8169	1.8197	1.8500	1.8524	1.5123	1.5123	1.5121	1.5294	1.5196
easum	-	256	1.7115	1.8974	1.9129	1.9137	1.4813	1.4813	1.4797	1.4812	1.4719
easum	-	512	1.9358	1.9368	1.9086	1.9077	1.4252	1.4252	1.4253	1.4266	1.4220
easum	-	1024	1.7966	1.9398	1.9450	1.9401	1.4294	1.4294	1.4295	1.2550	1.3810
easum	-	2048	1.2153	1.9595	1.9619	1.9610	1.4280	1.4280	1.4271	1.2640	1.4273
easum	-	4096	1.3805	1.9304	1.9558	1.9547	1.4285	1.4285	1.4258	1.2148	1.4286
easum	-	16384	1.7996	0.3753	1.8694	1.9113	1.4161	1.4161	1.4183	1.4024	1.4115
easum	-	65536	1.8035	0.8951	1.7253	1.7355	1.4115	1.4115	1.4112	1.3953	1.4107
eaxpy	-	64	1.2339	1.2333	1.2847	1.2569	1.2864	1.2864	1.2574	1.2584	1.2577
eaxpy	-	128	1.2997	1.2996	1.2832	1.2547	1.3185	1.3185	1.2888	1.2889	1.2887
eaxpy	-	256	1.3351	1.3348	0.9655	1.3040	1.3042	1.3042	1.3039	1.2273	1.3040
eaxpy	-	512	1.3537	1.3539	1.3028	0.8664	1.3039	1.3039	0.8553	1.3040	1.3040
eaxpy	-	1024	1.3438	1.3398	1.3105	0.7934	1.2967	1.2967	0.8644	1.2972	1.3121
eaxpy	-	2048	1.3657	1.3443	1.2932	0.8037	1.3147	1.3147	0.8421	1.2883	1.3160
eaxpy	-	4096	1.2762	1.3657	1.3131	0.8608	1.3127	1.3127	1.0638	1.3041	1.3153
eaxpy	-	16384	1.3068	0.5517	1.2969	1.3000	1.2636	1.2636	1.3032	1.3025	1.3088
eaxpy	-	65536	1.3513	0.9901	1.2952	1.3042	1.2969	1.2969	1.3061	1.3064	1.2995
ecopy	-	64	21.6014	21.5581	83.6807	82.2295	21.6525	21.6525	22.0379	22.0142	22.0286
ecopy	-	128	23.5412	23.7219	139.2393	140.4229	24.1043	24.1043	24.0127	23.7189	24.0929
ecopy	-	256	24.8274	24.8291	182.0360	180.5160	25.1229	25.1229	25.1062	25.0793	25.1350
ecopy	-	512	25.4807	24.5274	217.9847	217.0903	25.3707	25.3707	25.3561	25.3656	25.3861
ecopy	-	1024	25.1948	25.6536	132.2199	148.1455	25.5242	25.5242	25.5079	25.5448	25.5496
ecopy	-	2048	25.4050	25.8949	107.2143	107.2798	25.6465	25.6465	25.7798	24.9621	25.7782
ecopy	-	4096	25.9276	25.9304	104.2889	106.6823	25.2384	25.2384	25.5453	25.7782	25.7853
ecopy	-	16384	25.4989	9.1688	69.8470	69.8371	25.7570	25.7570	25.3608	25.7992	25.8370
ecopy	-	65536	25.8871	17.6163	67.6785	67.2090	25.7761	25.7761	25.7726	25.5149	25.8612
edot	-	64	2.5054	2.5460	2.4966	2.4219	2.2833	2.2833	2.2207	2.2553	2.3074
edot	-	128	2.6670	2.7260	2.5968	2.5384	2.2207	2.2207	2.1412	2.1743	2.2153
edot	-	256	2.7366	2.8108	1.4317	2.6054	1.7765	1.7765	2.1429	2.1545	2.2123
edot	-	512	2.7803	1.8322	2.6051	2.6099	1.3495	1.3495	2.1207	2.0210	2.1736
edot	-	1024	2.7406	2.8047	2.7068	2.5677	2.1807	2.1807	2.1293	2.1338	2.1830
edot	-	2048	2.2767	2.5130	2.5694	2.3130	1.9732	1.9732	1.5077	2.0796	1.9928
edot	-	4096	2.1825	2.3212	2.3544	2.3971	2.0955	2.0955	2.1392	2.0969	2.0449
edot	-	16384	2.0096	0.6431	2.1541	2.1776	1.9689	1.9689	1.9796	1.9470	2.0187
edot	-	65536	2.0142	1.2990	2.0886	2.0712	1.9733	1.9733	1.9631	1.7892	1.9324
egbmv	N	128	1.0497	1.0859	1.0509	1.1898	1.1485	1.1485	1.1856	1.1910	1.1796
egbmv	N	256	1.0306	0.9733	1.1709	1.1627	1.1799	1.1799	1.1607	1.1629	1.1822
egbmv	N	512	1.0026	0.4741	1.1604	1.1465	1.1006	1.1006	1.1475	1.1501	1.0483
egbmv	N	1024	1.0137	0.6375	1.1433	1.1413	1.1436	1.1436	1.1430	1.1451	1.2091
egbmv	N/x-1	128	1.0536	1.0547	1.2574	1.2056	1.2745	1.2745	1.2455	1.1933	1.2009
egbmv	N/x-1	256	1.0299	1.0558	1.2572	1.1860	1.2465	1.2465	1.0229	1.1643	1.1302
egbmv	N/x-1	512	1.0186	0.4522	1.2188	1.1669	1.0987	1.0987	1.1998	1.1496	1.1645
egbmv	N/x-1	1024	0.9989	0.6369	1.2220	1.1834	1.1210	1.1210	1.1767	1.1403	1.1445
egbmv	N/x-1/y-1	128	1.0569	1.0596	1.0545	1.0583	1.0588	1.0588	1.0617	1.0568	1.0620
egbmv	N/x-1/y-1	256	1.0253	1.0391	1.0236	1.0313	0.9910	0.9910	1.0322	1.0305	1.0823
egbmv	N/x-1/y-1	512	1.0143	0.4880	1.0155	1.0191	1.0165	1.0165	1.0184	1.0188	1.0538
egbmv	N/x-1/y-1	1024	1.0085	0.6321	1.0134	1.0123	1.0122	1.0122	1.0133	1.0133	1.0048
egbmv	N/x-1/y2	128	1.0469	1.0563	1.0688	0.9583	1.1108	1.1108	1.0103	1.0549	1.0625
egbmv	N/x-1/y2	256	1.0120	1.0268	1.0397	1.0812	1.0226	1.0226	1.1043	0.9856	1.0323
egbmv	N/x-1/y2	512	1.0118	0.4723	0.9961	1.0443	1.0267	1.0267	1.0176	1.0145	1.0177
egbmv	N/x-1/y2	1024	1.0047	0.6294	1.0826	1.0128	1.0448	1.0448	1.0134	0.9982	1.0131
egbmv	N/x2	128	1.1090	1.0533	1.2023	1.2323	1.1945	1.1945	1.2194	1.2480	1.1956
egbmv	N/x2	256	1.0810	1.0245	1.1952	1.2022	1.1661	1.1661	1.1914	1.2204	1.0731
egbmv	N/x2	512	0.9836	0.4665	1.1144	1.1861	1.1668	1.1668	1.1775	1.1966	1.1474
egbmv	N/x2	1024	0.9991	0.6217	1.1748	1.1802	1.1463	1.1463	1.1538	1.1953	1.1431
egbmv	N/x2/y-1	128	1.0578	1.0536	1.0621	1.0821	1.0596	1.0596	1.0833	1.0580	1.0613
egbmv	N/x2/y-1	256	1.0286	1.0289	1.0336	1.0519	1.0307	1.0307	1.0427	1.0339	1.0313
egbmv	N/x2/y-1	512	1.0138	0.4753	1.0196	1.0487	1.0176	1.0176	1.0067	1.0168	0.9866
egbmv	N/x2/y-1	1024	1.0060	0.6242	1.0137	1.0195	1.0172	1.0172	1.0578	1.0090	1.0081
egbmv	N/x2/y2	128	1.1030	1.0567	1.1102	0.9756	1.1108	1.1108	1.0825	1.1063	1.0581
egbmv	N/x2/y2	256	1.0757	1.0265	1.0818	1.0567	0.9926	0.9926	1.0543	1.0800	1.0329
egbmv	N/x2/y2	512	1.0128	0.4719	1.0194	1.0430	1.0177	1.0177	1.0419	1.0203	1.0188
egbmv	N/x2/y2	1024	1.0078	0.6295	1.0130	1.0371	1.0128	1.0128	1.0370	1.0141	1.0136
egbmv	N/y-1	128	1.0526	1.0558	1.0562	1.0846	1.0592	1.0592	1.0873	1.0604	1.0575
egbmv	N/y-1	256	1.0263	1.0298	1.0340	1.0574	1.0335	1.0335	1.0576	1.0309	1.0326
egbmv	N/y-1	512	1.0030	0.4705	1.0600	1.0093	1.0652	1.0652	1.0272	1.0654	1.0136
egbmv	N/y-1	1024	1.0292	0.6276	1.0101	1.0346	0.9180	0.9180	1.0343	1.0260	1.0100
egbmv	N/y2	128	1.0553	0.9564	1.0624	1.0628	1.0618	1.0618	1.0589	1.0582	0.9839
egbmv	N/y2	256	1.0254	1.0568	1.0339	1.0311	1.0318	1.0318	1.0305	1.0290	1.0475
egbmv	N/y2	512	1.0136	0.4713	1.0197	0.9956	1.0192	1.0192	1.0181	1.0189	1.0189
egbmv	N/y2	1024	1.0088	0.6297	1.0134	1.0015	1.0140	1.0140	1.0083	1.0135	1.0132
egbmv	T	128	2.1900	2.1784	2.1163	0.2262	2.1311	2.1311	2.2056	2.1089	2.1052
egbmv	T	256	2.1435	2.1767	2.0870	0.3855	2.0877	2.0877	2.1787	2.0805	2.1609
egbmv	T	512	2.0543	0.6340	2.0237	0.6364	2.0221	2.0221	2.1237	1.9966	2.0728
egbmv	T	1024	2.0035	0.9193	1.9918	0.9575	1.9809	1.9809	1.9395	1.9873	2.0209
egbmv	T/x-1	128	2.1097	2.0132	2.1323	2.0649	2.1436	2.1436	2.0870	2.1634	2.1402
egbmv	T/x-1	256	2.0694	2.0314	1.9649	2.0282	1.4986	1.4986	2.0295	2.0989	2.0754
egbmv	T/x-1	512	2.0082	0.6201	1.9442	1.9330	1.9515	1.9515	1.9336	2.0369	2.0133
egbmv	T/x-1	1024	1.9609	0.8936	1.8945	1.9327	1.9918	1.9918	1.8937	1.9917	1.9827
egbmv	T/x-1/y-1	128	2.0993	2.0363	2.1578	2.0964	2.1551	2.1551	2.0885	2.1587	2.0832
egbmv	T/x-1/y-1	256	2.0691	2.0510	2.1125	2.0447	2.0528	2.0528	2.0332	2.1077	2.1406
egbmv	T/x-1/y-1	512	2.0080	0.6019	2.0524	1.9940	2.0318	2.0318	1.9895	2.0371	2.0046
egbmv	T/x-1/y-1	1024	2.0108	0.8647	1.9603	1.9444	1.9531	1.9531	1.9434	1.8931	2.0540
egbmv	T/x-1/y2	128	2.1028	2.0882	2.1499	2.0835	2.1432	2.1432	2.0954	2.1649	2.1491
egbmv	T/x-1/y2	256	2.0568	2.0387	2.1073	2.0452	2.1024	2.1024	2.0152	2.1016	2.0836
egbmv	T/x-1/y2	512	2.0014	0.6184	1.8396	1.9674	2.0141	2.0141	1.9422	2.0357	1.9622
egbmv	T/x-1/y2	1024	1.9416	0.8877	1.9042	1.9393	1.9866	1.9866	1.9337	1.9959	2.0079
egbmv	T/x2	128	2.1464	2.0864	2.0788	2.1291	2.0968	2.0968	2.1356	2.2018	2.1449
egbmv	T/x2	256	2.1012	1.7237	1.9864	2.0734	2.0100	2.0100	2.0797	2.1499	2.0344
egbmv	T/x2	512	2.0505	0.6120	1.9494	2.0212	1.9710	1.9710	2.0200	2.0793	1.8658
egbmv	T/x2	1024	1.9821	0.8795	1.9424	1.9810	1.9426	1.9426	1.9792	2.0321	1.9764
egbmv	T/x2/y-1	128	2.1203	2.0868	1.6138	2.0793	2.1543	2.1543	2.0934	2.1601	2.1397
egbmv	T/x2/y-1	256	2.0533	2.0278	2.1072	1.7917	2.0823	2.0823	1.9456	2.0954	2.0762
egbmv	T/x2/y-1	512	1.9924	0.6181	1.9888	1.8161	1.9332	1.9332	1.9331	2.0153	2.0208
egbmv	T/x2/y-1	1024	1.9599	0.9137	1.7809	1.9342	1.8938	1.8938	1.8351	1.9922	1.9794
egbmv	T/x2/y2	128	2.1537	2.1081	1.9354	2.1425	2.0785	2.0785	2.1453	1.4009	2.1459
egbmv	T/x2/y2	256	1.9946	2.0477	2.0555	2.0964	2.0551	2.0551	2.0874	2.1447	2.0852
egbmv	T/x2/y2	512	2.0441	0.6154	1.9844	1.9865	1.9816	1.9816	2.0238	2.0820	2.0089
egbmv	T/x2/y2	1024	1.8964	0.9105	1.9582	1.9916	1.9499	1.9499	1.9365	2.0205	1.9848
egbmv	T/y-1	128	2.2904	2.2330	2.1613	2.2863	2.1300	2.1300	2.2795	2.2146	2.1663
egbmv	T/y-1	256	2.2462	2.1819	2.1126	2.2390	2.0881	2.0881	2.1765	2.1815	2.1194
egbmv	T/y-1	512	2.1577	0.6276	2.0516	2.1719	2.0307	2.0307	2.0768	2.1202	2.0531
egbmv	T/y-1	1024	2.0695	0.8919	2.0080	2.1067	1.9847	1.9847	2.0316	2.0176	2.0112
egbmv	T/y2	128	2.1928	2.2217	2.1596	2.1283	2.1149	2.1149	2.1965	2.1115	2.1676
egbmv	T/y2	256	2.1428	2.1723	2.1119	2.1074	2.0793	2.0793	2.1417	2.0964	2.1023
egbmv	T/y2	512	2.0554	0.6271	2.0403	2.0842	2.0292	2.0292	2.1101	2.1022	2.0559
egbmv	T/y2	1024	2.1116	0.9319	2.0053	2.0641	1.9924	1.9924	2.1240	2.0856	2.0242
egemm	NN	64	2.7036	1.7789	2.6514	1.8058	1.8091	1.8091	1.8218	1.7998	1.8233
egemm	NN	128	2.9197	1.7954	2.8411	2.6674	1.9394	1.9394	1.8668	1.8247	1.7226
egemm	NN	256	3.0597	3.0164	3.0529	3.0342	1.9419	1.9419	1.9844	1.8629	1.9311
egemm	NN	512	3.0656	3.1638	3.1392	3.0751	1.9944	1.9944	1.9940	1.8910	1.9652
egemm	NT	64	2.7411	2.1151	2.8865	1.9343	1.9184	1.9184	1.7963	1.7918	1.8580
egemm	NT	128	2.9236	2.9437	3.0089	2.7179	1.9418	1.9418	1.8189	1.8104	1.9366
egemm	NT	256	3.0564	3.1242	3.0777	2.9206	1.9798	1.9798	1.9745	1.8785	1.9642
egemm	NT	512	3.1714	3.1598	3.0799	3.0683	1.9579	1.9579	1.9407	1.9303	1.9626
egemm	TN	64	2.8749	2.0732	2.3292	2.0289	2.3464	2.3464	2.3721	2.3481	2.3925
egemm	TN	128	2.9865	2.9456	2.1204	2.1438	2.0780	2.0780	2.1852	2.0912	2.0409
egemm	TN	256	3.0095	3.1388	2.1123	2.1255	2.1303	2.1303	2.1698	2.0893	2.1580
egemm	TN	512	3.0726	3.1313	2.1926	2.1455	2.1834	2.1834	2.1600	2.0033	2.1789
egemm	TT	64	2.9368	2.0770	2.6920	2.0153	2.1038	2.1038	2.0929	2.1153	1.9837
egemm	TT	128	3.0291	2.9154	2.9137	2.8226	1.5055	1.5055	1.4043	1.5110	1.4712
egemm	TT	256	3.2098	3.1627	3.1124	3.0627	1.1325	1.1325	1.1385	1.1401	1.1326
egemm	TT	512	3.1644	3.1856	3.1466	3.0635	1.1123	1.1123	1.1174	1.1151	1.1111
egemmtr	LNN	64	1.6559	1.5713	2.4706	1.2385	1.6571	1.6571	1.6194	1.6582	1.6291
egemmtr	LNN	128	1.7338	0.4617	2.7992	2.4056	1.7174	1.7174	1.7114	1.6630	1.6980
egemmtr	LNN	256	1.7577	0.9406	2.9053	2.9167	1.7428	1.7428	1.7614	1.7634	1.7337
egemmtr	LNN	512	1.7357	1.3986	3.0599	3.0015	1.7784	1.7784	1.7773	1.7674	1.7305
egemmtr	LNT	64	1.0559	1.0554	2.5912	1.2667	1.5920	1.5920	1.6656	1.6628	1.6347
egemmtr	LNT	128	1.0862	0.4271	2.8430	2.4112	1.7288	1.7288	1.6149	1.6250	1.7217
egemmtr	LNT	256	1.1080	0.7780	2.9739	2.9081	1.7558	1.7558	1.7487	1.7452	1.7491
egemmtr	LNT	512	1.1082	1.0540	2.9971	2.9851	1.7295	1.7295	1.7382	1.7517	1.7236
egemmtr	LTN	64	2.5129	2.5308	2.3993	1.1844	2.3509	2.3509	2.3458	2.3119	2.3017
egemmtr	LTN	128	2.6996	0.5204	2.7666	2.3882	2.1880	2.1880	2.1304	2.1598	2.1605
egemmtr	LTN	256	2.6147	1.1513	2.9919	2.8992	2.1822	2.1822	2.1838	2.1991	2.1707
egemmtr	LTN	512	2.6236	1.9321	2.9680	3.0368	2.1907	2.1907	2.1899	2.1711	2.1874
egemmtr	LTT	64	1.9208	1.8764	2.5150	1.2210	2.0893	2.0893	2.0832	2.1230	2.0925
egemmtr	LTT	128	1.4665	0.4525	2.8044	2.4397	1.4350	1.4350	1.4841	1.5022	1.4832
egemmtr	LTT	256	1.1475	0.7344	3.0062	2.9459	1.1368	1.1368	1.1413	1.1441	1.1392
egemmtr	LTT	512	1.1265	0.9622	3.0731	3.0199	1.1195	1.1195	1.1238	1.0980	1.1052
egemmtr	UNN	64	1.5603	1.5402	1.8929	1.0123	1.5373	1.5373	1.5753	1.5328	1.5229
egemmtr	UNN	128	1.7262	0.4592	2.6571	2.3745	1.6108	1.6108	1.6850	1.7140	1.7041
egemmtr	UNN	256	1.7260	0.9459	2.9434	2.9019	1.7397	1.7397	1.7195	1.7417	1.7401
egemmtr	UNN	512	1.7803	1.3876	3.0223	2.9964	1.7550	1.7550	1.7298	1.7742	1.7503
egemmtr	UNT	64	1.0572	1.0576	2.6005	1.2887	1.6721	1.6721	1.6657	1.6641	1.6324
egemmtr	UNT	128	1.0868	0.4274	2.8503	2.4709	1.7312	1.7312	1.7264	1.7252	1.7123
egemmtr	UNT	256	1.0265	0.7803	2.9985	2.9307	1.7618	1.7618	1.7370	1.6458	1.6296
egemmtr	UNT	512	1.1089	1.0553	3.0551	2.9761	1.7513	1.7513	1.7532	1.7492	1.7550
egemmtr	UTN	64	2.6160	2.6022	2.2892	1.2264	2.3491	2.3491	2.3419	2.3613	2.3503
egemmtr	UTN	128	2.6891	0.5297	2.7755	2.3813	2.1789	2.1789	2.2057	2.2028	2.1225
egemmtr	UTN	256	2.6135	1.1576	3.0109	2.9272	2.1785	2.1785	2.1628	2.1959	2.1721
egemmtr	UTN	512	2.6317	1.8972	3.0760	3.0000	2.1703	2.1703	2.1844	2.1981	2.1646
egemmtr	UTT	64	1.9001	1.8481	2.5213	1.2527	2.0884	2.0884	2.0411	2.1125	2.0062
egemmtr	UTT	128	1.4456	0.4490	2.8041	2.3126	1.4492	1.4492	1.4080	1.4698	1.4624
egemmtr	UTT	256	1.1348	0.7385	3.0344	2.9059	1.1244	1.1244	1.1262	1.1477	1.1341
egemmtr	UTT	512	1.1260	0.9582	3.0805	3.0239	1.1198	1.1198	1.0695	1.1250	1.1191
egemv	N	128	1.6626	0.6003	1.8735	0.6309	1.8269	1.8269	1.8888	1.8459	1.8523
egemv	N	256	1.6056	1.1892	1.8586	1.2869	1.9585	1.9585	1.8800	1.9382	1.9451
egemv	N	512	1.8074	1.4835	1.8442	1.7182	1.9747	1.9747	2.0017	2.0000	1.8604
egemv	N	1024	1.6039	1.4809	1.7434	1.6132	1.7477	1.7477	1.7385	1.7289	1.7549
egemv	N	2048	1.5587	1.5090	1.6866	1.6222	1.7016	1.7016	1.6785	1.6794	1.7060
egemv	N/x-1	128	1.1030	0.5369	1.9511	1.9586	1.9410	1.9410	1.9253	1.9473	1.8958
egemv	N/x-1	256	1.1237	0.9624	1.8552	1.9976	1.8708	1.8708	1.9749	1.9802	1.9833
egemv	N/x-1	512	1.1310	1.1546	2.0056	2.0001	1.9784	1.9784	1.9766	1.9555	1.9971
egemv	N/x-1	1024	0.9993	0.9597	1.7163	1.7169	1.7170	1.7170	1.7219	1.7045	1.6952
egemv	N/x-1	2048	0.9909	1.0656	1.7067	1.7061	1.7060	1.7060	1.6976	1.7029	1.7053
egemv	N/x-1/y-1	128	1.1035	0.5238	1.7688	1.7597	1.7535	1.7535	1.7501	1.7531	1.7347
egemv	N/x-1/y-1	256	1.1013	0.8670	1.6738	1.8026	1.7498	1.7498	1.7882	1.7482	1.7732
egemv	N/x-1/y-1	512	1.0745	1.0256	1.8081	1.8064	1.8038	1.8038	1.7901	1.7700	1.8041
egemv	N/x-1/y-1	1024	1.0080	0.8908	1.5607	1.5711	1.5673	1.5673	1.5793	1.5657	1.5760
egemv	N/x-1/y-1	2048	0.9916	0.9585	1.5534	1.5642	1.5511	1.5511	1.5578	1.5619	1.5637
egemv	N/x-1/y2	128	1.0367	0.5262	1.7190	1.7584	1.7510	1.7510	1.7503	1.7522	1.7212
egemv	N/x-1/y2	256	1.1104	0.8650	1.6684	1.6976	1.7769	1.7769	1.6818	1.7910	1.7866
egemv	N/x-1/y2	512	1.1326	1.0165	1.8037	1.7943	1.7742	1.7742	1.7963	1.8042	1.7892
egemv	N/x-1/y2	1024	1.0010	0.8893	1.5508	1.5437	1.5714	1.5714	1.5290	1.5658	1.5632
egemv	N/x-1/y2	2048	0.9908	0.9508	1.5622	1.5587	1.5545	1.5545	1.5622	1.5595	1.5641
egemv	N/x2	128	1.0818	0.5389	1.8766	1.9583	1.8967	1.8967	1.9422	1.9033	1.9306
egemv	N/x2	256	1.1004	0.9589	1.8517	1.9973	1.8612	1.8612	1.9818	1.9208	1.9831
egemv	N/x2	512	1.1071	1.1295	1.9891	2.0029	1.9773	1.9773	2.0046	1.9888	1.9619
egemv	N/x2	1024	1.0004	0.9682	1.7120	1.7283	1.7118	1.7118	1.7138	1.7088	1.7181
egemv	N/x2	2048	0.9885	1.0689	1.7060	1.7053	1.6939	1.6939	1.6850	1.7031	1.6956
egemv	N/x2/y-1	128	1.0513	0.4866	1.7730	1.7700	1.7514	1.7514	1.7527	1.6774	1.7208
egemv	N/x2/y-1	256	1.0762	0.8572	1.6649	1.7994	1.7288	1.7288	1.7840	1.7128	1.7787
egemv	N/x2/y-1	512	1.1310	1.0134	1.8095	1.8093	1.8049	1.8049	1.7901	1.8060	1.7936
egemv	N/x2/y-1	1024	0.9993	0.8699	1.5652	1.5789	1.5688	1.5688	1.5439	1.5554	1.5716
egemv	N/x2/y-1	2048	0.9727	0.9608	1.5379	1.5621	1.5623	1.5623	1.5625	1.5404	1.5577
egemv	N/x2/y2	128	1.0764	0.5137	1.7696	1.7728	1.7535	1.7535	1.7502	1.7515	1.7224
egemv	N/x2/y2	256	1.1076	0.8631	1.6719	1.7894	1.6731	1.6731	1.7704	1.7769	1.7833
egemv	N/x2/y2	512	1.1230	1.0132	1.7974	1.7967	1.8034	1.8034	1.7539	1.8006	1.8009
egemv	N/x2/y2	1024	1.0018	0.8946	1.5697	1.5638	1.5640	1.5640	1.5730	1.5142	1.5776
egemv	N/x2/y2	2048	0.9897	0.9585	1.5622	1.5651	1.5572	1.5572	1.5577	1.5558	1.5535
egemv	N/y-1	128	1.0982	0.5107	1.7308	1.7594	1.7163	1.7163	1.7322	1.7543	1.7401
egemv	N/y-1	256	1.1256	0.8684	1.6485	1.8000	1.6606	1.6606	1.7879	1.7804	1.7858
egemv	N/y-1	512	1.1204	1.0162	1.8101	1.7910	1.8013	1.8013	1.7915	1.8036	1.7911
egemv	N/y-1	1024	1.0037	0.8899	1.5544	1.5800	1.4793	1.4793	1.5844	1.5715	1.5652
egemv	N/y-1	2048	0.9925	0.9542	1.5591	1.5597	1.5585	1.5585	1.5591	1.5554	1.5592
egemv	N/y2	128	1.1037	0.5287	1.7743	1.7722	1.7500	1.7500	1.7345	1.7535	1.7339
egemv	N/y2	256	1.1203	0.8517	1.7764	1.8027	1.7502	1.7502	1.7846	1.7736	1.7825
egemv	N/y2	512	1.1276	1.0167	1.7629	1.7902	1.8012	1.8012	1.8037	1.7889	1.7897
egemv	N/y2	1024	1.0026	0.8855	1.5721	1.5746	1.5708	1.5708	1.5804	1.5609	1.5780
egemv	N/y2	2048	0.9881	0.9594	1.5610	1.5604	1.5570	1.5570	1.5605	1.5565	1.5556
egemv	T	128	2.7475	0.7128	2.7276	0.6878	2.1562	2.1562	2.1889	2.1836	2.1910
egemv	T	256	2.6236	1.5496	2.2544	1.5515	1.9654	1.9654	2.1896	2.2021	2.0971
egemv	T	512	2.6866	2.2290	2.6657	2.1795	2.2132	2.2132	2.1633	2.1377	2.2038
egemv	T	1024	1.8406	1.7775	1.8286	1.7820	1.6853	1.6853	1.6958	1.6825	1.6901
egemv	T	2048	1.7586	1.7232	1.7435	1.7308	1.6532	1.6532	1.6343	1.6565	1.6485
egemv	T/x-1	128	2.1731	0.6833	2.1455	2.1757	2.1798	2.1798	2.2051	2.1847	2.1831
egemv	T/x-1	256	2.2131	1.3981	1.9935	2.0022	2.0071	2.0071	2.0181	2.2132	2.2218
egemv	T/x-1	512	2.1993	1.9180	2.2220	2.1860	2.1904	2.1904	2.1634	2.2296	2.1937
egemv	T/x-1	1024	1.6743	1.6364	1.6937	1.6836	1.6981	1.6981	1.3957	1.6786	1.6196
egemv	T/x-1	2048	1.6592	1.6192	1.6152	1.6386	1.6506	1.6506	1.6383	1.6537	1.6490
egemv	T/x-1/y-1	128	2.1715	0.6579	2.1544	2.1884	2.0951	2.0951	2.1825	2.1982	2.1840
egemv	T/x-1/y-1	256	2.2085	1.4046	1.9936	2.2178	2.0123	2.0123	2.2071	2.2056	2.2175
egemv	T/x-1/y-1	512	2.1323	1.8975	2.2150	2.1733	2.2245	2.2245	2.0818	2.1226	2.1975
egemv	T/x-1/y-1	1024	1.6721	1.6517	1.6440	1.6334	1.6830	1.6830	1.6782	1.6796	1.7005
egemv	T/x-1/y-1	2048	1.6502	1.6165	1.6529	1.6376	1.6524	1.6524	1.6434	1.6453	1.6458
egemv	T/x-1/y2	128	2.1740	0.6619	2.1757	2.1998	2.1760	2.1760	2.1382	2.1924	2.1807
egemv	T/x-1/y2	256	2.2011	1.3363	1.9858	2.2158	2.0043	2.0043	2.2219	2.2169	2.1916
egemv	T/x-1/y2	512	2.2281	1.8919	2.2198	2.1932	2.2192	2.2192	2.2249	2.2060	2.2215
egemv	T/x-1/y2	1024	1.6277	1.6461	1.6917	1.6870	1.6895	1.6895	1.6805	1.6725	1.7042
egemv	T/x-1/y2	2048	1.6581	1.6166	1.6513	1.6380	1.6435	1.6435	1.6460	1.6515	1.6194
egemv	T/x2	128	2.0814	0.6611	2.0360	2.2018	2.0370	2.0370	2.2099	2.0945	1.9801
egemv	T/x2	256	2.1078	1.3871	1.9012	2.2220	2.0412	2.0412	2.2250	2.1202	2.1788
egemv	T/x2	512	2.1867	1.9145	2.0577	2.2119	2.0670	2.0670	2.2098	2.2240	2.2198
egemv	T/x2	1024	1.6614	1.6153	1.6442	1.6560	1.6332	1.6332	1.6699	1.6666	1.6287
egemv	T/x2	2048	1.6294	1.6134	1.6383	1.6274	1.6343	1.6343	1.6330	1.5837	1.6377
egemv	T/x2/y-1	128	2.1734	0.6779	2.1791	1.9988	2.1627	2.1627	2.1523	2.1670	2.1824
egemv	T/x2/y-1	256	2.2128	1.3615	1.8462	2.0134	2.2010	2.2010	2.1739	2.1687	2.2079
egemv	T/x2/y-1	512	2.2217	1.9170	2.1108	2.1617	2.1768	2.1768	2.1545	2.2062	2.2140
egemv	T/x2/y-1	1024	1.6395	1.5966	1.6854	1.6841	1.6870	1.6870	1.6668	1.6431	1.6886
egemv	T/x2/y-1	2048	1.6225	1.6055	1.6426	1.6361	1.6342	1.6342	1.6345	1.6117	1.6381
egemv	T/x2/y2	128	2.1725	0.6638	2.1750	2.2025	2.1808	2.1808	2.2039	2.1637	2.1805
egemv	T/x2/y2	256	2.2045	1.4006	2.0023	2.2109	2.2114	2.2114	2.2151	2.2105	2.2001
egemv	T/x2/y2	512	2.2158	1.9024	2.2156	2.1900	2.2230	2.2230	2.1109	2.2023	2.2231
egemv	T/x2/y2	1024	1.6557	1.6337	1.6830	1.6733	1.6829	1.6829	1.6746	1.6683	1.6911
egemv	T/x2/y2	2048	1.6329	1.5862	1.6111	1.6372	1.6321	1.6321	1.6121	1.6307	1.6264
egemv	T/y-1	128	2.1473	0.6703	2.1812	2.2144	2.1745	2.1745	2.2105	2.1874	2.1686
egemv	T/y-1	256	2.1616	1.3757	1.9752	2.2029	2.0035	2.0035	2.1924	2.1918	2.1942
egemv	T/y-1	512	2.1820	1.8893	2.2040	2.1988	2.1975	2.1975	2.1745	2.1155	2.1999
egemv	T/y-1	1024	1.6268	1.6302	1.6705	1.6843	1.6891	1.6891	1.6705	1.6702	1.6891
egemv	T/y-1	2048	1.6248	1.6226	1.6502	1.6510	1.6527	1.6527	1.6507	1.6514	1.6118
egemv	T/y2	128	2.1545	0.6789	2.1819	1.9614	2.1538	2.1538	2.1610	2.1788	2.1707
