routine	key	size	epopenblas-omp1	epopenblas-omp4	parallel-blas-omp1	parallel-blas-omp4	migrated-serial	mig_par_omp1	mig_par_omp4	mig_ep_omp1	mig_ep_omp4
esyr2k	UN	128	2.7999	2.3294	2.6379	2.4764	1.8613	1.8613	1.9053	1.8117	1.9071
esyr2k	UN	256	2.9297	2.7774	2.7688	2.7063	1.9482	1.9482	1.9257	1.8964	1.9494
esyr2k	UN	512	3.1400	3.0772	2.9089	2.8362	1.8740	1.8740	1.9133	1.8970	1.9032
esyr2k	UT	64	2.8287	1.6058	2.7935	2.3280	2.8607	2.8607	2.8051	2.8545	2.8158
esyr2k	UT	128	3.0703	2.3797	2.7488	2.6800	2.7961	2.7961	2.7861	2.8142	2.7964
esyr2k	UT	256	3.1715	3.1286	2.7180	2.7121	2.8131	2.8131	2.8011	2.8149	2.8055
esyr2k	UT	512	3.2015	3.0833	2.6509	2.6424	2.7763	2.7763	2.6880	2.7087	2.7580
esyrk	LN	64	2.6131	1.5345	2.6233	0.0193	1.2013	1.2013	1.2007	1.1767	1.1960
esyrk	LN	128	2.9597	2.6957	2.8674	0.1462	1.2376	1.2376	1.2297	1.2353	1.2342
esyrk	LN	256	3.1443	3.0250	3.0311	1.0188	1.2637	1.2637	1.2476	1.2636	1.2297
esyrk	LN	512	3.1589	3.1462	3.0845	2.4340	1.2493	1.2493	1.2783	1.2792	1.2711
esyrk	LT	64	2.6651	1.5641	2.3047	0.0193	2.3186	2.3186	2.3148	2.3226	2.3163
esyrk	LT	128	2.9927	2.7020	2.6221	0.1609	2.1108	2.1108	2.0088	2.1960	1.9856
esyrk	LT	256	3.1198	3.0768	2.8702	0.9307	2.1853	2.1853	2.1473	2.1887	2.1584
esyrk	LT	512	3.1970	3.1528	3.0096	2.4385	2.1860	2.1860	2.1830	2.1884	2.1817
esyrk	UN	64	2.4910	1.2476	1.9537	0.0189	1.0644	1.0644	1.1629	1.1478	1.1145
esyrk	UN	128	2.8383	2.2198	2.8180	0.1454	1.2316	1.2316	1.1724	1.1948	1.2157
esyrk	UN	256	3.0799	3.0696	3.0213	0.9133	1.2293	1.2293	1.2587	1.2437	1.2583
esyrk	UN	512	3.2042	3.1583	3.0856	2.4438	1.2777	1.2777	1.2778	1.2787	1.2587
esyrk	UT	64	2.6792	1.5315	2.2635	0.0197	2.3236	2.3236	2.2710	2.3197	2.3228
esyrk	UT	128	2.9997	2.7002	2.6147	0.1510	2.1898	2.1898	2.1805	2.2022	2.2045
esyrk	UT	256	3.1314	3.0772	2.8758	1.0128	2.1744	2.1744	2.0857	2.1948	2.0953
esyrk	UT	512	3.2082	3.1594	3.0018	2.3416	2.1873	2.1873	2.1549	2.1888	2.1830
etbmv	LNN	128	1.0592	1.0592	1.1744	1.1745	1.2227	1.2227	1.2194	1.2196	1.2196
etbmv	LNN	256	1.0332	0.1921	1.1491	1.1130	1.1893	1.1893	1.1826	1.1839	1.1097
etbmv	LNN	512	1.0226	0.3235	1.1359	1.1352	1.1589	1.1589	1.1686	1.1702	1.1472
etbmv	LNN	1024	1.0082	0.4738	1.1288	1.1286	1.1640	1.1640	1.1579	1.1639	1.1625
etbmv	LNN/x-1	128	1.0627	1.0594	1.0569	1.0540	1.0369	1.0369	1.0370	1.0358	0.9636
etbmv	LNN/x-1	256	1.0358	0.1922	1.0291	1.0284	1.0152	1.0152	1.0126	1.0135	1.0147
etbmv	LNN/x-1	512	1.0227	0.3181	1.0163	1.0153	0.9774	0.9774	0.9836	1.0023	0.9888
etbmv	LNN/x-1	1024	1.0119	0.4528	1.0017	1.0057	0.9923	0.9923	0.9966	0.9925	0.9899
etbmv	LNN/x2	128	1.0594	1.0580	1.0544	1.0540	1.0395	1.0395	1.0362	1.0346	1.0359
etbmv	LNN/x2	256	1.0351	0.2000	1.0301	1.0279	1.0142	1.0142	1.0125	1.0124	1.0140
etbmv	LNN/x2	512	1.0200	0.3126	1.0150	1.0133	0.9999	0.9999	0.9911	1.0001	0.9752
etbmv	LNN/x2	1024	1.0162	0.4501	1.0051	1.0077	0.9956	0.9956	0.9953	0.9831	0.9890
etbmv	LNU	128	1.1187	1.1151	1.2441	1.2483	1.2489	1.2489	1.3029	1.3014	1.3024
etbmv	LNU	256	1.0851	0.1969	1.2130	1.2114	1.2592	1.2592	1.2613	1.2587	1.2588
etbmv	LNU	512	1.0737	0.3277	1.1987	1.1993	1.2463	1.2463	1.2463	1.2468	1.2319
etbmv	LNU	1024	1.0669	0.4843	1.1910	1.1435	1.2400	1.2400	1.2334	1.2395	1.2197
etbmv	LNU/x-1	128	1.1073	1.1073	1.1274	1.1247	1.0077	1.0077	1.0898	1.0889	1.0137
etbmv	LNU/x-1	256	1.0798	0.2024	1.0665	1.0676	1.0052	1.0052	1.0651	1.0641	1.0636
etbmv	LNU/x-1	512	1.0663	0.3218	1.0541	1.0734	1.0508	1.0508	1.0499	1.0500	1.0416
etbmv	LNU/x-1	1024	1.0016	0.4533	1.0674	1.0672	1.0447	1.0447	1.0447	1.0448	1.0216
etbmv	LNU/x2	128	1.1073	1.1073	1.1275	1.1242	1.0899	1.0899	1.0586	1.0912	1.0097
etbmv	LNU/x2	256	1.0796	0.2003	1.0699	1.0756	1.0640	1.0640	1.0644	1.0647	1.0633
etbmv	LNU/x2	512	1.0550	0.3202	1.0716	1.0711	1.0486	1.0486	1.0477	1.0464	1.0395
etbmv	LNU/x2	1024	1.0585	0.4573	1.0656	1.0657	1.0435	1.0435	1.0433	1.0440	1.0350
etbmv	LTN	128	2.6509	2.1002	2.6275	2.5778	2.6015	2.6015	2.5374	2.6364	2.5580
etbmv	LTN	256	2.5953	0.2216	2.5508	2.5023	2.5415	2.5415	2.4800	2.5657	2.4902
etbmv	LTN	512	2.5707	0.3786	2.4965	2.3726	2.4932	2.4932	2.4068	2.5352	2.4046
etbmv	LTN	1024	2.4409	0.5856	2.3894	2.3011	2.3443	2.3443	2.1248	2.4236	2.2999
etbmv	LTN/x-1	128	2.4389	2.4307	2.4579	2.4354	2.4553	2.4553	2.4215	2.4524	2.4400
etbmv	LTN/x-1	256	2.3931	0.2077	2.4051	2.3712	2.3961	2.3961	2.3539	2.3998	2.3659
etbmv	LTN/x-1	512	2.3688	0.3550	2.3516	2.2902	2.3464	2.3464	2.2427	2.3245	2.2822
etbmv	LTN/x-1	1024	2.2671	0.5534	2.2594	2.1683	2.2598	2.2598	2.1996	2.2367	2.2051
etbmv	LTN/x2	128	2.4428	2.4151	2.4718	2.2377	2.4560	2.4560	2.4143	2.4420	2.4330
etbmv	LTN/x2	256	2.3886	0.2105	2.4061	2.2503	2.3923	2.3923	2.3408	2.4071	2.2736
etbmv	LTN/x2	512	2.3718	0.3569	2.3468	2.2663	2.3486	2.3486	2.2671	2.3759	2.2682
etbmv	LTN/x2	1024	1.9810	0.5566	2.2432	2.1950	2.2426	2.2426	2.1928	2.2003	2.2138
etbmv	LTU	128	2.7079	2.6660	2.6512	2.6169	2.6511	2.6511	2.6427	2.6766	2.6343
etbmv	LTU	256	2.6510	0.2123	2.5875	2.5249	2.6059	2.6059	2.5346	2.6320	2.4369
etbmv	LTU	512	2.6129	0.3858	2.5270	2.3956	2.5494	2.5494	2.4597	2.3889	2.4614
etbmv	LTU	1024	2.4967	0.5813	2.4026	2.3617	2.4465	2.4465	2.3752	2.4932	2.3667
etbmv	LTU/x-1	128	2.4970	2.4705	2.5326	2.5130	2.4970	2.4970	2.5038	2.5057	2.5044
etbmv	LTU/x-1	256	2.4285	0.2161	2.4638	2.4625	2.4420	2.4420	2.4498	2.4655	2.4235
etbmv	LTU/x-1	512	2.3876	0.3631	2.4090	2.3839	2.4021	2.4021	2.3845	2.4294	2.3450
etbmv	LTU/x-1	1024	2.3029	0.5629	2.3127	2.3120	2.3115	2.3115	2.2898	2.3325	2.2469
etbmv	LTU/x2	128	2.4717	2.4521	2.5348	2.5017	2.4958	2.4958	2.4762	2.5241	2.4931
etbmv	LTU/x2	256	2.4290	0.2072	2.4673	2.0133	2.4542	2.4542	2.4265	2.3656	2.4248
etbmv	LTU/x2	512	2.3966	0.3589	2.4061	2.3701	2.4052	2.4052	2.3689	2.3874	2.3777
etbmv	LTU/x2	1024	2.2865	0.5512	2.0089	2.2995	2.2424	2.2424	2.2772	2.3181	2.2138
etbmv	UNN	128	1.0545	1.0505	1.1058	1.1283	1.1703	1.1703	1.1336	1.1843	1.1314
etbmv	UNN	256	1.0180	0.1924	1.1162	1.0795	1.1110	1.1110	1.1548	1.1372	1.1605
etbmv	UNN	512	1.0294	0.3170	1.0587	1.0876	1.1167	1.1167	1.1207	1.1215	1.1481
etbmv	UNN	1024	1.0407	0.4835	1.0914	1.0995	1.1307	1.1307	1.1522	1.1254	1.1465
etbmv	UNN/x-1	128	1.0818	1.0817	1.0529	1.0536	1.0842	1.0842	1.0867	1.0830	1.0843
etbmv	UNN/x-1	256	1.0492	0.1973	1.0297	1.0123	1.0608	1.0608	1.0587	1.0590	1.0432
etbmv	UNN/x-1	512	1.0210	0.3180	1.0165	1.0076	1.0104	1.0104	1.0392	1.0259	1.0381
etbmv	UNN/x-1	1024	1.0084	0.4553	1.0095	1.0101	1.0370	1.0370	1.0363	1.0192	1.0340
etbmv	UNN/x2	128	1.0817	1.0776	1.0131	1.0517	1.0464	1.0464	1.0873	1.0812	1.0845
etbmv	UNN/x2	256	1.0513	0.1992	1.0018	1.0295	1.0434	1.0434	1.0236	1.0599	1.0609
etbmv	UNN/x2	512	1.0356	0.3152	1.0181	1.0081	1.0376	1.0376	1.0454	1.0473	1.0287
etbmv	UNN/x2	1024	0.9568	0.4600	1.0078	1.0072	1.0399	1.0399	1.0397	1.0411	1.0332
etbmv	UNU	128	1.1637	1.1911	1.2671	1.2628	1.3034	1.3034	1.3034	1.2751	1.3072
etbmv	UNU	256	1.1310	0.1914	1.2325	1.2343	1.2617	1.2617	1.2350	1.2357	1.2611
etbmv	UNU	512	1.1148	0.3220	1.2186	1.2136	1.2459	1.2459	1.2448	1.2203	1.2343
etbmv	UNU	1024	1.1036	0.4787	1.2035	1.2096	1.2324	1.2324	1.2257	1.2121	1.2355
etbmv	UNU/x-1	128	1.1090	0.9960	1.1217	1.0392	1.1485	1.1485	1.1529	1.1248	1.1526
etbmv	UNU/x-1	256	1.0798	0.1873	1.0877	1.0882	1.1231	1.1231	1.1217	1.0983	1.1035
etbmv	UNU/x-1	512	1.0655	0.3126	1.0727	1.0712	1.1109	1.1109	1.0991	1.0856	1.0823
etbmv	UNU/x-1	1024	1.0584	0.4577	0.9140	1.0649	1.1021	1.1021	1.1001	1.0780	1.0775
etbmv	UNU/x2	128	1.1135	1.1351	1.1205	1.1173	1.1070	1.1070	1.1487	1.1238	1.1529
etbmv	UNU/x2	256	1.0812	0.1867	0.9673	1.0882	1.0549	1.0549	1.1031	1.0982	1.1236
etbmv	UNU/x2	512	1.0637	0.3146	1.0364	1.0708	1.1093	1.1093	1.1059	1.0646	1.0782
etbmv	UNU/x2	1024	1.0576	0.4254	1.0546	1.0684	1.1013	1.1013	1.0979	1.0771	1.0851
etbmv	UTN	128	2.0305	2.0197	2.0285	2.5147	2.2832	2.2832	2.4504	2.4046	2.3628
etbmv	UTN	256	1.9767	0.2179	2.4290	2.4220	2.4015	2.4015	2.3765	2.3394	2.2768
etbmv	UTN	512	2.0043	0.3699	2.2747	2.2439	2.3048	2.3048	2.1522	2.3703	2.1576
etbmv	UTN	1024	1.9559	0.5746	2.0800	2.1717	2.1752	2.1752	2.1454	2.2043	2.0515
etbmv	UTN/x-1	128	1.9778	1.9784	2.3347	2.3352	2.3496	2.3496	2.3167	2.3295	2.3390
etbmv	UTN/x-1	256	1.9254	0.2110	2.2801	2.2632	2.2784	2.2784	2.2647	2.2810	2.2425
etbmv	UTN/x-1	512	1.9049	0.3553	2.1060	2.0829	2.1211	2.1211	2.0420	2.1100	2.1592
etbmv	UTN/x-1	1024	1.8508	0.5492	2.0604	2.0353	2.0733	2.0733	2.0481	2.0936	2.0594
etbmv	UTN/x2	128	1.9677	1.9237	2.3268	2.3195	2.3384	2.3384	2.3293	2.3366	2.2603
etbmv	UTN/x2	256	1.8917	0.2124	2.2774	2.2538	2.2771	2.2771	2.2586	2.2764	2.1992
etbmv	UTN/x2	512	1.9039	0.3542	2.1200	1.9617	2.1102	2.1102	2.0697	2.2433	2.0298
etbmv	UTN/x2	1024	1.8392	0.5424	2.0147	2.0213	2.0368	2.0368	2.0340	2.0669	1.9672
etbmv	UTU	128	2.0740	2.0862	2.5132	2.5151	2.5127	2.5127	2.4699	2.5169	2.4289
etbmv	UTU	256	2.0280	0.2215	2.4566	2.4446	2.4292	2.4292	2.4123	2.4459	2.2595
etbmv	UTU	512	2.0005	0.3768	2.2912	2.1448	2.2702	2.2702	2.1807	2.4144	2.1490
etbmv	UTU	1024	1.9582	0.5812	2.1702	2.1801	2.2163	2.2163	2.1844	2.2568	2.1045
etbmv	UTU/x-1	128	2.0422	2.0397	2.4121	2.3933	2.4157	2.4157	2.3895	2.4092	2.4067
etbmv	UTU/x-1	256	1.9760	0.2197	2.3437	2.3319	2.3368	2.3368	2.3207	2.3297	2.2557
etbmv	UTU/x-1	512	1.9680	0.3645	2.2184	2.1466	2.1799	2.1799	2.0979	2.3013	2.1647
etbmv	UTU/x-1	1024	1.8932	0.5544	2.1157	2.0686	2.1261	2.1261	2.0970	2.0596	2.1070
etbmv	UTU/x2	128	2.0549	2.0482	2.4037	2.3925	2.3826	2.3826	2.3704	2.3907	2.3798
etbmv	UTU/x2	256	2.0060	0.2040	2.3348	2.3112	2.3446	2.3446	2.3209	2.3383	2.3124
etbmv	UTU/x2	512	1.9775	0.3608	2.1527	2.0630	2.1589	2.1589	2.1077	2.3007	2.1383
etbmv	UTU/x2	1024	1.8582	0.5527	2.0842	2.0702	2.0935	2.0935	2.0801	2.1202	2.0493
etbsv	LNN	128	1.2188	1.2245	1.2029	1.2028	1.2100	1.2100	1.2097	1.2099	1.2082
etbsv	LNN	256	0.8083	1.1887	1.1739	1.1732	1.1803	1.1803	1.1798	1.0461	1.1818
etbsv	LNN	512	0.5563	0.5563	0.5517	0.5489	0.5434	0.5434	0.5506	0.5539	0.5533
etbsv	LNN	1024	0.0238	0.0234	0.0237	0.0236	0.0237	0.0237	0.0237	0.0238	0.0237
etbsv	LNN/x-1	128	1.0705	0.9821	1.0375	1.0784	1.0716	1.0716	1.0709	1.0711	0.9582
etbsv	LNN/x-1	256	1.0413	0.9752	1.0470	1.0482	1.0465	1.0465	1.0448	1.0449	0.9743
etbsv	LNN/x-1	512	0.4601	0.4354	0.4663	0.4652	0.4583	0.4583	0.4650	0.4434	0.4354
etbsv	LNN/x-1	1024	0.0239	0.0235	0.0238	0.0238	0.0238	0.0238	0.0238	0.0238	0.0238
etbsv	LNN/x2	128	1.0683	1.0681	1.0755	1.0755	1.0714	1.0714	1.0697	1.0723	1.0722
etbsv	LNN/x2	256	1.0400	1.0400	1.0291	1.0470	1.0466	1.0466	1.0453	1.0441	1.0443
etbsv	LNN/x2	512	0.4664	0.4642	0.4671	0.4677	0.4650	0.4650	0.4670	0.4666	0.4664
etbsv	LNN/x2	1024	0.0236	0.0236	0.0237	0.0236	0.0234	0.0234	0.0236	0.0237	0.0234
etbsv	LNU	128	1.2795	1.2792	1.3122	1.3076	1.3172	1.3172	1.3169	1.3145	1.3139
etbsv	LNU	256	1.2385	1.2151	1.2721	1.2728	1.2811	1.2811	1.2794	1.2789	1.2762
etbsv	LNU	512	0.1165	0.1175	0.1182	0.1182	0.1175	0.1175	0.1179	0.1152	0.1185
etbsv	LNU	1024	0.0226	0.0223	0.0226	0.0226	0.0226	0.0226	0.0226	0.0226	0.0226
etbsv	LNU/x-1	128	1.1586	1.1584	1.1354	1.1321	1.1268	1.1268	1.1048	1.1293	1.1274
etbsv	LNU/x-1	256	1.1251	1.1263	1.1003	1.1003	1.0980	1.0980	1.0994	1.0998	1.0966
etbsv	LNU/x-1	512	0.1088	0.1086	0.1111	0.1109	0.1086	0.1086	0.1095	0.1107	0.1109
etbsv	LNU/x-1	1024	0.0227	0.0226	0.0223	0.0227	0.0225	0.0225	0.0226	0.0224	0.0226
etbsv	LNU/x2	128	1.1617	1.1585	1.1324	1.1356	1.1305	1.1305	1.1276	1.1306	1.1263
etbsv	LNU/x2	256	1.1251	1.1246	1.1014	1.0631	1.0988	1.0988	1.0987	1.0976	1.0971
etbsv	LNU/x2	512	0.1093	0.1102	0.1108	0.1110	0.1105	0.1105	0.1108	0.1110	0.1063
etbsv	LNU/x2	1024	0.0225	0.0225	0.0225	0.0225	0.0224	0.0224	0.0225	0.0225	0.0226
etbsv	LTN	128	2.3524	2.3336	2.2939	2.2960	2.2286	2.2286	2.2288	2.2581	2.2609
etbsv	LTN	256	2.2927	2.2834	2.2298	2.2239	2.1734	2.1734	2.1795	2.1992	2.2026
etbsv	LTN	512	0.5014	0.5107	0.5058	0.5039	0.5025	0.5025	0.4899	0.4993	0.5075
etbsv	LTN	1024	0.0249	0.0250	0.0250	0.0248	0.0250	0.0250	0.0249	0.0250	0.0250
etbsv	LTN/x-1	128	2.2517	2.2487	2.1369	2.1257	2.0178	2.0178	2.0318	2.0235	2.0216
etbsv	LTN/x-1	256	2.1852	2.1852	2.0671	1.9919	1.9778	1.9778	1.9587	1.9768	1.9754
etbsv	LTN/x-1	512	0.5415	0.5553	0.5079	0.5433	0.5376	0.5376	0.5367	0.5286	0.5408
etbsv	LTN/x-1	1024	0.0250	0.0250	0.0249	0.0249	0.0250	0.0250	0.0249	0.0250	0.0250
etbsv	LTN/x2	128	2.2488	2.2493	2.1248	2.1368	2.0297	2.0297	2.0308	2.0297	2.0204
etbsv	LTN/x2	256	2.1793	2.1791	2.0678	2.0634	1.9669	1.9669	1.7799	1.9749	1.9771
etbsv	LTN/x2	512	0.4926	0.5060	0.4678	0.3515	0.4799	0.4799	0.4890	0.4381	0.4938
etbsv	LTN/x2	1024	0.0245	0.0249	0.0243	0.0247	0.0242	0.0242	0.0239	0.0249	0.0249
etbsv	LTU	128	2.5859	2.5878	2.5363	2.5339	2.4640	2.4640	2.4638	2.4736	2.4866
etbsv	LTU	256	2.5130	2.5105	2.4602	2.4596	2.4208	2.4208	2.4155	2.4335	2.4332
etbsv	LTU	512	0.1154	0.1194	0.1194	0.1191	0.1190	0.1190	0.1188	0.1188	0.1178
etbsv	LTU	1024	0.0237	0.0237	0.0234	0.0235	0.0237	0.0237	0.0237	0.0238	0.0238
etbsv	LTU/x-1	128	2.4184	2.4062	2.2939	2.2949	2.1874	2.1874	2.1856	2.2011	2.1986
etbsv	LTU/x-1	256	2.3598	2.3525	2.2247	2.2139	2.1345	2.1345	2.1256	2.1372	2.1374
etbsv	LTU/x-1	512	0.1199	0.1210	0.1211	0.1208	0.1209	0.1209	0.1204	0.1203	0.1210
etbsv	LTU/x-1	1024	0.0227	0.0237	0.0237	0.0237	0.0237	0.0237	0.0237	0.0237	0.0234
etbsv	LTU/x2	128	2.4176	2.4185	2.2758	2.2794	2.1978	2.1978	2.1965	2.1850	2.1850
etbsv	LTU/x2	256	2.3564	2.3481	2.2340	2.2158	2.1330	2.1330	2.1206	2.1432	2.1372
etbsv	LTU/x2	512	0.1164	0.1187	0.1187	0.1172	0.1187	0.1187	0.1183	0.1181	0.1147
etbsv	LTU/x2	1024	0.0236	0.0237	0.0237	0.0237	0.0236	0.0236	0.0236	0.0237	0.0235
etbsv	UNN	128	1.0460	1.0347	1.1160	1.1954	1.1464	1.1464	1.1361	1.1086	1.1432
etbsv	UNN	256	1.0059	1.0117	1.0817	1.1084	1.1510	1.1510	1.1066	1.1014	1.1373
etbsv	UNN	512	0.9603	0.9490	1.0307	1.0166	1.0322	1.0322	1.0537	1.0583	1.0587
etbsv	UNN	1024	0.0228	0.0226	0.0229	0.0226	0.0228	0.0228	0.0229	0.0229	0.0228
etbsv	UNN/x-1	128	1.1075	1.1042	1.0634	1.0606	1.0660	1.0660	1.0662	1.0662	1.0661
etbsv	UNN/x-1	256	1.0728	1.0709	1.0327	1.0328	1.0387	1.0387	1.0395	1.0378	1.0386
etbsv	UNN/x-1	512	1.0411	1.0421	0.9974	1.0064	1.0119	1.0119	1.0121	1.0124	1.0120
etbsv	UNN/x-1	1024	0.0227	0.0227	0.0228	0.0229	0.0229	0.0229	0.0229	0.0229	0.0229
etbsv	UNN/x2	128	1.1031	1.1011	1.0452	1.0339	1.0686	1.0686	0.8042	1.0660	1.0655
etbsv	UNN/x2	256	1.0707	1.0706	1.0324	0.9977	1.0373	1.0373	1.0002	1.0392	1.0386
etbsv	UNN/x2	512	1.0418	1.0423	0.9041	0.9093	0.9973	0.9973	0.9581	1.0122	0.9942
etbsv	UNN/x2	1024	0.0228	0.0227	0.0226	0.0228	0.0227	0.0227	0.0225	0.0228	0.0229
etbsv	UNU	128	1.1614	1.1613	1.2666	1.2667	1.2853	1.2853	1.2821	1.2838	1.2839
etbsv	UNU	256	1.1258	1.1273	1.2328	1.2326	1.2500	1.2500	1.2484	1.2508	1.2488
etbsv	UNU	512	0.1548	0.1534	0.1570	0.1546	0.1573	0.1573	0.1567	0.1574	0.1575
etbsv	UNU	1024	0.0218	0.0219	0.0219	0.0219	0.0216	0.0216	0.0219	0.0219	0.0219
etbsv	UNU/x-1	128	1.1462	1.1507	1.1191	1.1157	1.1409	1.1409	1.1561	1.1563	1.1564
etbsv	UNU/x-1	256	1.1102	1.1109	1.0841	1.0847	1.0999	1.0999	1.1239	1.1245	1.1247
etbsv	UNU/x-1	512	0.1612	0.1610	0.1606	0.1551	0.1610	0.1610	0.1589	0.1579	0.1624
etbsv	UNU/x-1	1024	0.0219	0.0219	0.0219	0.0219	0.0219	0.0219	0.0220	0.0219	0.0210
etbsv	UNU/x2	128	1.1474	1.1502	1.1190	1.1157	1.1552	1.1552	1.1593	1.1589	1.1561
etbsv	UNU/x2	256	1.1123	1.1114	1.0857	1.0862	1.1238	1.1238	1.1226	1.1232	1.1247
etbsv	UNU/x2	512	0.1603	0.1610	0.1612	0.1605	0.1619	0.1619	0.1622	0.1624	0.1624
etbsv	UNU/x2	1024	0.0218	0.0217	0.0219	0.0217	0.0209	0.0209	0.0215	0.0219	0.0217
etbsv	UTN	128	2.4923	2.3268	2.3110	2.3129	2.2905	2.2905	2.2764	2.2927	2.1567
etbsv	UTN	256	2.4218	2.2629	2.2451	2.2479	2.2259	2.2259	2.2324	2.2486	2.0972
etbsv	UTN	512	2.1956	2.0952	2.0823	2.0704	2.0737	2.0737	2.0637	2.0593	1.9531
etbsv	UTN	1024	0.0243	0.0238	0.0241	0.0241	0.0239	0.0239	0.0241	0.0242	0.0242
etbsv	UTN/x-1	128	2.3626	1.5207	2.1910	2.1900	1.6996	1.6996	1.7024	1.6993	0.8992
etbsv	UTN/x-1	256	2.3057	1.5931	2.1476	2.1186	1.6530	1.6530	1.6487	1.6520	1.6072
etbsv	UTN/x-1	512	1.7851	1.8126	1.6662	1.7043	1.3830	1.3830	1.3636	1.3710	1.3827
etbsv	UTN/x-1	1024	0.0237	0.0242	0.0241	0.0241	0.0240	0.0240	0.0240	0.0230	0.0239
etbsv	UTN/x2	128	2.3582	2.3713	2.1884	2.2010	1.7012	1.7012	1.5630	1.7025	1.6947
etbsv	UTN/x2	256	2.2931	2.3047	2.1437	2.1238	1.6518	1.6518	1.6497	1.6495	1.6534
etbsv	UTN/x2	512	2.0784	2.1217	1.9837	1.9812	1.5508	1.5508	1.5482	1.5427	1.5353
etbsv	UTN/x2	1024	0.0241	0.0241	0.0241	0.0241	0.0240	0.0240	0.0239	0.0240	0.0239
etbsv	UTU	128	2.6047	2.5965	2.5742	2.5685	2.5900	2.5900	2.5918	2.6193	2.6109
etbsv	UTU	256	2.5574	2.5525	2.5077	2.5167	2.5214	2.5214	2.5313	2.5510	2.5453
etbsv	UTU	512	0.1607	0.1605	0.1601	0.1594	0.1593	0.1593	0.1599	0.1586	0.1594
etbsv	UTU	1024	0.0224	0.0231	0.0231	0.0230	0.0230	0.0230	0.0230	0.0229	0.0231
etbsv	UTU/x-1	128	2.5372	2.5212	2.4087	2.3389	1.7920	1.7920	1.7176	1.7915	1.7977
etbsv	UTU/x-1	256	2.4751	2.4673	2.3287	2.3048	1.7513	1.7513	1.7367	1.7446	1.7488
etbsv	UTU/x-1	512	0.1474	0.1509	0.1501	0.1502	0.1474	0.1474	0.1464	0.1473	0.1444
etbsv	UTU/x-1	1024	0.0231	0.0231	0.0230	0.0230	0.0229	0.0229	0.0225	0.0229	0.0229
etbsv	UTU/x2	128	2.5189	2.5199	2.3826	2.3881	1.7861	1.7861	1.7963	1.7988	1.7974
etbsv	UTU/x2	256	2.4549	2.4620	2.3211	2.3187	1.7496	1.7496	1.7438	1.7426	1.7467
etbsv	UTU/x2	512	0.1601	0.1590	0.1550	0.1591	0.1547	0.1547	0.1542	0.1553	0.1533
etbsv	UTU/x2	1024	0.0230	0.0230	0.0230	0.0217	0.0228	0.0228	0.0226	0.0229	0.0229
etpmv	LNN	128	1.0844	0.6418	1.0766	1.0654	1.0758	1.0758	1.0757	1.0779	1.0749
etpmv	LNN	256	1.1057	1.0004	1.1011	1.0839	1.1065	1.1065	1.1015	1.1073	1.0450
etpmv	LNN	512	1.1241	1.0727	1.1236	1.1262	1.0719	1.0719	1.1236	1.1256	1.1201
etpmv	LNN	1024	1.1143	1.2011	1.1153	1.0837	1.1188	1.1188	1.1227	1.1242	1.1071
etpmv	LNN/x-1	128	1.0695	0.6351	1.0773	1.0766	1.0530	1.0530	1.0759	1.0456	1.0736
etpmv	LNN/x-1	256	1.1174	0.9837	1.1152	1.1118	1.1130	1.1130	1.1010	1.1153	1.1098
etpmv	LNN/x-1	512	1.1215	1.0659	1.1281	1.0960	1.1205	1.1205	1.0934	1.1267	1.1277
etpmv	LNN/x-1	1024	1.1015	1.1770	1.0978	1.1053	1.1200	1.1200	1.1264	1.1249	1.0888
etpmv	LNN/x2	128	1.0685	0.6036	1.0740	1.0664	1.0760	1.0760	1.0769	1.0745	1.0706
etpmv	LNN/x2	256	1.1124	0.9815	1.1105	1.1105	1.1078	1.1078	1.1078	1.0936	1.0993
etpmv	LNN/x2	512	1.1267	1.0654	1.1233	1.1092	1.1263	1.1263	1.1242	1.1143	1.1234
etpmv	LNN/x2	1024	1.1201	1.1887	1.1150	1.1187	1.1111	1.1111	1.1128	1.0652	1.1198
etpmv	LNU	128	1.0902	0.6415	1.0902	1.0897	1.0928	1.0928	1.0935	1.0944	1.0893
etpmv	LNU	256	1.1169	0.9967	1.1118	1.1145	1.1155	1.1155	1.1079	1.1158	1.1140
etpmv	LNU	512	1.1229	1.0604	1.1179	1.1322	1.1324	1.1324	1.1128	1.1302	1.1256
etpmv	LNU	1024	1.0944	1.2014	1.1142	1.1009	1.1141	1.1141	1.1189	1.1028	1.1184
etpmv	LNU/x-1	128	1.0982	0.6016	1.0882	1.0774	1.0857	1.0857	1.0854	1.0881	1.0862
etpmv	LNU/x-1	256	1.0837	0.9895	1.1216	1.1214	1.0742	1.0742	1.1181	1.1219	1.1061
etpmv	LNU/x-1	512	1.1332	1.0574	1.1265	1.1319	1.1305	1.1305	1.1194	1.1283	1.1310
etpmv	LNU/x-1	1024	1.1186	1.1969	1.1150	1.1304	1.1279	1.1279	1.1213	1.1179	1.1245
etpmv	LNU/x2	128	1.0993	0.5902	1.0853	1.0876	1.0860	1.0860	1.0857	1.0873	1.0759
etpmv	LNU/x2	256	1.1216	0.9836	1.1107	1.0958	1.1157	1.1157	1.0845	1.1137	1.1081
etpmv	LNU/x2	512	1.1180	1.0604	1.1223	1.1155	1.1193	1.1193	1.1221	1.1097	1.1250
