run_id	run_binary	omp	taskset	routine	key	size	iters	subject_GFs	migrated_GFs
parallel-blas-omp4	par_	4	0	espmv	L/x-1/y-1	256	5	1.7683	1.9532
parallel-blas-omp4	par_	4	0	espmv	L/x-1/y-1	512	5	1.7959	1.9401
parallel-blas-omp4	par_	4	0	espmv	L/x-1/y-1	1024	5	1.7817	1.9731
epopenblas-omp1	ep_	1	0	espr	U	128	5	1.2226	1.2101
epopenblas-omp1	ep_	1	0	espr	U	256	5	1.2717	1.1000
epopenblas-omp1	ep_	1	0	espr	U	512	5	1.0247	1.2163
epopenblas-omp1	ep_	1	0	espr	U	1024	5	1.0938	1.0318
epopenblas-omp1	ep_	1	0	espr	U/x2	128	5	1.0807	1.0506
epopenblas-omp1	ep_	1	0	espr	U/x2	256	5	1.1183	1.1217
epopenblas-omp1	ep_	1	0	espr	U/x2	512	5	1.1286	1.1308
epopenblas-omp1	ep_	1	0	espr	U/x2	1024	5	0.9869	0.9313
epopenblas-omp1	ep_	1	0	espr	U/x-1	128	5	1.0807	1.0471
epopenblas-omp1	ep_	1	0	espr	U/x-1	256	5	1.1118	1.1007
epopenblas-omp1	ep_	1	0	espr	U/x-1	512	5	1.1311	1.1309
epopenblas-omp1	ep_	1	0	espr	U/x-1	1024	5	0.9911	0.9778
epopenblas-omp1	ep_	1	0	espr	L	128	5	1.0922	1.0268
epopenblas-omp1	ep_	1	0	espr	L	256	5	1.1175	1.0917
epopenblas-omp1	ep_	1	0	espr	L	512	5	1.1337	1.1089
epopenblas-omp1	ep_	1	0	espr	L	1024	5	0.9853	0.9747
epopenblas-omp1	ep_	1	0	espr	L/x2	128	5	1.0845	1.0263
epopenblas-omp1	ep_	1	0	espr	L/x2	256	5	1.1156	1.0887
epopenblas-omp1	ep_	1	0	espr	L/x2	512	5	1.1308	1.1236
epopenblas-omp1	ep_	1	0	espr	L/x2	1024	5	0.9845	0.9854
epopenblas-omp1	ep_	1	0	espr	L/x-1	128	5	1.0852	1.0687
epopenblas-omp1	ep_	1	0	espr	L/x-1	256	5	1.1211	1.1119
epopenblas-omp1	ep_	1	0	espr	L/x-1	512	5	1.1327	1.1276
epopenblas-omp1	ep_	1	0	espr	L/x-1	1024	5	0.9862	0.9780
epopenblas-omp4	ep_	4	0	espr	U	128	5	1.1945	1.1836
epopenblas-omp4	ep_	4	0	espr	U	256	5	0.6402	1.2675
epopenblas-omp4	ep_	4	0	espr	U	512	5	0.9293	1.1885
epopenblas-omp4	ep_	4	0	espr	U	1024	5	0.9422	1.0955
epopenblas-omp4	ep_	4	0	espr	U/x2	128	5	1.0793	1.0887
epopenblas-omp4	ep_	4	0	espr	U/x2	256	5	1.1182	1.1220
epopenblas-omp4	ep_	4	0	espr	U/x2	512	5	1.1287	1.1281
epopenblas-omp4	ep_	4	0	espr	U/x2	1024	5	0.9636	0.9794
epopenblas-omp4	ep_	4	0	espr	U/x-1	128	5	1.0095	1.0182
epopenblas-omp4	ep_	4	0	espr	U/x-1	256	5	1.0393	1.0433
epopenblas-omp4	ep_	4	0	espr	U/x-1	512	5	1.0553	1.0589
epopenblas-omp4	ep_	4	0	espr	U/x-1	1024	5	0.9337	0.9463
epopenblas-omp4	ep_	4	0	espr	L	128	5	1.0919	1.0681
epopenblas-omp4	ep_	4	0	espr	L	256	5	0.6649	1.1083
epopenblas-omp4	ep_	4	0	espr	L	512	5	0.7938	1.0519
epopenblas-omp4	ep_	4	0	espr	L	1024	5	0.8664	0.9154
epopenblas-omp4	ep_	4	0	espr	L/x2	128	5	1.0127	0.9974
epopenblas-omp4	ep_	4	0	espr	L/x2	256	5	1.0260	1.0347
epopenblas-omp4	ep_	4	0	espr	L/x2	512	5	1.0503	1.0464
epopenblas-omp4	ep_	4	0	espr	L/x2	1024	5	0.9299	0.9263
epopenblas-omp4	ep_	4	0	espr	L/x-1	128	5	1.0119	0.9970
epopenblas-omp4	ep_	4	0	espr	L/x-1	256	5	1.0481	1.0183
epopenblas-omp4	ep_	4	0	espr	L/x-1	512	5	1.0585	1.0449
epopenblas-omp4	ep_	4	0	espr	L/x-1	1024	5	0.9665	0.9842
parallel-blas-omp1	par_	1	0	espr	U	128	5	1.1471	1.1324
parallel-blas-omp1	par_	1	0	espr	U	256	5	1.2777	1.0597
parallel-blas-omp1	par_	1	0	espr	U	512	5	1.2065	1.2521
parallel-blas-omp1	par_	1	0	espr	U	1024	5	1.0617	1.0583
parallel-blas-omp1	par_	1	0	espr	U/x2	128	5	1.0357	1.0431
parallel-blas-omp1	par_	1	0	espr	U/x2	256	5	1.0693	1.0543
parallel-blas-omp1	par_	1	0	espr	U/x2	512	5	1.0775	1.0814
parallel-blas-omp1	par_	1	0	espr	U/x2	1024	5	0.9838	0.9780
parallel-blas-omp1	par_	1	0	espr	U/x-1	128	5	0.7476	1.0886
parallel-blas-omp1	par_	1	0	espr	U/x-1	256	5	1.0729	1.0924
parallel-blas-omp1	par_	1	0	espr	U/x-1	512	5	1.1311	1.1354
parallel-blas-omp1	par_	1	0	espr	U/x-1	1024	5	0.9868	0.9676
parallel-blas-omp1	par_	1	0	espr	L	128	5	1.0688	1.0772
parallel-blas-omp1	par_	1	0	espr	L	256	5	1.0367	1.1097
parallel-blas-omp1	par_	1	0	espr	L	512	5	1.1260	1.1316
parallel-blas-omp1	par_	1	0	espr	L	1024	5	0.9867	0.9576
parallel-blas-omp1	par_	1	0	espr	L/x2	128	5	1.0718	1.0671
parallel-blas-omp1	par_	1	0	espr	L/x2	256	5	1.0110	1.1067
parallel-blas-omp1	par_	1	0	espr	L/x2	512	5	1.1271	1.1235
parallel-blas-omp1	par_	1	0	espr	L/x2	1024	5	0.9818	0.9835
parallel-blas-omp1	par_	1	0	espr	L/x-1	128	5	1.0717	1.0677
parallel-blas-omp1	par_	1	0	espr	L/x-1	256	5	1.0945	1.1117
parallel-blas-omp1	par_	1	0	espr	L/x-1	512	5	1.1291	1.1276
parallel-blas-omp1	par_	1	0	espr	L/x-1	1024	5	0.9913	0.9856
parallel-blas-omp4	par_	4	0	espr	U	128	5	0.2952	1.2119
parallel-blas-omp4	par_	4	0	espr	U	256	5	0.6640	1.2065
parallel-blas-omp4	par_	4	0	espr	U	512	5	0.9242	1.2334
parallel-blas-omp4	par_	4	0	espr	U	1024	5	0.9400	1.0613
parallel-blas-omp4	par_	4	0	espr	U/x2	128	5	1.0593	1.0657
parallel-blas-omp4	par_	4	0	espr	U/x2	256	5	1.0937	1.0975
parallel-blas-omp4	par_	4	0	espr	U/x2	512	5	1.1041	1.1045
parallel-blas-omp4	par_	4	0	espr	U/x2	1024	5	0.9827	0.9662
parallel-blas-omp4	par_	4	0	espr	U/x-1	128	5	1.0355	1.0901
parallel-blas-omp4	par_	4	0	espr	U/x-1	256	5	1.1134	1.0933
parallel-blas-omp4	par_	4	0	espr	U/x-1	512	5	1.1311	1.1330
parallel-blas-omp4	par_	4	0	espr	U/x-1	1024	5	0.9844	0.9667
parallel-blas-omp4	par_	4	0	espr	L	128	5	0.3088	1.0776
parallel-blas-omp4	par_	4	0	espr	L	256	5	0.6713	1.1018
parallel-blas-omp4	par_	4	0	espr	L	512	5	0.9486	1.1274
parallel-blas-omp4	par_	4	0	espr	L	1024	5	0.9379	0.9642
parallel-blas-omp4	par_	4	0	espr	L/x2	128	5	1.0720	1.0674
parallel-blas-omp4	par_	4	0	espr	L/x2	256	5	1.0890	1.1069
parallel-blas-omp4	par_	4	0	espr	L/x2	512	5	1.1249	1.0969
parallel-blas-omp4	par_	4	0	espr	L/x2	1024	5	0.9793	0.9757
parallel-blas-omp4	par_	4	0	espr	L/x-1	128	5	0.7628	1.0670
parallel-blas-omp4	par_	4	0	espr	L/x-1	256	5	1.1146	1.0930
parallel-blas-omp4	par_	4	0	espr	L/x-1	512	5	1.1292	1.1276
parallel-blas-omp4	par_	4	0	espr	L/x-1	1024	5	0.9902	0.9249
epopenblas-omp1	ep_	1	0	espr2	U	128	5	1.9110	1.9158
epopenblas-omp1	ep_	1	0	espr2	U	256	5	1.9729	1.7948
epopenblas-omp1	ep_	1	0	espr2	U	512	5	1.7654	1.9258
epopenblas-omp1	ep_	1	0	espr2	U	1024	5	1.7293	1.7319
epopenblas-omp1	ep_	1	0	espr2	U/x1/y2	128	5	1.6924	1.4272
epopenblas-omp1	ep_	1	0	espr2	U/x1/y2	256	5	1.7408	1.4527
epopenblas-omp1	ep_	1	0	espr2	U/x1/y2	512	5	1.7620	1.4739
epopenblas-omp1	ep_	1	0	espr2	U/x1/y2	1024	5	1.6155	1.3690
epopenblas-omp1	ep_	1	0	espr2	U/x1/y-1	128	5	1.6816	1.4594
epopenblas-omp1	ep_	1	0	espr2	U/x1/y-1	256	5	1.7793	1.4846
epopenblas-omp1	ep_	1	0	espr2	U/x1/y-1	512	5	1.8041	1.4826
epopenblas-omp1	ep_	1	0	espr2	U/x1/y-1	1024	5	1.6210	1.3783
epopenblas-omp1	ep_	1	0	espr2	U/x2/y1	128	5	1.7312	1.4596
epopenblas-omp1	ep_	1	0	espr2	U/x2/y1	256	5	1.7563	1.4924
epopenblas-omp1	ep_	1	0	espr2	U/x2/y1	512	5	1.8011	1.5070
epopenblas-omp1	ep_	1	0	espr2	U/x2/y1	1024	5	1.6097	1.3756
epopenblas-omp1	ep_	1	0	espr2	U/x2/y2	128	5	1.7306	1.4595
epopenblas-omp1	ep_	1	0	espr2	U/x2/y2	256	5	1.7074	1.4926
epopenblas-omp1	ep_	1	0	espr2	U/x2/y2	512	5	1.8011	1.4617
epopenblas-omp1	ep_	1	0	espr2	U/x2/y2	1024	5	1.6105	1.3748
epopenblas-omp1	ep_	1	0	espr2	U/x2/y-1	128	5	1.7308	1.4598
epopenblas-omp1	ep_	1	0	espr2	U/x2/y-1	256	5	1.5489	1.4925
epopenblas-omp1	ep_	1	0	espr2	U/x2/y-1	512	5	1.8024	1.5071
epopenblas-omp1	ep_	1	0	espr2	U/x2/y-1	1024	5	1.4408	1.3291
epopenblas-omp1	ep_	1	0	espr2	U/x-1/y1	128	5	1.7306	1.4261
epopenblas-omp1	ep_	1	0	espr2	U/x-1/y1	256	5	1.7793	1.4844
epopenblas-omp1	ep_	1	0	espr2	U/x-1/y1	512	5	1.7642	1.4730
epopenblas-omp1	ep_	1	0	espr2	U/x-1/y1	1024	5	1.5829	1.3553
epopenblas-omp1	ep_	1	0	espr2	U/x-1/y2	128	5	1.4344	1.4526
epopenblas-omp1	ep_	1	0	espr2	U/x-1/y2	256	5	1.7794	1.4849
epopenblas-omp1	ep_	1	0	espr2	U/x-1/y2	512	5	1.8039	1.5067
epopenblas-omp1	ep_	1	0	espr2	U/x-1/y2	1024	5	1.6169	1.3738
epopenblas-omp1	ep_	1	0	espr2	U/x-1/y-1	128	5	1.7300	1.4597
epopenblas-omp1	ep_	1	0	espr2	U/x-1/y-1	256	5	1.7674	1.4927
epopenblas-omp1	ep_	1	0	espr2	U/x-1/y-1	512	5	1.8039	1.5070
epopenblas-omp1	ep_	1	0	espr2	U/x-1/y-1	1024	5	1.6110	1.3727
epopenblas-omp1	ep_	1	0	espr2	L	128	5	1.7588	1.7269
epopenblas-omp1	ep_	1	0	espr2	L	256	5	1.7940	1.7782
epopenblas-omp1	ep_	1	0	espr2	L	512	5	1.7433	1.7855
epopenblas-omp1	ep_	1	0	espr2	L	1024	5	1.6181	1.6161
epopenblas-omp1	ep_	1	0	espr2	L/x1/y2	128	5	1.7248	1.7437
epopenblas-omp1	ep_	1	0	espr2	L/x1/y2	256	5	1.7789	1.7777
epopenblas-omp1	ep_	1	0	espr2	L/x1/y2	512	5	1.8041	1.8061
epopenblas-omp1	ep_	1	0	espr2	L/x1/y2	1024	5	1.6082	1.5366
epopenblas-omp1	ep_	1	0	espr2	L/x1/y-1	128	5	1.4802	1.7444
epopenblas-omp1	ep_	1	0	espr2	L/x1/y-1	256	5	1.7788	1.7881
epopenblas-omp1	ep_	1	0	espr2	L/x1/y-1	512	5	1.8013	1.8091
epopenblas-omp1	ep_	1	0	espr2	L/x1/y-1	1024	5	1.6179	1.6079
epopenblas-omp1	ep_	1	0	espr2	L/x2/y1	128	5	1.7274	1.7447
epopenblas-omp1	ep_	1	0	espr2	L/x2/y1	256	5	1.7789	1.7767
epopenblas-omp1	ep_	1	0	espr2	L/x2/y1	512	5	1.7883	1.8083
epopenblas-omp1	ep_	1	0	espr2	L/x2/y1	1024	5	1.6077	1.6176
epopenblas-omp1	ep_	1	0	espr2	L/x2/y2	128	5	1.7264	1.7442
epopenblas-omp1	ep_	1	0	espr2	L/x2/y2	256	5	1.7783	1.7769
epopenblas-omp1	ep_	1	0	espr2	L/x2/y2	512	5	1.8013	1.8089
epopenblas-omp1	ep_	1	0	espr2	L/x2/y2	1024	5	1.5191	1.5224
epopenblas-omp1	ep_	1	0	espr2	L/x2/y-1	128	5	1.6137	1.6303
epopenblas-omp1	ep_	1	0	espr2	L/x2/y-1	256	5	1.6344	1.6708
epopenblas-omp1	ep_	1	0	espr2	L/x2/y-1	512	5	1.6755	1.6904
epopenblas-omp1	ep_	1	0	espr2	L/x2/y-1	1024	5	1.5247	1.5301
epopenblas-omp1	ep_	1	0	espr2	L/x-1/y1	128	5	1.5691	1.6298
epopenblas-omp1	ep_	1	0	espr2	L/x-1/y1	256	5	1.6625	1.6602
epopenblas-omp1	ep_	1	0	espr2	L/x-1/y1	512	5	1.6865	1.6909
epopenblas-omp1	ep_	1	0	espr2	L/x-1/y1	1024	5	1.6092	1.6194
epopenblas-omp1	ep_	1	0	espr2	L/x-1/y2	128	5	1.7260	1.7439
epopenblas-omp1	ep_	1	0	espr2	L/x-1/y2	256	5	1.7789	1.7880
epopenblas-omp1	ep_	1	0	espr2	L/x-1/y2	512	5	1.8012	1.8089
epopenblas-omp1	ep_	1	0	espr2	L/x-1/y2	1024	5	1.6118	1.6215
epopenblas-omp1	ep_	1	0	espr2	L/x-1/y-1	128	5	1.7261	1.7449
epopenblas-omp1	ep_	1	0	espr2	L/x-1/y-1	256	5	1.7790	1.4241
epopenblas-omp1	ep_	1	0	espr2	L/x-1/y-1	512	5	1.8015	1.8063
epopenblas-omp1	ep_	1	0	espr2	L/x-1/y-1	1024	5	1.5905	1.6187
epopenblas-omp4	ep_	4	0	espr2	U	128	5	1.2920	1.6530
epopenblas-omp4	ep_	4	0	espr2	U	256	5	1.1889	1.7043
epopenblas-omp4	ep_	4	0	espr2	U	512	5	1.4895	1.8490
epopenblas-omp4	ep_	4	0	espr2	U	1024	5	1.5206	1.7076
epopenblas-omp4	ep_	4	0	espr2	U/x1/y2	128	5	1.6549	1.3962
epopenblas-omp4	ep_	4	0	espr2	U/x1/y2	256	5	1.7021	1.4197
epopenblas-omp4	ep_	4	0	espr2	U/x1/y2	512	5	1.7252	1.4395
epopenblas-omp4	ep_	4	0	espr2	U/x1/y2	1024	5	1.5995	1.3773
epopenblas-omp4	ep_	4	0	espr2	U/x1/y-1	128	5	1.7319	1.4593
epopenblas-omp4	ep_	4	0	espr2	U/x1/y-1	256	5	1.7676	1.4926
epopenblas-omp4	ep_	4	0	espr2	U/x1/y-1	512	5	1.8039	1.5068
epopenblas-omp4	ep_	4	0	espr2	U/x1/y-1	1024	5	1.6135	1.3747
epopenblas-omp4	ep_	4	0	espr2	U/x2/y1	128	5	1.7303	1.4593
epopenblas-omp4	ep_	4	0	espr2	U/x2/y1	256	5	1.7799	1.4846
epopenblas-omp4	ep_	4	0	espr2	U/x2/y1	512	5	1.8013	1.3318
epopenblas-omp4	ep_	4	0	espr2	U/x2/y1	1024	5	1.5005	1.3803
epopenblas-omp4	ep_	4	0	espr2	U/x2/y2	128	5	1.7309	1.4599
epopenblas-omp4	ep_	4	0	espr2	U/x2/y2	256	5	1.7683	1.4927
epopenblas-omp4	ep_	4	0	espr2	U/x2/y2	512	5	1.8039	1.5090
epopenblas-omp4	ep_	4	0	espr2	U/x2/y2	1024	5	1.6196	1.3752
epopenblas-omp4	ep_	4	0	espr2	U/x2/y-1	128	5	1.7303	1.4596
epopenblas-omp4	ep_	4	0	espr2	U/x2/y-1	256	5	1.7665	1.4927
epopenblas-omp4	ep_	4	0	espr2	U/x2/y-1	512	5	1.8041	1.5089
epopenblas-omp4	ep_	4	0	espr2	U/x2/y-1	1024	5	1.6203	1.3671
epopenblas-omp4	ep_	4	0	espr2	U/x-1/y1	128	5	1.7311	1.4591
epopenblas-omp4	ep_	4	0	espr2	U/x-1/y1	256	5	1.7678	1.4924
epopenblas-omp4	ep_	4	0	espr2	U/x-1/y1	512	5	1.8039	1.5072
epopenblas-omp4	ep_	4	0	espr2	U/x-1/y1	1024	5	1.5936	1.3793
epopenblas-omp4	ep_	4	0	espr2	U/x-1/y2	128	5	1.7321	1.4603
epopenblas-omp4	ep_	4	0	espr2	U/x-1/y2	256	5	1.7675	1.4928
epopenblas-omp4	ep_	4	0	espr2	U/x-1/y2	512	5	1.8011	1.5089
epopenblas-omp4	ep_	4	0	espr2	U/x-1/y2	1024	5	1.5925	1.3685
epopenblas-omp4	ep_	4	0	espr2	U/x-1/y-1	128	5	1.7302	1.4594
epopenblas-omp4	ep_	4	0	espr2	U/x-1/y-1	256	5	1.7687	1.4926
epopenblas-omp4	ep_	4	0	espr2	U/x-1/y-1	512	5	1.7853	1.4462
epopenblas-omp4	ep_	4	0	espr2	U/x-1/y-1	1024	5	1.6157	1.3709
epopenblas-omp4	ep_	4	0	espr2	L	128	5	1.7604	1.7285
epopenblas-omp4	ep_	4	0	espr2	L	256	5	1.2042	1.6967
epopenblas-omp4	ep_	4	0	espr2	L	512	5	1.5755	1.7688
epopenblas-omp4	ep_	4	0	espr2	L	1024	5	1.5613	1.6102
epopenblas-omp4	ep_	4	0	espr2	L/x1/y2	128	5	1.6639	1.7444
epopenblas-omp4	ep_	4	0	espr2	L/x1/y2	256	5	1.7790	1.7760
epopenblas-omp4	ep_	4	0	espr2	L/x1/y2	512	5	1.8013	1.7907
epopenblas-omp4	ep_	4	0	espr2	L/x1/y2	1024	5	1.6129	1.6108
epopenblas-omp4	ep_	4	0	espr2	L/x1/y-1	128	5	1.7276	1.7444
epopenblas-omp4	ep_	4	0	espr2	L/x1/y-1	256	5	1.7566	1.7873
epopenblas-omp4	ep_	4	0	espr2	L/x1/y-1	512	5	1.8037	1.8088
epopenblas-omp4	ep_	4	0	espr2	L/x1/y-1	1024	5	1.6189	1.6121
epopenblas-omp4	ep_	4	0	espr2	L/x2/y1	128	5	1.7282	1.7450
epopenblas-omp4	ep_	4	0	espr2	L/x2/y1	256	5	1.7584	1.7884
epopenblas-omp4	ep_	4	0	espr2	L/x2/y1	512	5	1.6800	1.7208
epopenblas-omp4	ep_	4	0	espr2	L/x2/y1	1024	5	1.6135	1.6205
epopenblas-omp4	ep_	4	0	espr2	L/x2/y2	128	5	1.7272	1.7445
epopenblas-omp4	ep_	4	0	espr2	L/x2/y2	256	5	1.7786	1.7882
epopenblas-omp4	ep_	4	0	espr2	L/x2/y2	512	5	1.8040	1.8060
epopenblas-omp4	ep_	4	0	espr2	L/x2/y2	1024	5	1.6115	1.6020
epopenblas-omp4	ep_	4	0	espr2	L/x2/y-1	128	5	1.6756	1.7444
epopenblas-omp4	ep_	4	0	espr2	L/x2/y-1	256	5	1.7788	1.7882
epopenblas-omp4	ep_	4	0	espr2	L/x2/y-1	512	5	1.8014	1.7894
epopenblas-omp4	ep_	4	0	espr2	L/x2/y-1	1024	5	1.5613	1.5627
epopenblas-omp4	ep_	4	0	espr2	L/x-1/y1	128	5	1.6506	1.6684
epopenblas-omp4	ep_	4	0	espr2	L/x-1/y1	256	5	1.7015	1.6912
epopenblas-omp4	ep_	4	0	espr2	L/x-1/y1	512	5	1.7253	1.7275
epopenblas-omp4	ep_	4	0	espr2	L/x-1/y1	1024	5	1.6106	1.6209
epopenblas-omp4	ep_	4	0	espr2	L/x-1/y2	128	5	1.7257	1.6776
epopenblas-omp4	ep_	4	0	espr2	L/x-1/y2	256	5	1.7789	1.7882
epopenblas-omp4	ep_	4	0	espr2	L/x-1/y2	512	5	1.8070	1.8062
epopenblas-omp4	ep_	4	0	espr2	L/x-1/y2	1024	5	1.6036	1.5895
epopenblas-omp4	ep_	4	0	espr2	L/x-1/y-1	128	5	1.7259	1.6929
epopenblas-omp4	ep_	4	0	espr2	L/x-1/y-1	256	5	1.7162	1.7883
epopenblas-omp4	ep_	4	0	espr2	L/x-1/y-1	512	5	1.8013	1.8089
epopenblas-omp4	ep_	4	0	espr2	L/x-1/y-1	1024	5	1.6159	1.6188
parallel-blas-omp1	par_	1	0	espr2	U	128	5	1.6819	1.3493
parallel-blas-omp1	par_	1	0	espr2	U	256	5	1.7652	1.6920
parallel-blas-omp1	par_	1	0	espr2	U	512	5	1.7062	1.9140
parallel-blas-omp1	par_	1	0	espr2	U	1024	5	1.5850	1.7401
parallel-blas-omp1	par_	1	0	espr2	U/x1/y2	128	5	1.6933	1.4307
parallel-blas-omp1	par_	1	0	espr2	U/x1/y2	256	5	1.7400	1.4527
parallel-blas-omp1	par_	1	0	espr2	U/x1/y2	512	5	1.8032	1.5070
parallel-blas-omp1	par_	1	0	espr2	U/x1/y2	1024	5	1.6006	1.3768
parallel-blas-omp1	par_	1	0	espr2	U/x1/y-1	128	5	1.7298	1.4627
parallel-blas-omp1	par_	1	0	espr2	U/x1/y-1	256	5	1.7781	1.4933
parallel-blas-omp1	par_	1	0	espr2	U/x1/y-1	512	5	1.8031	1.5071
parallel-blas-omp1	par_	1	0	espr2	U/x1/y-1	1024	5	1.6107	1.3754
parallel-blas-omp1	par_	1	0	espr2	U/x2/y1	128	5	1.7294	1.4629
parallel-blas-omp1	par_	1	0	espr2	U/x2/y1	256	5	1.7666	1.4935
parallel-blas-omp1	par_	1	0	espr2	U/x2/y1	512	5	1.7675	1.4827
parallel-blas-omp1	par_	1	0	espr2	U/x2/y1	1024	5	1.6035	1.3749
parallel-blas-omp1	par_	1	0	espr2	U/x2/y2	128	5	1.7314	1.4265
parallel-blas-omp1	par_	1	0	espr2	U/x2/y2	256	5	1.7784	1.4849
parallel-blas-omp1	par_	1	0	espr2	U/x2/y2	512	5	1.8034	1.5073
parallel-blas-omp1	par_	1	0	espr2	U/x2/y2	1024	5	1.6133	1.3781
parallel-blas-omp1	par_	1	0	espr2	U/x2/y-1	128	5	1.7306	1.4629
parallel-blas-omp1	par_	1	0	espr2	U/x2/y-1	256	5	1.7667	1.4933
parallel-blas-omp1	par_	1	0	espr2	U/x2/y-1	512	5	1.8001	1.5074
parallel-blas-omp1	par_	1	0	espr2	U/x2/y-1	1024	5	1.5965	1.3687
parallel-blas-omp1	par_	1	0	espr2	U/x-1/y1	128	5	1.5109	1.4282
parallel-blas-omp1	par_	1	0	espr2	U/x-1/y1	256	5	1.7780	1.4858
parallel-blas-omp1	par_	1	0	espr2	U/x-1/y1	512	5	1.7987	1.5073
parallel-blas-omp1	par_	1	0	espr2	U/x-1/y1	1024	5	1.6152	1.3785
parallel-blas-omp1	par_	1	0	espr2	U/x-1/y2	128	5	1.7293	1.4625
parallel-blas-omp1	par_	1	0	espr2	U/x-1/y2	256	5	1.6433	1.4935
parallel-blas-omp1	par_	1	0	espr2	U/x-1/y2	512	5	1.8006	1.5060
parallel-blas-omp1	par_	1	0	espr2	U/x-1/y2	1024	5	1.6085	1.3729
parallel-blas-omp1	par_	1	0	espr2	U/x-1/y-1	128	5	1.7304	1.4627
parallel-blas-omp1	par_	1	0	espr2	U/x-1/y-1	256	5	1.7674	1.4934
parallel-blas-omp1	par_	1	0	espr2	U/x-1/y-1	512	5	1.8006	1.5072
parallel-blas-omp1	par_	1	0	espr2	U/x-1/y-1	1024	5	1.6093	1.3782
parallel-blas-omp1	par_	1	0	espr2	L	128	5	1.6640	1.7346
parallel-blas-omp1	par_	1	0	espr2	L	256	5	1.7556	1.7794
parallel-blas-omp1	par_	1	0	espr2	L	512	5	1.7936	1.8040
parallel-blas-omp1	par_	1	0	espr2	L	1024	5	1.6117	1.6229
parallel-blas-omp1	par_	1	0	espr2	L/x1/y2	128	5	1.7262	1.7444
parallel-blas-omp1	par_	1	0	espr2	L/x1/y2	256	5	1.7546	1.7884
parallel-blas-omp1	par_	1	0	espr2	L/x1/y2	512	5	1.8026	1.7718
parallel-blas-omp1	par_	1	0	espr2	L/x1/y2	1024	5	1.4990	1.6124
parallel-blas-omp1	par_	1	0	espr2	L/x1/y-1	128	5	1.7246	1.7469
parallel-blas-omp1	par_	1	0	espr2	L/x1/y-1	256	5	1.7763	1.7884
parallel-blas-omp1	par_	1	0	espr2	L/x1/y-1	512	5	1.8023	1.8089
parallel-blas-omp1	par_	1	0	espr2	L/x1/y-1	1024	5	1.6169	1.6209
parallel-blas-omp1	par_	1	0	espr2	L/x2/y1	128	5	1.7274	1.7452
parallel-blas-omp1	par_	1	0	espr2	L/x2/y1	256	5	1.7493	1.7882
parallel-blas-omp1	par_	1	0	espr2	L/x2/y1	512	5	1.8027	1.8089
parallel-blas-omp1	par_	1	0	espr2	L/x2/y1	1024	5	1.6094	1.5947
parallel-blas-omp1	par_	1	0	espr2	L/x2/y2	128	5	1.7262	1.7440
parallel-blas-omp1	par_	1	0	espr2	L/x2/y2	256	5	1.7547	1.7877
parallel-blas-omp1	par_	1	0	espr2	L/x2/y2	512	5	1.8025	1.8116
parallel-blas-omp1	par_	1	0	espr2	L/x2/y2	1024	5	1.5505	1.5624
parallel-blas-omp1	par_	1	0	espr2	L/x2/y-1	128	5	1.6197	1.7070
parallel-blas-omp1	par_	1	0	espr2	L/x2/y-1	256	5	1.7769	1.7772
parallel-blas-omp1	par_	1	0	espr2	L/x2/y-1	512	5	1.7996	1.8057
parallel-blas-omp1	par_	1	0	espr2	L/x2/y-1	1024	5	1.5845	1.5894
parallel-blas-omp1	par_	1	0	espr2	L/x-1/y1	128	5	1.6881	1.7055
parallel-blas-omp1	par_	1	0	espr2	L/x-1/y1	256	5	1.7381	1.7373
parallel-blas-omp1	par_	1	0	espr2	L/x-1/y1	512	5	1.7635	1.7518
parallel-blas-omp1	par_	1	0	espr2	L/x-1/y1	1024	5	1.6184	1.6159
parallel-blas-omp1	par_	1	0	espr2	L/x-1/y2	128	5	1.7257	1.7447
parallel-blas-omp1	par_	1	0	espr2	L/x-1/y2	256	5	1.7554	1.7881
parallel-blas-omp1	par_	1	0	espr2	L/x-1/y2	512	5	1.7999	1.8089
parallel-blas-omp1	par_	1	0	espr2	L/x-1/y2	1024	5	1.4215	1.6155
parallel-blas-omp1	par_	1	0	espr2	L/x-1/y-1	128	5	1.7255	1.7438
parallel-blas-omp1	par_	1	0	espr2	L/x-1/y-1	256	5	1.7532	1.7882
parallel-blas-omp1	par_	1	0	espr2	L/x-1/y-1	512	5	1.7997	1.8090
parallel-blas-omp1	par_	1	0	espr2	L/x-1/y-1	1024	5	1.6122	1.6191
parallel-blas-omp4	par_	4	0	espr2	U	128	5	0.5068	1.9152
parallel-blas-omp4	par_	4	0	espr2	U	256	5	1.2143	1.6999
parallel-blas-omp4	par_	4	0	espr2	U	512	5	1.5506	1.9193
parallel-blas-omp4	par_	4	0	espr2	U	1024	5	1.5436	1.7390
parallel-blas-omp4	par_	4	0	espr2	U/x1/y2	128	5	1.6916	1.4306
parallel-blas-omp4	par_	4	0	espr2	U/x1/y2	256	5	1.7396	1.4523
parallel-blas-omp4	par_	4	0	espr2	U/x1/y2	512	5	1.7638	1.4740
parallel-blas-omp4	par_	4	0	espr2	U/x1/y2	1024	5	1.6096	1.3744
parallel-blas-omp4	par_	4	0	espr2	U/x1/y-1	128	5	1.7279	1.4247
parallel-blas-omp4	par_	4	0	espr2	U/x1/y-1	256	5	1.7781	1.4847
