target	routine	key	size	iters	overlay_GFs	migrated_GFs	ratio
kind10	ytrmv	LCN	128	20	2.9408	2.8932	1.016
kind10	ytrmv	LCN	256	20	2.7304	2.7341	0.999
kind10	ytrmv	LCN	512	20	2.9952	2.9659	1.010
kind10	ytrmv	LCN	1024	20	2.4043	2.4467	0.983
kind10	ytrsm	LUNN	64	10	1.7597	1.6656	1.057
kind10	ytrsm	LUNN	128	10	2.2742	1.7868	1.273
kind10	ytrsm	LUNN	256	10	2.4608	1.8583	1.324
kind10	ytrsm	LUNN	512	10	0.6216	0.5656	1.099
kind10	ytrsm	LUTN	64	10	2.9663	3.1018	0.956
kind10	ytrsm	LUTN	128	10	3.0623	3.1293	0.979
kind10	ytrsm	LUTN	256	10	3.1001	3.2340	0.959
kind10	ytrsm	LUTN	512	10	0.5656	0.5870	0.964
kind10	ytrsm	LUCN	64	10	2.7858	2.8011	0.995
kind10	ytrsm	LUCN	128	10	2.8378	2.8128	1.009
kind10	ytrsm	LUCN	256	10	2.8716	2.9113	0.986
kind10	ytrsm	LUCN	512	10	0.5574	0.5755	0.968
kind10	ytrsm	LLNN	64	10	1.9572	1.7979	1.089
kind10	ytrsm	LLNN	128	10	2.2670	1.8387	1.233
kind10	ytrsm	LLNN	256	10	2.4539	1.8498	1.327
kind10	ytrsm	LLNN	512	10	0.4326	0.4085	1.059
kind10	ytrsm	LLTN	64	10	2.9726	2.9975	0.992
kind10	ytrsm	LLTN	128	10	3.0705	3.0837	0.996
kind10	ytrsm	LLTN	256	10	3.1322	3.1485	0.995
kind10	ytrsm	LLTN	512	10	0.1501	0.1365	1.100
kind10	ytrsm	LLCN	64	10	2.7641	2.7680	0.999
kind10	ytrsm	LLCN	128	10	2.7846	2.8485	0.978
kind10	ytrsm	LLCN	256	10	2.8845	2.9170	0.989
kind10	ytrsm	LLCN	512	10	0.1495	0.1360	1.099
kind10	ytrsm	RUNN	64	10	2.0364	2.0379	0.999
kind10	ytrsm	RUNN	128	10	2.0655	2.0834	0.991
kind10	ytrsm	RUNN	256	10	2.1044	2.1060	0.999
kind10	ytrsm	RUNN	512	10	0.5395	0.5396	1.000
kind10	ytrsm	RUTN	64	10	2.0170	2.0063	1.005
kind10	ytrsm	RUTN	128	10	2.0670	2.0666	1.000
kind10	ytrsm	RUTN	256	10	2.1088	2.1047	1.002
kind10	ytrsm	RUTN	512	10	0.5814	0.5826	0.998
kind10	ytrsm	RUCN	64	10	1.9907	1.9318	1.030
kind10	ytrsm	RUCN	128	10	2.0815	2.0448	1.018
kind10	ytrsm	RUCN	256	10	2.1116	2.0930	1.009
kind10	ytrsm	RUCN	512	10	0.5823	0.5831	0.999
kind10	ytrsm	RLNN	64	10	2.0562	2.0498	1.003
kind10	ytrsm	RLNN	128	10	2.0629	2.0518	1.005
kind10	ytrsm	RLNN	256	10	2.1092	2.1022	1.003
kind10	ytrsm	RLNN	512	10	0.1332	0.1334	0.999
kind10	ytrsm	RLTN	64	10	2.0479	2.0065	1.021
kind10	ytrsm	RLTN	128	10	2.0785	2.0699	1.004
kind10	ytrsm	RLTN	256	10	2.1101	2.1042	1.003
kind10	ytrsm	RLTN	512	10	0.4165	0.4168	0.999
kind10	ytrsm	RLCN	64	10	2.0419	2.0067	1.018
kind10	ytrsm	RLCN	128	10	2.0776	2.0610	1.008
kind10	ytrsm	RLCN	256	10	2.0981	2.1044	0.997
kind10	ytrsm	RLCN	512	10	0.4155	0.4165	0.998
kind10	ytrsv	UNN	128	20	1.8749	2.0581	0.911
kind10	ytrsv	UNN	256	20	1.8786	1.9643	0.956
kind10	ytrsv	UNN	512	20	0.5897	0.5918	0.996
kind10	ytrsv	UNN	1024	20	0.0377	0.0378	0.998
kind10	ytrsv	UTN	128	20	2.6936	3.1567	0.853
kind10	ytrsv	UTN	256	20	2.6992	3.2631	0.827
kind10	ytrsv	UTN	512	20	0.5611	0.5810	0.966
kind10	ytrsv	UTN	1024	20	0.0383	0.0385	0.997
kind10	ytrsv	UCN	128	20	2.7818	2.7943	0.996
kind10	ytrsv	UCN	256	20	2.8910	2.9347	0.985
kind10	ytrsv	UCN	512	20	0.5656	0.5717	0.989
kind10	ytrsv	UCN	1024	20	0.0386	0.0385	1.001
kind10	ytrsv	LNN	128	20	2.0437	2.0466	0.999
kind10	ytrsv	LNN	256	20	2.0859	2.0961	0.995
kind10	ytrsv	LNN	512	20	0.4187	0.4199	0.997
kind10	ytrsv	LNN	1024	20	0.0371	0.0369	1.006
kind10	ytrsv	LTN	128	20	2.9029	2.7298	1.063
kind10	ytrsv	LTN	256	20	2.9569	3.0812	0.960
kind10	ytrsv	LTN	512	20	0.1366	0.4695	0.291
kind10	ytrsv	LTN	1024	20	0.0268	0.0364	0.736
kind10	ytrsv	LCN	128	20	2.8105	2.7602	1.018
kind10	ytrsv	LCN	256	20	2.8592	2.8529	1.002
kind10	ytrsv	LCN	512	20	0.1282	0.4093	0.313
kind10	ytrsv	LCN	1024	20	0.0262	0.0362	0.724
kind16	iqamax	-	64	200	0.1738	0.1705	1.019
kind16	iqamax	-	128	200	0.1788	0.1384	1.291
kind16	iqamax	-	256	200	0.1790	0.1726	1.037
kind16	iqamax	-	512	200	0.1621	0.1617	1.002
kind16	iqamax	-	1024	200	0.1702	0.1644	1.035
kind16	iqamax	-	2048	200	0.1682	0.1517	1.109
kind16	iqamax	-	4096	200	0.1130	0.1639	0.689
kind16	iqamax	-	16384	200	0.1466	0.1699	0.863
kind16	iqamax	-	65536	200	0.1601	0.1459	1.098
kind16	ixamax	-	64	200	0.0438	0.0404	1.084
kind16	ixamax	-	128	200	0.0171	0.0398	0.430
kind16	ixamax	-	256	200	0.0406	0.0382	1.063
kind16	ixamax	-	512	200	0.0397	0.0377	1.053
kind16	ixamax	-	1024	200	0.0394	0.0371	1.063
kind16	ixamax	-	2048	200	0.0747	0.0936	0.799
kind16	ixamax	-	4096	200	0.1020	0.0866	1.178
kind16	ixamax	-	16384	200	0.0989	0.0936	1.057
kind16	ixamax	-	65536	200	0.1010	0.0944	1.069
kind16	qasum	-	64	200	0.0892	0.0888	1.005
kind16	qasum	-	128	200	0.0896	0.0773	1.159
kind16	qasum	-	256	200	0.0890	0.0791	1.125
kind16	qasum	-	512	200	0.0861	0.0816	1.056
kind16	qasum	-	1024	200	0.0860	0.0832	1.033
kind16	qasum	-	2048	200	0.0872	0.0852	1.024
kind16	qasum	-	4096	200	0.0892	0.0871	1.024
kind16	qasum	-	16384	200	0.0849	0.0744	1.142
kind16	qasum	-	65536	200	0.0810	0.0843	0.961
kind16	qaxpy	-	64	200	0.0864	0.0866	0.997
kind16	qaxpy	-	128	200	0.0695	0.0777	0.894
kind16	qaxpy	-	256	200	0.0537	0.0613	0.877
kind16	qaxpy	-	512	200	0.0774	0.0791	0.978
kind16	qaxpy	-	1024	200	0.0624	0.0765	0.815
kind16	qaxpy	-	2048	200	0.0764	0.0797	0.959
kind16	qaxpy	-	4096	200	0.0766	0.0678	1.131
kind16	qaxpy	-	16384	200	0.0688	0.0689	0.999
kind16	qaxpy	-	65536	200	0.0727	0.0713	1.020
kind16	qcopy	-	64	200	123.1509	88.7732	1.387
kind16	qcopy	-	128	200	137.3575	91.1438	1.507
kind16	qcopy	-	256	200	136.6928	92.3823	1.480
kind16	qcopy	-	512	200	140.2199	93.2525	1.504
kind16	qcopy	-	1024	200	85.6792	65.1905	1.314
kind16	qcopy	-	2048	200	59.5287	52.8454	1.126
kind16	qcopy	-	4096	200	49.1021	50.5803	0.971
kind16	qcopy	-	16384	200	30.0691	24.2164	1.242
kind16	qcopy	-	65536	200	34.5874	30.8294	1.122
kind16	qdot	-	64	200	0.0777	0.0815	0.954
kind16	qdot	-	128	200	0.0792	0.0810	0.978
kind16	qdot	-	256	200	0.0798	0.0800	0.998
kind16	qdot	-	512	200	0.0764	0.0758	1.007
kind16	qdot	-	1024	200	0.0723	0.0527	1.372
kind16	qdot	-	2048	200	0.0673	0.0634	1.061
kind16	qdot	-	4096	200	0.0579	0.0635	0.912
kind16	qdot	-	16384	200	0.0623	0.0662	0.941
kind16	qdot	-	65536	200	0.0628	0.0633	0.991
kind16	qgbmv	N	128	20	0.0606	0.0606	0.999
kind16	qgbmv	N	256	20	0.0571	0.0491	1.163
kind16	qgbmv	N	512	20	0.0480	0.0547	0.878
kind16	qgbmv	N	1024	20	0.0536	0.0592	0.906
kind16	qgbmv	T	128	20	0.0633	0.0637	0.993
kind16	qgbmv	T	256	20	0.0613	0.0631	0.972
kind16	qgbmv	T	512	20	0.0610	0.0533	1.145
kind16	qgbmv	T	1024	20	0.0575	0.0564	1.018
kind16	qgemm	NN	64	10	0.0591	0.0561	1.053
kind16	qgemm	NN	128	10	0.0561	0.0553	1.014
kind16	qgemm	NN	256	10	0.0586	0.0580	1.011
kind16	qgemm	NN	512	10	0.0639	0.0636	1.004
kind16	qgemm	TN	64	10	0.0634	0.0638	0.995
kind16	qgemm	TN	128	10	0.0632	0.0641	0.985
kind16	qgemm	TN	256	10	0.0633	0.0639	0.990
kind16	qgemm	TN	512	10	0.0642	0.0648	0.990
kind16	qgemm	NT	64	10	0.0637	0.0627	1.015
kind16	qgemm	NT	128	10	0.0631	0.0638	0.990
kind16	qgemm	NT	256	10	0.0641	0.0640	1.001
kind16	qgemm	NT	512	10	0.0638	0.0638	1.000
kind16	qgemm	TT	64	10	0.0627	0.0638	0.984
kind16	qgemm	TT	128	10	0.0592	0.0597	0.992
kind16	qgemm	TT	256	10	0.0529	0.0531	0.996
kind16	qgemm	TT	512	10	0.0524	0.0530	0.988
kind16	qgemmtr	UNN	64	10	0.0614	0.0611	1.005
kind16	qgemmtr	UNN	128	10	0.0631	0.0625	1.010
kind16	qgemmtr	UNN	256	10	0.0631	0.0630	1.002
kind16	qgemmtr	UNN	512	10	0.0636	0.0633	1.004
kind16	qgemmtr	UTN	64	10	0.0624	0.0623	1.002
kind16	qgemmtr	UTN	128	10	0.0634	0.0630	1.006
kind16	qgemmtr	UTN	256	10	0.0622	0.0632	0.984
kind16	qgemmtr	UTN	512	10	0.0645	0.0638	1.010
kind16	qgemmtr	UNT	64	10	0.0623	0.0610	1.022
kind16	qgemmtr	UNT	128	10	0.0628	0.0596	1.054
kind16	qgemmtr	UNT	256	10	0.0640	0.0624	1.025
kind16	qgemmtr	UNT	512	10	0.0638	0.0627	1.017
kind16	qgemmtr	LNN	64	10	0.0618	0.0613	1.009
kind16	qgemmtr	LNN	128	10	0.0634	0.0625	1.013
kind16	qgemmtr	LNN	256	10	0.0632	0.0635	0.994
kind16	qgemmtr	LNN	512	10	0.0636	0.0633	1.004
kind16	qgemmtr	LTN	64	10	0.0611	0.0621	0.984
kind16	qgemmtr	LTN	128	10	0.0637	0.0631	1.009
kind16	qgemmtr	LTN	256	10	0.0634	0.0631	1.006
kind16	qgemmtr	LTN	512	10	0.0645	0.0640	1.009
kind16	qgemmtr	LNT	64	10	0.0623	0.0601	1.035
kind16	qgemmtr	LNT	128	10	0.0636	0.0620	1.025
kind16	qgemmtr	LNT	256	10	0.0640	0.0625	1.024
kind16	qgemmtr	LNT	512	10	0.0638	0.0626	1.019
kind16	qgemv	N	128	20	0.0612	0.0600	1.019
kind16	qgemv	N	256	20	0.0641	0.0628	1.019
kind16	qgemv	N	512	20	0.0640	0.0635	1.009
kind16	qgemv	N	1024	20	0.0643	0.0635	1.013
kind16	qgemv	N	2048	20	0.0643	0.0637	1.010
kind16	qgemv	T	128	20	0.0644	0.0639	1.009
kind16	qgemv	T	256	20	0.0643	0.0641	1.002
kind16	qgemv	T	512	20	0.0649	0.0645	1.005
kind16	qgemv	T	1024	20	0.0641	0.0650	0.987
kind16	qgemv	T	2048	20	0.0660	0.0649	1.016
kind16	qger	-	128	20	0.0570	0.0573	0.994
kind16	qger	-	256	20	0.0597	0.0601	0.993
kind16	qger	-	512	20	0.0603	0.0610	0.989
kind16	qger	-	1024	20	0.0602	0.0602	0.999
kind16	qrot	-	64	200	0.0725	0.0736	0.984
kind16	qrot	-	128	200	0.0713	0.0728	0.981
kind16	qrot	-	256	200	0.0727	0.0736	0.988
kind16	qrot	-	512	200	0.0715	0.0753	0.950
kind16	qrot	-	1024	200	0.0743	0.0735	1.012
kind16	qrot	-	2048	200	0.0715	0.0723	0.989
kind16	qrot	-	4096	200	0.0729	0.0735	0.992
kind16	qrot	-	16384	200	0.0728	0.0688	1.057
kind16	qrot	-	65536	200	0.0728	0.0727	1.002
kind16	qrotg	-	100000	100000	0.0232	0.0226	1.030
kind16	qrotm	-	64	200	0.0533	0.0519	1.027
kind16	qrotm	-	128	200	0.0518	0.0505	1.027
kind16	qrotm	-	256	200	0.0512	0.0510	1.003
kind16	qrotm	-	512	200	0.0510	0.0513	0.994
kind16	qrotm	-	1024	200	0.0523	0.0522	1.001
kind16	qrotm	-	2048	200	0.0520	0.0518	1.005
kind16	qrotm	-	4096	200	0.0525	0.0525	1.000
kind16	qrotm	-	16384	200	0.0520	0.0521	0.998
kind16	qrotm	-	65536	200	0.0522	0.0518	1.008
kind16	qrotmg	-	100000	100000	0.0696	0.0726	0.959
kind16	qsbmv	U	128	20	0.0599	0.0600	0.998
kind16	qsbmv	U	256	20	0.0594	0.0582	1.020
kind16	qsbmv	U	512	20	0.0582	0.0580	1.003
kind16	qsbmv	U	1024	20	0.0575	0.0573	1.003
kind16	qsbmv	L	128	20	0.0605	0.0606	0.999
kind16	qsbmv	L	256	20	0.0585	0.0587	0.997
kind16	qsbmv	L	512	20	0.0572	0.0582	0.984
kind16	qsbmv	L	1024	20	0.0590	0.0591	0.999
kind16	qscal	-	64	200	0.0826	0.0826	1.000
kind16	qscal	-	128	200	0.0646	0.0810	0.798
kind16	qscal	-	256	200	0.0768	0.0785	0.979
kind16	qscal	-	512	200	0.0783	0.0766	1.021
kind16	qscal	-	1024	200	0.0772	0.0795	0.972
kind16	qscal	-	2048	200	0.0762	0.0771	0.989
kind16	qscal	-	4096	200	0.0772	0.0799	0.966
kind16	qscal	-	16384	200	0.0787	0.0793	0.992
kind16	qscal	-	65536	200	0.0801	0.0800	1.001
kind16	qspmv	U	128	20	0.0611	0.0605	1.009
kind16	qspmv	U	256	20	0.0636	0.0634	1.004
kind16	qspmv	U	512	20	0.0660	0.0656	1.006
kind16	qspmv	U	1024	20	0.0668	0.0665	1.005
kind16	qspmv	L	128	20	0.0640	0.0640	1.000
kind16	qspmv	L	256	20	0.0654	0.0653	1.001
kind16	qspmv	L	512	20	0.0661	0.0662	0.998
kind16	qspmv	L	1024	20	0.0670	0.0654	1.025
kind16	qspr	U	128	20	0.0580	0.0570	1.018
kind16	qspr	U	256	20	0.0584	0.0585	0.999
kind16	qspr	U	512	20	0.0606	0.0611	0.991
kind16	qspr	U	1024	20	0.0609	0.0605	1.006
kind16	qspr	L	128	20	0.0599	0.0599	0.999
kind16	qspr	L	256	20	0.0599	0.0607	0.986
kind16	qspr	L	512	20	0.0607	0.0613	0.991
kind16	qspr	L	1024	20	0.0599	0.0606	0.989
kind16	qswap	-	64	200	94.2368	94.5303	0.997
kind16	qswap	-	128	200	93.3030	95.2060	0.980
kind16	qswap	-	256	200	93.0275	93.4573	0.995
kind16	qswap	-	512	200	92.0204	93.2499	0.987
kind16	qswap	-	1024	200	53.5628	64.4063	0.832
kind16	qswap	-	2048	200	47.4382	53.0986	0.893
kind16	qswap	-	4096	200	49.0837	47.0022	1.044
kind16	qswap	-	16384	200	36.2183	36.5000	0.992
kind16	qswap	-	65536	200	37.3762	38.4905	0.971
kind16	qsymm	LU	64	10	0.0605	0.0626	0.965
kind16	qsymm	LU	128	10	0.0619	0.0641	0.967
kind16	qsymm	LU	256	10	0.0604	0.0652	0.927
kind16	qsymm	LU	512	10	0.0604	0.0660	0.916
kind16	qsymm	LL	64	10	0.0622	0.0620	1.003
kind16	qsymm	LL	128	10	0.0619	0.0638	0.971
kind16	qsymm	LL	256	10	0.0602	0.0646	0.933
kind16	qsymm	LL	512	10	0.0604	0.0655	0.922
kind16	qsymm	RU	64	10	0.0635	0.0634	1.003
kind16	qsymm	RU	128	10	0.0643	0.0642	1.002
kind16	qsymm	RU	256	10	0.0641	0.0638	1.004
kind16	qsymm	RU	512	10	0.0637	0.0635	1.004
kind16	qsymm	RL	64	10	0.0637	0.0629	1.013
kind16	qsymm	RL	128	10	0.0647	0.0642	1.007
kind16	qsymm	RL	256	10	0.0642	0.0639	1.005
kind16	qsymm	RL	512	10	0.0641	0.0636	1.008
kind16	qsymv	U	128	20	0.0605	0.0610	0.991
kind16	qsymv	U	256	20	0.0615	0.0639	0.962
kind16	qsymv	U	512	20	0.0660	0.0663	0.995
kind16	qsymv	U	1024	20	0.0669	0.0664	1.008
kind16	qsymv	L	128	20	0.0636	0.0645	0.987
kind16	qsymv	L	256	20	0.0654	0.0645	1.014
kind16	qsymv	L	512	20	0.0657	0.0662	0.992
kind16	qsymv	L	1024	20	0.0651	0.0669	0.973
kind16	qsyr	U	128	20	0.0564	0.0577	0.978
kind16	qsyr	U	256	20	0.0588	0.0611	0.963
kind16	qsyr	U	512	20	0.0598	0.0609	0.983
kind16	qsyr	U	1024	20	0.0593	0.0595	0.998
kind16	qsyr	L	128	20	0.0584	0.0592	0.986
kind16	qsyr	L	256	20	0.0581	0.0584	0.995
kind16	qsyr	L	512	20	0.0599	0.0597	1.003
kind16	qsyr	L	1024	20	0.0582	0.0582	1.001
kind16	qsyrk	UN	64	10	0.0614	0.0608	1.010
kind16	qsyrk	UN	128	10	0.0631	0.0633	0.998
kind16	qsyrk	UN	256	10	0.0637	0.0632	1.008
kind16	qsyrk	UN	512	10	0.0638	0.0634	1.006
kind16	qsyrk	UT	64	10	0.0616	0.0627	0.983
kind16	qsyrk	UT	128	10	0.0640	0.0640	1.000
kind16	qsyrk	UT	256	10	0.0644	0.0643	1.001
kind16	qsyrk	UT	512	10	0.0649	0.0648	1.002
kind16	qsyrk	LN	64	10	0.0620	0.0624	0.994
kind16	qsyrk	LN	128	10	0.0635	0.0636	0.998
kind16	qsyrk	LN	256	10	0.0636	0.0640	0.994
kind16	qsyrk	LN	512	10	0.0639	0.0640	0.999
kind16	qsyrk	LT	64	10	0.0630	0.0628	1.003
kind16	qsyrk	LT	128	10	0.0639	0.0640	0.997
kind16	qsyrk	LT	256	10	0.0644	0.0639	1.007
kind16	qsyrk	LT	512	10	0.0650	0.0650	1.000
kind16	qtbmv	UNN	128	20	0.0671	0.0687	0.977
kind16	qtbmv	UNN	256	20	0.0654	0.0635	1.030
kind16	qtbmv	UNN	512	20	0.0631	0.0617	1.022
kind16	qtbmv	UNN	1024	20	0.0623	0.0638	0.977
kind16	qtbmv	UTN	128	20	0.0707	0.0704	1.004
kind16	qtbmv	UTN	256	20	0.0658	0.0654	1.007
kind16	qtbmv	UTN	512	20	0.0637	0.0634	1.004
kind16	qtbmv	UTN	1024	20	0.0630	0.0627	1.005
kind16	qtbmv	LNN	128	20	0.0701	0.0694	1.009
kind16	qtbmv	LNN	256	20	0.0655	0.0652	1.004
kind16	qtbmv	LNN	512	20	0.0640	0.0637	1.005
kind16	qtbmv	LNN	1024	20	0.0632	0.0628	1.007
kind16	qtbmv	LTN	128	20	0.0711	0.0705	1.009
kind16	qtbmv	LTN	256	20	0.0668	0.0678	0.986
kind16	qtbmv	LTN	512	20	0.0654	0.0651	1.006
kind16	qtbmv	LTN	1024	20	0.0645	0.0642	1.005
kind16	qtbsv	UNN	128	20	0.0509	0.0513	0.991
kind16	qtbsv	UNN	256	20	0.0499	0.0494	1.010
kind16	qtbsv	UNN	512	20	0.0485	0.0486	0.999
kind16	qtbsv	UNN	1024	20	0.0667	0.0683	0.977
kind16	qtbsv	UTN	128	20	0.0544	0.0533	1.020
kind16	qtbsv	UTN	256	20	0.0516	0.0510	1.012
kind16	qtbsv	UTN	512	20	0.0504	0.0498	1.012
kind16	qtbsv	UTN	1024	20	0.0664	0.0659	1.008
kind16	qtbsv	LNN	128	20	0.0526	0.0537	0.980
kind16	qtbsv	LNN	256	20	0.0503	0.0514	0.979
kind16	qtbsv	LNN	512	20	0.0497	0.0506	0.982
kind16	qtbsv	LNN	1024	20	0.0654	0.0663	0.986
kind16	qtbsv	LTN	128	20	0.0533	0.0520	1.024
kind16	qtbsv	LTN	256	20	0.0517	0.0528	0.980
kind16	qtbsv	LTN	512	20	0.0510	0.0518	0.985
kind16	qtbsv	LTN	1024	20	0.0661	0.0661	1.000
kind16	qtpmv	UNN	128	20	0.0643	0.0647	0.994
kind16	qtpmv	UNN	256	20	0.0678	0.0686	0.989
kind16	qtpmv	UNN	512	20	0.0680	0.0700	0.972
kind16	qtpmv	UNN	1024	20	0.0705	0.0714	0.987
kind16	qtpmv	UTN	128	20	0.0648	0.0643	1.008
kind16	qtpmv	UTN	256	20	0.0641	0.0633	1.013
kind16	qtpmv	UTN	512	20	0.0645	0.0641	1.007
kind16	qtpmv	UTN	1024	20	0.0645	0.0647	0.996
kind16	qtpmv	LNN	128	20	0.0681	0.0683	0.998
kind16	qtpmv	LNN	256	20	0.0690	0.0690	0.999
kind16	qtpmv	LNN	512	20	0.0699	0.0692	1.010
kind16	qtpmv	LNN	1024	20	0.0709	0.0712	0.995
kind16	qtpmv	LTN	128	20	0.0653	0.0646	1.011
kind16	qtpmv	LTN	256	20	0.0648	0.0643	1.007
kind16	qtpmv	LTN	512	20	0.0649	0.0646	1.004
kind16	qtpmv	LTN	1024	20	0.0651	0.0652	0.998
kind16	qtpsv	UNN	128	20	0.0513	0.0511	1.004
kind16	qtpsv	UNN	256	20	0.0537	0.0543	0.989
kind16	qtpsv	UNN	512	20	0.0556	0.0549	1.013
kind16	qtpsv	UNN	1024	20	0.0567	0.0598	0.949
kind16	qtpsv	UTN	128	20	0.0525	0.0530	0.990
kind16	qtpsv	UTN	256	20	0.0528	0.0535	0.986
kind16	qtpsv	UTN	512	20	0.0524	0.0531	0.987
kind16	qtpsv	UTN	1024	20	0.0574	0.0579	0.991
kind16	qtpsv	LNN	128	20	0.0541	0.0536	1.010
kind16	qtpsv	LNN	256	20	0.0553	0.0548	1.009
kind16	qtpsv	LNN	512	20	0.0556	0.0555	1.002
kind16	qtpsv	LNN	1024	20	0.0615	0.0612	1.006
kind16	qtpsv	LTN	128	20	0.0534	0.0537	0.996
kind16	qtpsv	LTN	256	20	0.0524	0.0527	0.993
kind16	qtpsv	LTN	512	20	0.0528	0.0521	1.014
kind16	qtpsv	LTN	1024	20	0.0556	0.0580	0.958
kind16	qtrmm	LUNN	64	10	0.0603	0.0604	0.998
kind16	qtrmm	LUNN	128	10	0.0631	0.0625	1.010
kind16	qtrmm	LUNN	256	10	0.0641	0.0632	1.014
kind16	qtrmm	LUNN	512	10	0.0642	0.0631	1.017
kind16	qtrmm	LUTN	64	10	0.0637	0.0637	1.000
kind16	qtrmm	LUTN	128	10	0.0641	0.0642	0.999
kind16	qtrmm	LUTN	256	10	0.0640	0.0640	0.999
kind16	qtrmm	LUTN	512	10	0.0642	0.0643	1.000
kind16	qtrmm	LLNN	64	10	0.0607	0.0613	0.990
kind16	qtrmm	LLNN	128	10	0.0630	0.0626	1.006
kind16	qtrmm	LLNN	256	10	0.0636	0.0637	0.998
kind16	qtrmm	LLNN	512	10	0.0642	0.0637	1.007
kind16	qtrmm	LLTN	64	10	0.0636	0.0632	1.006
kind16	qtrmm	LLTN	128	10	0.0641	0.0638	1.004
kind16	qtrmm	LLTN	256	10	0.0638	0.0633	1.008
kind16	qtrmm	LLTN	512	10	0.0643	0.0636	1.011
kind16	qtrmm	RUNN	64	10	0.0614	0.0622	0.986
kind16	qtrmm	RUNN	128	10	0.0630	0.0637	0.989
kind16	qtrmm	RUNN	256	10	0.0638	0.0641	0.996
kind16	qtrmm	RUNN	512	10	0.0637	0.0646	0.986
kind16	qtrmm	RUTN	64	10	0.0623	0.0617	1.009
kind16	qtrmm	RUTN	128	10	0.0635	0.0635	0.999
kind16	qtrmm	RUTN	256	10	0.0645	0.0644	1.002
kind16	qtrmm	RUTN	512	10	0.0645	0.0643	1.004
kind16	qtrmm	RLNN	64	10	0.0612	0.0609	1.005
kind16	qtrmm	RLNN	128	10	0.0633	0.0632	1.001
kind16	qtrmm	RLNN	256	10	0.0640	0.0638	1.002
kind16	qtrmm	RLNN	512	10	0.0642	0.0645	0.996
kind16	qtrmm	RLTN	64	10	0.0612	0.0616	0.994
kind16	qtrmm	RLTN	128	10	0.0628	0.0636	0.988
kind16	qtrmm	RLTN	256	10	0.0636	0.0645	0.986
kind16	qtrmm	RLTN	512	10	0.0636	0.0644	0.988
kind16	qtrmv	UNN	128	20	0.0635	0.0639	0.993
kind16	qtrmv	UNN	256	20	0.0654	0.0663	0.987
kind16	qtrmv	UNN	512	20	0.0690	0.0706	0.977
kind16	qtrmv	UNN	1024	20	0.0712	0.0714	0.997
kind16	qtrmv	UTN	128	20	0.0643	0.0644	0.999
kind16	qtrmv	UTN	256	20	0.0641	0.0645	0.993
kind16	qtrmv	UTN	512	20	0.0637	0.0620	1.028
kind16	qtrmv	UTN	1024	20	0.0647	0.0647	0.999
kind16	qtrmv	LNN	128	20	0.0678	0.0685	0.990
kind16	qtrmv	LNN	256	20	0.0688	0.0691	0.996
kind16	qtrmv	LNN	512	20	0.0698	0.0695	1.004
kind16	qtrmv	LNN	1024	20	0.0711	0.0714	0.996
kind16	qtrmv	LTN	128	20	0.0629	0.0615	1.023
kind16	qtrmv	LTN	256	20	0.0634	0.0650	0.975
kind16	qtrmv	LTN	512	20	0.0644	0.0638	1.010
kind16	qtrmv	LTN	1024	20	0.0654	0.0648	1.009
kind16	qtrsm	LUNN	64	10	0.0510	0.0511	0.998
kind16	qtrsm	LUNN	128	10	0.0535	0.0531	1.007
kind16	qtrsm	LUNN	256	10	0.0557	0.0548	1.017
kind16	qtrsm	LUNN	512	10	0.0554	0.0547	1.013
kind16	qtrsm	LUTN	64	10	0.0523	0.0521	1.005
kind16	qtrsm	LUTN	128	10	0.0526	0.0524	1.004
kind16	qtrsm	LUTN	256	10	0.0529	0.0521	1.014
kind16	qtrsm	LUTN	512	10	0.0528	0.0524	1.008
kind16	qtrsm	LLNN	64	10	0.0517	0.0516	1.001
kind16	qtrsm	LLNN	128	10	0.0532	0.0535	0.995
kind16	qtrsm	LLNN	256	10	0.0554	0.0555	0.999
kind16	qtrsm	LLNN	512	10	0.0550	0.0550	1.000
kind16	qtrsm	LLTN	64	10	0.0597	0.0593	1.007
kind16	qtrsm	LLTN	128	10	0.0595	0.0592	1.005
kind16	qtrsm	LLTN	256	10	0.0598	0.0598	1.001
kind16	qtrsm	LLTN	512	10	0.0606	0.0601	1.008
kind16	qtrsm	RUNN	64	10	0.0632	0.0629	1.005
kind16	qtrsm	RUNN	128	10	0.0641	0.0638	1.004
kind16	qtrsm	RUNN	256	10	0.0654	0.0651	1.005
kind16	qtrsm	RUNN	512	10	0.0663	0.0659	1.006
kind16	qtrsm	RUTN	64	10	0.0650	0.0643	1.010
kind16	qtrsm	RUTN	128	10	0.0643	0.0638	1.008
kind16	qtrsm	RUTN	256	10	0.0658	0.0652	1.009
kind16	qtrsm	RUTN	512	10	0.0676	0.0673	1.004
kind16	qtrsm	RLNN	64	10	0.0675	0.0684	0.987
kind16	qtrsm	RLNN	128	10	0.0696	0.0695	1.001
kind16	qtrsm	RLNN	256	10	0.0701	0.0702	0.998
kind16	qtrsm	RLNN	512	10	0.0705	0.0706	0.999
kind16	qtrsm	RLTN	64	10	0.0640	0.0630	1.016
kind16	qtrsm	RLTN	128	10	0.0665	0.0662	1.004
kind16	qtrsm	RLTN	256	10	0.0673	0.0667	1.010
kind16	qtrsm	RLTN	512	10	0.0664	0.0659	1.007
kind16	qtrsv	UNN	128	20	0.0518	0.0518	1.000
