target	routine	key	size	iters	overlay_GFs	migrated_GFs	ratio
kind16	qtrsv	UNN	256	20	0.0544	0.0555	0.980
kind16	qtrsv	UNN	512	20	0.0555	0.0534	1.038
kind16	qtrsv	UNN	1024	20	0.0612	0.0608	1.006
kind16	qtrsv	UTN	128	20	0.0536	0.0434	1.235
kind16	qtrsv	UTN	256	20	0.0529	0.0531	0.995
kind16	qtrsv	UTN	512	20	0.0531	0.0528	1.005
kind16	qtrsv	UTN	1024	20	0.0579	0.0578	1.000
kind16	qtrsv	LNN	128	20	0.0545	0.0551	0.989
kind16	qtrsv	LNN	256	20	0.0563	0.0567	0.993
kind16	qtrsv	LNN	512	20	0.0560	0.0565	0.991
kind16	qtrsv	LNN	1024	20	0.0612	0.0588	1.039
kind16	qtrsv	LTN	128	20	0.0607	0.0535	1.134
kind16	qtrsv	LTN	256	20	0.0602	0.0530	1.135
kind16	qtrsv	LTN	512	20	0.0617	0.0531	1.162
kind16	qtrsv	LTN	1024	20	0.0713	0.0567	1.257
kind16	qxasum	-	64	200	0.0896	0.0861	1.041
kind16	qxasum	-	128	200	0.0866	0.0773	1.120
kind16	qxasum	-	256	200	0.0801	0.0760	1.054
kind16	qxasum	-	512	200	0.0769	0.0748	1.028
kind16	qxasum	-	1024	200	0.0752	0.0722	1.043
kind16	qxasum	-	2048	200	0.0780	0.0761	1.025
kind16	qxasum	-	4096	200	0.0775	0.0752	1.030
kind16	qxasum	-	16384	200	0.0751	0.0751	1.000
kind16	qxasum	-	65536	200	0.0777	0.0759	1.023
kind16	xaxpy	-	64	200	0.0856	0.0846	1.011
kind16	xaxpy	-	128	200	0.0852	0.0841	1.014
kind16	xaxpy	-	256	200	0.0845	0.0846	0.999
kind16	xaxpy	-	512	200	0.0869	0.0890	0.977
kind16	xaxpy	-	1024	200	0.0884	0.0870	1.017
kind16	xaxpy	-	2048	200	0.0864	0.0870	0.993
kind16	xaxpy	-	4096	200	0.0884	0.0887	0.997
kind16	xaxpy	-	16384	200	0.0876	0.0880	0.996
kind16	xaxpy	-	65536	200	0.0878	0.0878	1.000
kind16	xcopy	-	64	200	126.8111	79.4954	1.595
kind16	xcopy	-	128	200	131.4716	88.6916	1.482
kind16	xcopy	-	256	200	145.4675	96.0685	1.514
kind16	xcopy	-	512	200	86.7142	64.0801	1.353
kind16	xcopy	-	1024	200	43.3017	31.8011	1.362
kind16	xcopy	-	2048	200	51.3894	43.5827	1.179
kind16	xcopy	-	4096	200	39.5542	35.7479	1.106
kind16	xcopy	-	16384	200	34.1808	30.5467	1.119
kind16	xcopy	-	65536	200	35.3545	31.2355	1.132
kind16	xdotc	-	64	200	0.0774	0.0737	1.049
kind16	xdotc	-	128	200	0.0749	0.0731	1.025
kind16	xdotc	-	256	200	0.0713	0.0702	1.016
kind16	xdotc	-	512	200	0.0676	0.0688	0.982
kind16	xdotc	-	1024	200	0.0648	0.0660	0.982
kind16	xdotc	-	2048	200	0.0653	0.0664	0.983
kind16	xdotc	-	4096	200	0.0655	0.0664	0.988
kind16	xdotc	-	16384	200	0.0661	0.0588	1.124
kind16	xdotc	-	65536	200	0.0671	0.0670	1.001
kind16	xdotu	-	64	200	0.0793	0.0746	1.064
kind16	xdotu	-	128	200	0.0771	0.0753	1.023
kind16	xdotu	-	256	200	0.0703	0.0725	0.969
kind16	xdotu	-	512	200	0.0695	0.0705	0.987
kind16	xdotu	-	1024	200	0.0671	0.0665	1.009
kind16	xdotu	-	2048	200	0.0645	0.0655	0.985
kind16	xdotu	-	4096	200	0.0643	0.0672	0.955
kind16	xdotu	-	16384	200	0.0666	0.0674	0.989
kind16	xdotu	-	65536	200	0.0675	0.0672	1.005
kind16	xgbmv	N	128	20	0.0583	0.0583	0.999
kind16	xgbmv	N	256	20	0.0602	0.0588	1.024
kind16	xgbmv	N	512	20	0.0578	0.0579	0.999
kind16	xgbmv	N	1024	20	0.0589	0.0581	1.012
kind16	xgbmv	T	128	20	0.0637	0.0647	0.985
kind16	xgbmv	T	256	20	0.0622	0.0623	0.998
kind16	xgbmv	T	512	20	0.0606	0.0612	0.992
kind16	xgbmv	T	1024	20	0.0607	0.0609	0.996
kind16	xgbmv	C	128	20	0.0638	0.0644	0.990
kind16	xgbmv	C	256	20	0.0618	0.0624	0.991
kind16	xgbmv	C	512	20	0.0608	0.0611	0.996
kind16	xgbmv	C	1024	20	0.0604	0.0606	0.997
kind16	xgemmtr	UNN	64	10	0.0543	0.0514	1.056
kind16	xgemmtr	UNN	128	10	0.0554	0.0555	0.998
kind16	xgemmtr	UNN	256	10	0.0576	0.0593	0.970
kind16	xgemmtr	UNN	512	10	0.0620	0.0607	1.022
kind16	xgemmtr	UTN	64	10	0.0614	0.0613	1.002
kind16	xgemmtr	UTN	128	10	0.0629	0.0621	1.014
kind16	xgemmtr	UTN	256	10	0.0635	0.0633	1.003
kind16	xgemmtr	UTN	512	10	0.0646	0.0644	1.003
kind16	xgemmtr	UNT	64	10	0.0576	0.0570	1.010
kind16	xgemmtr	UNT	128	10	0.0590	0.0580	1.017
kind16	xgemmtr	UNT	256	10	0.0607	0.0600	1.011
kind16	xgemmtr	UNT	512	10	0.0618	0.0610	1.014
kind16	xgemmtr	LNN	64	10	0.0575	0.0567	1.015
kind16	xgemmtr	LNN	128	10	0.0585	0.0573	1.020
kind16	xgemmtr	LNN	256	10	0.0609	0.0597	1.019
kind16	xgemmtr	LNN	512	10	0.0620	0.0607	1.022
kind16	xgemmtr	LTN	64	10	0.0615	0.0609	1.009
kind16	xgemmtr	LTN	128	10	0.0619	0.0619	1.000
kind16	xgemmtr	LTN	256	10	0.0637	0.0635	1.004
kind16	xgemmtr	LTN	512	10	0.0646	0.0643	1.004
kind16	xgemmtr	LNT	64	10	0.0577	0.0570	1.012
kind16	xgemmtr	LNT	128	10	0.0594	0.0587	1.012
kind16	xgemmtr	LNT	256	10	0.0605	0.0598	1.012
kind16	xgemmtr	LNT	512	10	0.0618	0.0610	1.013
kind16	xgemv	N	128	20	0.0592	0.0586	1.009
kind16	xgemv	N	256	20	0.0613	0.0602	1.019
kind16	xgemv	N	512	20	0.0629	0.0614	1.025
kind16	xgemv	N	1024	20	0.0625	0.0615	1.016
kind16	xgemv	N	2048	20	0.0633	0.0603	1.048
kind16	xgemv	T	128	20	0.0635	0.0633	1.004
kind16	xgemv	T	256	20	0.0592	0.0600	0.986
kind16	xgemv	T	512	20	0.0618	0.0623	0.991
kind16	xgemv	T	1024	20	0.0609	0.0614	0.992
kind16	xgemv	T	2048	20	0.0619	0.0615	1.006
kind16	xgemv	C	128	20	0.0623	0.0590	1.056
kind16	xgemv	C	256	20	0.0584	0.0597	0.978
kind16	xgemv	C	512	20	0.0604	0.0601	1.004
kind16	xgemv	C	1024	20	0.0638	0.0634	1.007
kind16	xgemv	C	2048	20	0.0649	0.0655	0.991
kind16	xgerc	-	128	20	0.0601	0.0613	0.980
kind16	xgerc	-	256	20	0.0624	0.0620	1.006
kind16	xgerc	-	512	20	0.0624	0.0617	1.010
kind16	xgerc	-	1024	20	0.0622	0.0620	1.003
kind16	xgeru	-	128	20	0.0600	0.0607	0.987
kind16	xgeru	-	256	20	0.0616	0.0619	0.996
kind16	xgeru	-	512	20	0.0616	0.0618	0.997
kind16	xgeru	-	1024	20	0.0620	0.0618	1.003
kind16	xhbmv	U	128	20	0.0587	0.0585	1.003
kind16	xhbmv	U	256	20	0.0586	0.0586	1.001
kind16	xhbmv	U	512	20	0.0587	0.0586	1.001
kind16	xhbmv	U	1024	20	0.0588	0.0582	1.009
kind16	xhbmv	L	128	20	0.0619	0.0609	1.016
kind16	xhbmv	L	256	20	0.0586	0.0593	0.987
kind16	xhbmv	L	512	20	0.0589	0.0581	1.015
kind16	xhbmv	L	1024	20	0.0584	0.0579	1.010
kind16	xhemv	U	128	20	0.0605	0.0610	0.991
kind16	xhemv	U	256	20	0.0516	0.0589	0.876
kind16	xhemv	U	512	20	0.0609	0.0620	0.981
kind16	xhemv	U	1024	20	0.0620	0.0628	0.987
kind16	xhemv	L	128	20	0.0594	0.0586	1.014
kind16	xhemv	L	256	20	0.0591	0.0604	0.979
kind16	xhemv	L	512	20	0.0611	0.0598	1.022
kind16	xhemv	L	1024	20	0.0620	0.0619	1.003
kind16	xher	U	128	20	0.0560	0.0564	0.994
kind16	xher	U	256	20	0.0570	0.0575	0.991
kind16	xher	U	512	20	0.0569	0.0552	1.029
kind16	xher	U	1024	20	0.0566	0.0603	0.939
kind16	xher	L	128	20	0.0592	0.0603	0.981
kind16	xher	L	256	20	0.0611	0.0613	0.997
kind16	xher	L	512	20	0.0604	0.0604	0.999
kind16	xher	L	1024	20	0.0602	0.0605	0.996
kind16	xherk	UN	64	10	0.0581	0.0580	1.001
kind16	xherk	UN	128	10	0.0596	0.0586	1.018
kind16	xherk	UN	256	10	0.0610	0.0605	1.009
kind16	xherk	UN	512	10	0.0622	0.0617	1.009
kind16	xherk	UC	64	10	0.0619	0.0621	0.996
kind16	xherk	UC	128	10	0.0631	0.0633	0.996
kind16	xherk	UC	256	10	0.0637	0.0638	0.998
kind16	xherk	UC	512	10	0.0645	0.0646	0.999
kind16	xherk	LN	64	10	0.0591	0.0580	1.020
kind16	xherk	LN	128	10	0.0601	0.0596	1.009
kind16	xherk	LN	256	10	0.0609	0.0608	1.003
kind16	xherk	LN	512	10	0.0622	0.0620	1.003
kind16	xherk	LC	64	10	0.0620	0.0623	0.996
kind16	xherk	LC	128	10	0.0632	0.0632	0.999
kind16	xherk	LC	256	10	0.0637	0.0639	0.998
kind16	xherk	LC	512	10	0.0645	0.0647	0.996
kind16	xhpmv	U	128	20	0.0614	0.0611	1.006
kind16	xhpmv	U	256	20	0.0635	0.0635	1.000
kind16	xhpmv	U	512	20	0.0627	0.0647	0.969
kind16	xhpmv	U	1024	20	0.0659	0.0658	1.001
kind16	xhpmv	L	128	20	0.0620	0.0623	0.996
kind16	xhpmv	L	256	20	0.0634	0.0635	1.000
kind16	xhpmv	L	512	20	0.0646	0.0644	1.003
kind16	xhpmv	L	1024	20	0.0650	0.0653	0.996
kind16	xhpr	U	128	20	0.0575	0.0593	0.970
kind16	xhpr	U	256	20	0.0609	0.0613	0.994
kind16	xhpr	U	512	20	0.0618	0.0614	1.007
kind16	xhpr	U	1024	20	0.0619	0.0614	1.008
kind16	xhpr	L	128	20	0.0612	0.0602	1.018
kind16	xhpr	L	256	20	0.0620	0.0619	1.002
kind16	xhpr	L	512	20	0.0618	0.0574	1.077
kind16	xhpr	L	1024	20	0.0620	0.0617	1.005
kind16	xqrot	-	64	200	0.0745	0.0420	1.772
kind16	xqrot	-	128	200	0.0738	0.0416	1.774
kind16	xqrot	-	256	200	0.0712	0.0414	1.719
kind16	xqrot	-	512	200	0.0710	0.0424	1.674
kind16	xqrot	-	1024	200	0.0698	0.0430	1.622
kind16	xqrot	-	2048	200	0.0704	0.0428	1.646
kind16	xqrot	-	4096	200	0.0698	0.0426	1.638
kind16	xqrot	-	16384	200	0.0695	0.0425	1.637
kind16	xqrot	-	65536	200	0.0693	0.0423	1.640
kind16	xqscal	-	64	200	0.2047	0.2413	0.849
kind16	xqscal	-	128	200	0.2246	0.2447	0.918
kind16	xqscal	-	256	200	0.2357	0.2356	1.000
kind16	xqscal	-	512	200	0.2278	0.2334	0.976
kind16	xqscal	-	1024	200	0.2207	0.2177	1.013
kind16	xqscal	-	2048	200	0.2207	0.2284	0.966
kind16	xqscal	-	4096	200	0.2258	0.2210	1.022
kind16	xqscal	-	16384	200	0.2161	0.2177	0.992
kind16	xqscal	-	65536	200	0.2201	0.2178	1.010
kind16	xrotg	-	100000	100000	0.0176	0.0112	1.576
kind16	xscal	-	64	200	0.0877	0.0928	0.944
kind16	xscal	-	128	200	0.0873	0.0918	0.951
kind16	xscal	-	256	200	0.0894	0.0891	1.004
kind16	xscal	-	512	200	0.0886	0.0901	0.984
kind16	xscal	-	1024	200	0.0915	0.0936	0.978
kind16	xscal	-	2048	200	0.0923	0.0937	0.985
kind16	xscal	-	4096	200	0.0938	0.0954	0.983
kind16	xscal	-	16384	200	0.0934	0.0942	0.991
kind16	xscal	-	65536	200	0.0930	0.0945	0.984
kind16	xswap	-	64	200	95.9869	96.3085	0.997
kind16	xswap	-	128	200	96.8894	93.9396	1.031
kind16	xswap	-	256	200	93.9638	94.0434	0.999
kind16	xswap	-	512	200	59.8677	53.3325	1.123
kind16	xswap	-	1024	200	55.4800	49.7604	1.115
kind16	xswap	-	2048	200	50.7675	50.6479	1.002
kind16	xswap	-	4096	200	40.4190	41.3381	0.978
kind16	xswap	-	16384	200	36.8037	37.0094	0.994
kind16	xswap	-	65536	200	34.9247	34.6655	1.007
kind16	xsyrk	UN	64	10	0.0456	0.0531	0.859
kind16	xsyrk	UN	128	10	0.0541	0.0565	0.958
kind16	xsyrk	UN	256	10	0.0605	0.0609	0.992
kind16	xsyrk	UN	512	10	0.0619	0.0620	0.998
kind16	xsyrk	UT	64	10	0.0611	0.0614	0.995
kind16	xsyrk	UT	128	10	0.0627	0.0626	1.002
kind16	xsyrk	UT	256	10	0.0638	0.0640	0.996
kind16	xsyrk	UT	512	10	0.0649	0.0650	0.999
kind16	xsyrk	LN	64	10	0.0567	0.0541	1.049
kind16	xsyrk	LN	128	10	0.0594	0.0595	0.999
kind16	xsyrk	LN	256	10	0.0608	0.0607	1.001
kind16	xsyrk	LN	512	10	0.0619	0.0620	0.999
kind16	xsyrk	LT	64	10	0.0613	0.0609	1.007
kind16	xsyrk	LT	128	10	0.0612	0.0628	0.974
kind16	xsyrk	LT	256	10	0.0638	0.0640	0.996
kind16	xsyrk	LT	512	10	0.0648	0.0650	0.998
kind16	xtbmv	UNN	128	20	0.0641	0.0647	0.991
kind16	xtbmv	UNN	256	20	0.0621	0.0638	0.974
kind16	xtbmv	UNN	512	20	0.0620	0.0624	0.994
kind16	xtbmv	UNN	1024	20	0.0622	0.0631	0.985
kind16	xtbmv	UTN	128	20	0.0672	0.0675	0.994
kind16	xtbmv	UTN	256	20	0.0650	0.0650	1.000
kind16	xtbmv	UTN	512	20	0.0602	0.0631	0.954
kind16	xtbmv	UTN	1024	20	0.0629	0.0628	1.001
kind16	xtbmv	UCN	128	20	0.0673	0.0675	0.998
kind16	xtbmv	UCN	256	20	0.0645	0.0648	0.995
kind16	xtbmv	UCN	512	20	0.0631	0.0632	0.998
kind16	xtbmv	UCN	1024	20	0.0627	0.0626	1.001
kind16	xtbmv	LNN	128	20	0.0675	0.0672	1.004
kind16	xtbmv	LNN	256	20	0.0650	0.0648	1.002
kind16	xtbmv	LNN	512	20	0.0637	0.0634	1.005
kind16	xtbmv	LNN	1024	20	0.0629	0.0630	0.999
kind16	xtbmv	LTN	128	20	0.0671	0.0678	0.990
kind16	xtbmv	LTN	256	20	0.0651	0.0651	1.000
kind16	xtbmv	LTN	512	20	0.0631	0.0634	0.995
kind16	xtbmv	LTN	1024	20	0.0618	0.0630	0.982
kind16	xtbmv	LCN	128	20	0.0672	0.0674	0.997
kind16	xtbmv	LCN	256	20	0.0645	0.0649	0.994
kind16	xtbmv	LCN	512	20	0.0620	0.0628	0.988
kind16	xtbmv	LCN	1024	20	0.0625	0.0627	0.997
kind16	xtbsv	UNN	128	20	0.0533	0.0531	1.004
kind16	xtbsv	UNN	256	20	0.0507	0.0543	0.934
kind16	xtbsv	UNN	512	20	0.0583	0.0582	1.001
kind16	xtbsv	UNN	1024	20	0.0731	0.0748	0.976
kind16	xtbsv	UTN	128	20	0.0552	0.0546	1.011
kind16	xtbsv	UTN	256	20	0.0529	0.0528	1.001
kind16	xtbsv	UTN	512	20	0.0585	0.0584	1.003
kind16	xtbsv	UTN	1024	20	0.0737	0.0735	1.002
kind16	xtbsv	UCN	128	20	0.0550	0.0549	1.001
kind16	xtbsv	UCN	256	20	0.0525	0.0529	0.992
kind16	xtbsv	UCN	512	20	0.0581	0.0584	0.995
kind16	xtbsv	UCN	1024	20	0.0735	0.0734	1.000
kind16	xtbsv	LNN	128	20	0.0561	0.0558	1.006
kind16	xtbsv	LNN	256	20	0.0543	0.0539	1.007
kind16	xtbsv	LNN	512	20	0.0598	0.0594	1.007
kind16	xtbsv	LNN	1024	20	0.0747	0.0734	1.017
kind16	xtbsv	LTN	128	20	0.0549	0.0548	1.002
kind16	xtbsv	LTN	256	20	0.0527	0.0524	1.006
kind16	xtbsv	LTN	512	20	0.0577	0.0576	1.003
kind16	xtbsv	LTN	1024	20	0.0732	0.0731	1.001
kind16	xtbsv	LCN	128	20	0.0547	0.0546	1.002
kind16	xtbsv	LCN	256	20	0.0526	0.0528	0.995
kind16	xtbsv	LCN	512	20	0.0577	0.0577	1.000
kind16	xtbsv	LCN	1024	20	0.0727	0.0728	0.999
kind16	xtpmv	UNN	128	20	0.0604	0.0646	0.934
kind16	xtpmv	UNN	256	20	0.0671	0.0670	1.002
kind16	xtpmv	UNN	512	20	0.0686	0.0683	1.004
kind16	xtpmv	UNN	1024	20	0.0684	0.0689	0.992
kind16	xtpmv	UTN	128	20	0.0634	0.0637	0.995
kind16	xtpmv	UTN	256	20	0.0643	0.0643	1.000
kind16	xtpmv	UTN	512	20	0.0650	0.0648	1.003
kind16	xtpmv	UTN	1024	20	0.0652	0.0650	1.002
kind16	xtpmv	UCN	128	20	0.0623	0.0635	0.982
kind16	xtpmv	UCN	256	20	0.0639	0.0642	0.995
kind16	xtpmv	UCN	512	20	0.0645	0.0648	0.995
kind16	xtpmv	UCN	1024	20	0.0646	0.0646	1.000
kind16	xtpmv	LNN	128	20	0.0655	0.0625	1.047
kind16	xtpmv	LNN	256	20	0.0609	0.0623	0.977
kind16	xtpmv	LNN	512	20	0.0684	0.0683	1.001
kind16	xtpmv	LNN	1024	20	0.0682	0.0685	0.997
kind16	xtpmv	LTN	128	20	0.0643	0.0630	1.022
kind16	xtpmv	LTN	256	20	0.0631	0.0635	0.994
kind16	xtpmv	LTN	512	20	0.0643	0.0647	0.993
kind16	xtpmv	LTN	1024	20	0.0649	0.0650	0.998
kind16	xtpmv	LCN	128	20	0.0643	0.0642	1.002
kind16	xtpmv	LCN	256	20	0.0638	0.0648	0.985
kind16	xtpmv	LCN	512	20	0.0641	0.0647	0.990
kind16	xtpmv	LCN	1024	20	0.0637	0.0652	0.978
kind16	xtpsv	UNN	128	20	0.0549	0.0572	0.959
kind16	xtpsv	UNN	256	20	0.0559	0.0578	0.967
kind16	xtpsv	UNN	512	20	0.0604	0.0604	1.000
kind16	xtpsv	UNN	1024	20	0.0691	0.0692	0.998
kind16	xtpsv	UTN	128	20	0.0532	0.0526	1.010
kind16	xtpsv	UTN	256	20	0.0527	0.0522	1.011
kind16	xtpsv	UTN	512	20	0.0532	0.0531	1.003
kind16	xtpsv	UTN	1024	20	0.0613	0.0610	1.004
kind16	xtpsv	UCN	128	20	0.0485	0.0497	0.975
kind16	xtpsv	UCN	256	20	0.0494	0.0515	0.961
kind16	xtpsv	UCN	512	20	0.0528	0.0533	0.990
kind16	xtpsv	UCN	1024	20	0.0612	0.0613	0.998
kind16	xtpsv	LNN	128	20	0.0573	0.0571	1.003
kind16	xtpsv	LNN	256	20	0.0591	0.0577	1.023
kind16	xtpsv	LNN	512	20	0.0608	0.0605	1.005
kind16	xtpsv	LNN	1024	20	0.0703	0.0701	1.003
kind16	xtpsv	LTN	128	20	0.0527	0.0532	0.992
kind16	xtpsv	LTN	256	20	0.0528	0.0526	1.004
kind16	xtpsv	LTN	512	20	0.0529	0.0528	1.002
kind16	xtpsv	LTN	1024	20	0.0605	0.0613	0.987
kind16	xtpsv	LCN	128	20	0.0533	0.0527	1.011
kind16	xtpsv	LCN	256	20	0.0527	0.0524	1.006
kind16	xtpsv	LCN	512	20	0.0528	0.0524	1.007
kind16	xtpsv	LCN	1024	20	0.0612	0.0614	0.997
kind16	xtrmv	UNN	128	20	0.0614	0.0625	0.982
kind16	xtrmv	UNN	256	20	0.0649	0.0608	1.068
kind16	xtrmv	UNN	512	20	0.0634	0.0637	0.996
kind16	xtrmv	UNN	1024	20	0.0636	0.0624	1.020
kind16	xtrmv	UTN	128	20	0.0544	0.0593	0.919
kind16	xtrmv	UTN	256	20	0.0581	0.0607	0.956
kind16	xtrmv	UTN	512	20	0.0604	0.0531	1.137
kind16	xtrmv	UTN	1024	20	0.0578	0.0598	0.967
kind16	xtrmv	UCN	128	20	0.0619	0.0625	0.991
kind16	xtrmv	UCN	256	20	0.0608	0.0605	1.004
kind16	xtrmv	UCN	512	20	0.0613	0.0632	0.969
kind16	xtrmv	UCN	1024	20	0.0592	0.0578	1.024
kind16	xtrmv	LNN	128	20	0.0624	0.0618	1.009
kind16	xtrmv	LNN	256	20	0.0651	0.0646	1.008
kind16	xtrmv	LNN	512	20	0.0662	0.0610	1.086
kind16	xtrmv	LNN	1024	20	0.0639	0.0687	0.930
kind16	xtrmv	LTN	128	20	0.0644	0.0628	1.026
kind16	xtrmv	LTN	256	20	0.0647	0.0650	0.995
kind16	xtrmv	LTN	512	20	0.0647	0.0644	1.004
kind16	xtrmv	LTN	1024	20	0.0649	0.0644	1.009
kind16	xtrmv	LCN	128	20	0.0593	0.0644	0.921
kind16	xtrmv	LCN	256	20	0.0641	0.0647	0.991
kind16	xtrmv	LCN	512	20	0.0642	0.0646	0.994
kind16	xtrmv	LCN	1024	20	0.0626	0.0645	0.971
kind16	xtrsv	UNN	128	20	0.0525	0.0559	0.939
kind16	xtrsv	UNN	256	20	0.0554	0.0539	1.028
kind16	xtrsv	UNN	512	20	0.0551	0.0559	0.985
kind16	xtrsv	UNN	1024	20	0.0644	0.0605	1.065
kind16	xtrsv	UTN	128	20	0.0490	0.0482	1.018
kind16	xtrsv	UTN	256	20	0.0503	0.0448	1.124
kind16	xtrsv	UTN	512	20	0.0502	0.0506	0.991
kind16	xtrsv	UTN	1024	20	0.0582	0.0561	1.036
kind16	xtrsv	UCN	128	20	0.0491	0.0492	0.998
kind16	xtrsv	UCN	256	20	0.0494	0.0489	1.010
kind16	xtrsv	UCN	512	20	0.0446	0.0483	0.923
kind16	xtrsv	UCN	1024	20	0.0566	0.0545	1.039
kind16	xtrsv	LNN	128	20	0.0482	0.0533	0.906
kind16	xtrsv	LNN	256	20	0.0570	0.0558	1.021
kind16	xtrsv	LNN	512	20	0.0514	0.0566	0.908
kind16	xtrsv	LNN	1024	20	0.0648	0.0696	0.931
kind16	xtrsv	LTN	128	20	0.0559	0.0528	1.059
kind16	xtrsv	LTN	256	20	0.0561	0.0524	1.072
kind16	xtrsv	LTN	512	20	0.0584	0.0531	1.100
kind16	xtrsv	LTN	1024	20	0.0652	0.0619	1.053
kind16	xtrsv	LCN	128	20	0.0557	0.0527	1.056
kind16	xtrsv	LCN	256	20	0.0557	0.0524	1.063
kind16	xtrsv	LCN	512	20	0.0580	0.0523	1.110
kind16	xtrsv	LCN	1024	20	0.0684	0.0617	1.109
multifloats	imamax	-	64	200	0.3785	0.0987	3.833
multifloats	imamax	-	128	200	0.3824	0.1120	3.413
multifloats	imamax	-	256	200	0.3813	0.1008	3.782
multifloats	imamax	-	512	200	0.3470	0.1134	3.059
multifloats	imamax	-	1024	200	0.3095	0.1167	2.651
multifloats	imamax	-	2048	200	0.3188	0.1203	2.649
multifloats	imamax	-	4096	200	0.3326	0.1206	2.757
multifloats	imamax	-	16384	200	0.3315	0.1256	2.638
multifloats	imamax	-	65536	200	0.3372	0.1243	2.713
multifloats	iwamax	-	64	200	0.1024	0.0057	17.979
multifloats	iwamax	-	128	200	0.0973	0.0061	15.830
multifloats	iwamax	-	256	200	0.1449	0.0085	16.985
multifloats	iwamax	-	512	200	0.1704	0.0087	19.558
multifloats	iwamax	-	1024	200	0.1689	0.0088	19.226
multifloats	iwamax	-	2048	200	0.1695	0.0088	19.252
multifloats	iwamax	-	4096	200	0.1657	0.0088	18.798
multifloats	iwamax	-	16384	200	0.1659	0.0086	19.364
multifloats	iwamax	-	65536	200	0.1694	0.0088	19.141
multifloats	masum	-	64	200	0.8105	0.0536	15.114
multifloats	masum	-	128	200	0.9777	0.0492	19.888
multifloats	masum	-	256	200	1.0570	0.0560	18.877
multifloats	masum	-	512	200	1.1112	0.0572	19.414
multifloats	masum	-	1024	200	1.1396	0.0572	19.927
multifloats	masum	-	2048	200	1.1210	0.0572	19.613
multifloats	masum	-	4096	200	0.8533	0.0580	14.717
multifloats	masum	-	16384	200	0.8931	0.0566	15.782
multifloats	masum	-	65536	200	0.9325	0.0573	16.286
multifloats	maxpy	-	64	200	1.7737	0.0910	19.490
multifloats	maxpy	-	128	200	1.5140	0.0970	15.606
multifloats	maxpy	-	256	200	1.4568	0.0993	14.666
multifloats	maxpy	-	512	200	1.2186	0.0873	13.954
multifloats	maxpy	-	1024	200	1.4695	0.1009	14.563
multifloats	maxpy	-	2048	200	1.4022	0.0990	14.170
multifloats	maxpy	-	4096	200	1.3999	0.1032	13.561
multifloats	maxpy	-	16384	200	1.5645	0.1042	15.009
multifloats	maxpy	-	65536	200	1.5437	0.1030	14.982
multifloats	mcopy	-	64	200	120.3291	11.0431	10.896
multifloats	mcopy	-	128	200	134.6925	19.6117	6.868
multifloats	mcopy	-	256	200	133.4311	32.3532	4.124
multifloats	mcopy	-	512	200	136.9785	47.9380	2.857
multifloats	mcopy	-	1024	200	83.5407	47.5288	1.758
multifloats	mcopy	-	2048	200	57.8227	44.3059	1.305
multifloats	mcopy	-	4096	200	48.8060	41.4742	1.177
multifloats	mcopy	-	16384	200	34.2370	30.2712	1.131
multifloats	mcopy	-	65536	200	34.3543	30.8269	1.114
multifloats	mdot	-	64	200	1.3338	0.0943	14.148
multifloats	mdot	-	128	200	1.5749	0.0921	17.099
multifloats	mdot	-	256	200	1.6822	0.0999	16.835
multifloats	mdot	-	512	200	1.7568	0.1017	17.270
multifloats	mdot	-	1024	200	1.7585	0.1018	17.272
multifloats	mdot	-	2048	200	1.3213	0.1036	12.760
multifloats	mdot	-	4096	200	1.3983	0.1073	13.035
multifloats	mdot	-	16384	200	1.5684	0.1049	14.955
multifloats	mdot	-	65536	200	1.4597	0.1070	13.640
multifloats	mgbmv	N	128	20	0.3799	0.1049	3.622
multifloats	mgbmv	N	256	20	0.3524	0.1030	3.422
multifloats	mgbmv	N	512	20	0.3503	0.0978	3.583
multifloats	mgbmv	N	1024	20	0.3698	0.0996	3.714
multifloats	mgbmv	T	128	20	0.2287	0.1103	2.072
multifloats	mgbmv	T	256	20	0.2235	0.1069	2.091
multifloats	mgbmv	T	512	20	0.2089	0.1008	2.073
multifloats	mgbmv	T	1024	20	0.2196	0.1045	2.102
multifloats	mgemm	NN	64	10	2.0337	0.1018	19.969
multifloats	mgemm	NN	128	10	2.5088	0.1037	24.201
multifloats	mgemm	NN	256	10	2.6154	0.1005	26.013
multifloats	mgemm	NN	512	10	2.7764	0.1086	25.557
multifloats	mgemm	TN	64	10	2.5068	0.1085	23.108
multifloats	mgemm	TN	128	10	2.7179	0.1094	24.832
multifloats	mgemm	TN	256	10	2.2138	0.1088	20.346
multifloats	mgemm	TN	512	10	2.7648	0.1097	25.196
multifloats	mgemm	NT	64	10	2.5934	0.1087	23.868
multifloats	mgemm	NT	128	10	2.7289	0.1088	25.086
multifloats	mgemm	NT	256	10	2.7708	0.1089	25.454
multifloats	mgemm	NT	512	10	2.7716	0.1086	25.530
multifloats	mgemm	TT	64	10	2.5171	0.1081	23.286
multifloats	mgemm	TT	128	10	2.6196	0.1088	24.085
multifloats	mgemm	TT	256	10	2.5467	0.1102	23.100
multifloats	mgemm	TT	512	10	2.7555	0.1063	25.924
multifloats	mgemmtr	UNN	64	10	0.3543	0.1031	3.437
multifloats	mgemmtr	UNN	128	10	0.6188	0.1073	5.768
multifloats	mgemmtr	UNN	256	10	0.9913	0.1079	9.185
