target	routine	key	size	iters	parallel_blas_GFs	migrated_GFs	ratio
multifloats	mgbmv	N/x-1/y-1	512	200	0.3832	0.1032	3.715
multifloats	mgbmv	N/x-1/y-1	1024	200	0.3675	0.1009	3.643
multifloats	mgbmv	T	128	200	0.2191	0.1058	2.072
multifloats	mgbmv	T	256	200	0.2179	0.1027	2.121
multifloats	mgbmv	T	512	200	0.2154	0.1027	2.097
multifloats	mgbmv	T	1024	200	0.2127	0.1020	2.086
multifloats	mgbmv	T/y2	128	200	0.2285	0.1077	2.122
multifloats	mgbmv	T/y2	256	200	0.2201	0.1008	2.183
multifloats	mgbmv	T/y2	512	200	0.2141	0.1027	2.084
multifloats	mgbmv	T/y2	1024	200	0.2156	0.1024	2.105
multifloats	mgbmv	T/y-1	128	200	0.2301	0.1076	2.140
multifloats	mgbmv	T/y-1	256	200	0.2203	0.1048	2.103
multifloats	mgbmv	T/y-1	512	200	0.2181	0.1032	2.113
multifloats	mgbmv	T/y-1	1024	200	0.2140	0.1023	2.091
multifloats	mgbmv	T/x2	128	200	0.2293	0.1081	2.120
multifloats	mgbmv	T/x2	256	200	0.2218	0.1022	2.170
multifloats	mgbmv	T/x2	512	200	0.2183	0.1026	2.126
multifloats	mgbmv	T/x2	1024	200	0.2169	0.1019	2.128
multifloats	mgbmv	T/x2/y2	128	200	0.2275	0.1079	2.108
multifloats	mgbmv	T/x2/y2	256	200	0.2215	0.1028	2.154
multifloats	mgbmv	T/x2/y2	512	200	0.2181	0.1028	2.121
multifloats	mgbmv	T/x2/y2	1024	200	0.2163	0.1021	2.118
multifloats	mgbmv	T/x2/y-1	128	200	0.2222	0.1078	2.060
multifloats	mgbmv	T/x2/y-1	256	200	0.2210	0.1040	2.124
multifloats	mgbmv	T/x2/y-1	512	200	0.2176	0.1028	2.116
multifloats	mgbmv	T/x2/y-1	1024	200	0.2158	0.1022	2.111
multifloats	mgbmv	T/x-1	128	200	0.2285	0.1077	2.123
multifloats	mgbmv	T/x-1	256	200	0.2201	0.1050	2.095
multifloats	mgbmv	T/x-1	512	200	0.2182	0.1031	2.116
multifloats	mgbmv	T/x-1	1024	200	0.2163	0.1024	2.113
multifloats	mgbmv	T/x-1/y2	128	200	0.2255	0.1075	2.098
multifloats	mgbmv	T/x-1/y2	256	200	0.2207	0.1043	2.116
multifloats	mgbmv	T/x-1/y2	512	200	0.2153	0.1027	2.097
multifloats	mgbmv	T/x-1/y2	1024	200	0.2154	0.1020	2.112
multifloats	mgbmv	T/x-1/y-1	128	200	0.2283	0.1069	2.137
multifloats	mgbmv	T/x-1/y-1	256	200	0.2211	0.1032	2.141
multifloats	mgbmv	T/x-1/y-1	512	200	0.2174	0.1024	2.122
multifloats	mgbmv	T/x-1/y-1	1024	200	0.2157	0.1015	2.125
multifloats	mger	-	128	200	1.1845	0.1016	11.661
multifloats	mger	-	256	200	1.2756	0.1021	12.488
multifloats	mger	-	512	200	1.2385	0.1017	12.181
multifloats	mger	-	1024	200	0.8722	0.0995	8.768
multifloats	mger	y2	128	200	0.3510	0.1030	3.407
multifloats	mger	y2	256	200	0.3525	0.1025	3.438
multifloats	mger	y2	512	200	0.3443	0.1019	3.379
multifloats	mger	y2	1024	200	0.3110	0.0993	3.133
multifloats	mger	y-1	128	200	0.3519	0.1024	3.435
multifloats	mger	y-1	256	200	0.3497	0.1028	3.402
multifloats	mger	y-1	512	200	0.3447	0.1015	3.396
multifloats	mger	y-1	1024	200	0.3109	0.0993	3.132
multifloats	mger	x2	128	200	0.3506	0.1039	3.373
multifloats	mger	x2	256	200	0.3481	0.1027	3.390
multifloats	mger	x2	512	200	0.3439	0.1023	3.363
multifloats	mger	x2	1024	200	0.3103	0.1003	3.093
multifloats	mger	x2/y2	128	200	0.3477	0.1041	3.341
multifloats	mger	x2/y2	256	200	0.3498	0.1035	3.380
multifloats	mger	x2/y2	512	200	0.3443	0.1028	3.350
multifloats	mger	x2/y2	1024	200	0.3109	0.1006	3.090
multifloats	mger	x2/y-1	128	200	0.3503	0.1037	3.377
multifloats	mger	x2/y-1	256	200	0.3462	0.1032	3.354
multifloats	mger	x2/y-1	512	200	0.3431	0.1034	3.318
multifloats	mger	x2/y-1	1024	200	0.3121	0.1003	3.112
multifloats	mger	x-1	128	200	0.3498	0.1041	3.361
multifloats	mger	x-1	256	200	0.3508	0.1035	3.389
multifloats	mger	x-1	512	200	0.3429	0.1038	3.304
multifloats	mger	x-1	1024	200	0.3123	0.1005	3.107
multifloats	mger	x-1/y2	128	200	0.3488	0.1030	3.388
multifloats	mger	x-1/y2	256	200	0.3475	0.1034	3.361
multifloats	mger	x-1/y2	512	200	0.3420	0.1033	3.311
multifloats	mger	x-1/y2	1024	200	0.3121	0.1005	3.106
multifloats	mger	x-1/y-1	128	200	0.3479	0.1029	3.381
multifloats	mger	x-1/y-1	256	200	0.3486	0.1030	3.385
multifloats	mger	x-1/y-1	512	200	0.3403	0.1030	3.302
multifloats	mger	x-1/y-1	1024	200	0.3108	0.1006	3.089
multifloats	mrot	-	64	200	2.2722	0.1199	18.958
multifloats	mrot	-	128	200	2.3216	0.1286	18.060
multifloats	mrot	-	256	200	2.2084	0.1291	17.109
multifloats	mrot	-	512	200	2.1663	0.1300	16.660
multifloats	mrot	-	1024	200	1.7952	0.1311	13.697
multifloats	mrot	-	2048	200	1.7994	0.1338	13.450
multifloats	mrot	-	4096	200	1.7444	0.1335	13.068
multifloats	mrot	-	16384	200	1.7626	0.1332	13.234
multifloats	mrot	-	65536	200	1.7955	0.1323	13.573
multifloats	mrotg	-	100000	100000	0.1849	0.0265	6.978
multifloats	mrotm	-	64	200	0.2874	0.0834	3.444
multifloats	mrotm	-	128	200	0.2822	0.0823	3.430
multifloats	mrotm	-	256	200	0.2856	0.0842	3.393
multifloats	mrotm	-	512	200	0.2705	0.0857	3.156
multifloats	mrotm	-	1024	200	0.2701	0.0884	3.055
multifloats	mrotm	-	2048	200	0.2757	0.0881	3.131
multifloats	mrotm	-	4096	200	0.2798	0.0889	3.147
multifloats	mrotm	-	16384	200	0.2720	0.0863	3.153
multifloats	mrotm	-	65536	200	0.2738	0.0887	3.087
multifloats	mrotmg	-	100000	100000	0.2294	0.0669	3.430
multifloats	msbmv	U	128	200	0.3702	0.1053	3.517
multifloats	msbmv	U	256	200	0.3712	0.1040	3.569
multifloats	msbmv	U	512	200	0.3713	0.1018	3.649
multifloats	msbmv	U	1024	200	0.3670	0.1023	3.587
multifloats	msbmv	U/y2	128	200	0.3852	0.1059	3.637
multifloats	msbmv	U/y2	256	200	0.3713	0.1028	3.612
multifloats	msbmv	U/y2	512	200	0.3664	0.1017	3.602
multifloats	msbmv	U/y2	1024	200	0.3641	0.1006	3.620
multifloats	msbmv	U/y-1	128	200	0.3551	0.1059	3.353
multifloats	msbmv	U/y-1	256	200	0.3726	0.1034	3.604
multifloats	msbmv	U/y-1	512	200	0.3674	0.1014	3.624
multifloats	msbmv	U/y-1	1024	200	0.3639	0.1005	3.620
multifloats	msbmv	U/x2	128	200	0.3876	0.1067	3.631
multifloats	msbmv	U/x2	256	200	0.3583	0.1032	3.472
multifloats	msbmv	U/x2	512	200	0.3671	0.1006	3.649
multifloats	msbmv	U/x2	1024	200	0.3636	0.1007	3.611
multifloats	msbmv	U/x2/y2	128	200	0.3839	0.1066	3.602
multifloats	msbmv	U/x2/y2	256	200	0.3723	0.1031	3.609
multifloats	msbmv	U/x2/y2	512	200	0.3674	0.1017	3.612
multifloats	msbmv	U/x2/y2	1024	200	0.3636	0.1010	3.599
multifloats	msbmv	U/x2/y-1	128	200	0.3849	0.1071	3.593
multifloats	msbmv	U/x2/y-1	256	200	0.3740	0.1035	3.613
multifloats	msbmv	U/x2/y-1	512	200	0.3677	0.1019	3.609
multifloats	msbmv	U/x2/y-1	1024	200	0.3651	0.1010	3.616
multifloats	msbmv	U/x-1	128	200	0.3851	0.1067	3.608
multifloats	msbmv	U/x-1	256	200	0.3735	0.1021	3.658
multifloats	msbmv	U/x-1	512	200	0.3662	0.1017	3.599
multifloats	msbmv	U/x-1	1024	200	0.3643	0.1007	3.619
multifloats	msbmv	U/x-1/y2	128	200	0.3837	0.1066	3.600
multifloats	msbmv	U/x-1/y2	256	200	0.3715	0.1032	3.601
multifloats	msbmv	U/x-1/y2	512	200	0.3669	0.1020	3.598
multifloats	msbmv	U/x-1/y2	1024	200	0.3547	0.1008	3.520
multifloats	msbmv	U/x-1/y-1	128	200	0.3840	0.1048	3.664
multifloats	msbmv	U/x-1/y-1	256	200	0.3761	0.1028	3.661
multifloats	msbmv	U/x-1/y-1	512	200	0.3666	0.1016	3.609
multifloats	msbmv	U/x-1/y-1	1024	200	0.3641	0.1004	3.627
multifloats	msbmv	L	128	200	0.3839	0.1057	3.631
multifloats	msbmv	L	256	200	0.3742	0.1029	3.637
multifloats	msbmv	L	512	200	0.3662	0.1014	3.612
multifloats	msbmv	L	1024	200	0.3640	0.1004	3.627
multifloats	msbmv	L/y2	128	200	0.3826	0.1044	3.665
multifloats	msbmv	L/y2	256	200	0.3491	0.1006	3.471
multifloats	msbmv	L/y2	512	200	0.3665	0.0997	3.675
multifloats	msbmv	L/y2	1024	200	0.3627	0.0987	3.675
multifloats	msbmv	L/y-1	128	200	0.3831	0.1045	3.668
multifloats	msbmv	L/y-1	256	200	0.3720	0.1015	3.666
multifloats	msbmv	L/y-1	512	200	0.3642	0.0998	3.649
multifloats	msbmv	L/y-1	1024	200	0.3623	0.0986	3.673
multifloats	msbmv	L/x2	128	200	0.3836	0.1046	3.668
multifloats	msbmv	L/x2	256	200	0.3711	0.1014	3.658
multifloats	msbmv	L/x2	512	200	0.3663	0.0994	3.684
multifloats	msbmv	L/x2	1024	200	0.3623	0.0988	3.667
multifloats	msbmv	L/x2/y2	128	200	0.3795	0.1043	3.639
multifloats	msbmv	L/x2/y2	256	200	0.3691	0.1013	3.644
multifloats	msbmv	L/x2/y2	512	200	0.3523	0.0994	3.544
multifloats	msbmv	L/x2/y2	1024	200	0.3581	0.0986	3.630
multifloats	msbmv	L/x2/y-1	128	200	0.3817	0.1043	3.661
multifloats	msbmv	L/x2/y-1	256	200	0.3708	0.1010	3.670
multifloats	msbmv	L/x2/y-1	512	200	0.3647	0.0978	3.730
multifloats	msbmv	L/x2/y-1	1024	200	0.3564	0.0991	3.598
multifloats	msbmv	L/x-1	128	200	0.3834	0.1046	3.667
multifloats	msbmv	L/x-1	256	200	0.3761	0.1015	3.706
multifloats	msbmv	L/x-1	512	200	0.3611	0.0995	3.629
multifloats	msbmv	L/x-1	1024	200	0.3632	0.0991	3.666
multifloats	msbmv	L/x-1/y2	128	200	0.3845	0.1048	3.668
multifloats	msbmv	L/x-1/y2	256	200	0.3719	0.1006	3.698
multifloats	msbmv	L/x-1/y2	512	200	0.3664	0.1002	3.657
multifloats	msbmv	L/x-1/y2	1024	200	0.3636	0.0981	3.706
multifloats	msbmv	L/x-1/y-1	128	200	0.3831	0.1036	3.697
multifloats	msbmv	L/x-1/y-1	256	200	0.3731	0.1003	3.720
multifloats	msbmv	L/x-1/y-1	512	200	0.3656	0.0990	3.692
multifloats	msbmv	L/x-1/y-1	1024	200	0.3626	0.0988	3.671
multifloats	mscal	-	64	200	1.4177	0.1565	9.058
multifloats	mscal	-	128	200	1.4510	0.1982	7.321
multifloats	mscal	-	256	200	0.7502	0.2271	3.304
multifloats	mscal	-	512	200	1.4942	0.2401	6.223
multifloats	mscal	-	1024	200	1.1228	0.2527	4.443
multifloats	mscal	-	2048	200	0.9894	0.2362	4.189
multifloats	mscal	-	4096	200	0.7865	0.2388	3.294
multifloats	mscal	-	16384	200	0.8075	0.2272	3.554
multifloats	mscal	-	65536	200	0.8394	0.2421	3.467
multifloats	mspmv	U	128	200	0.3660	0.1047	3.495
multifloats	mspmv	U	256	200	0.3771	0.1056	3.572
multifloats	mspmv	U	512	200	0.3873	0.1064	3.641
multifloats	mspmv	U	1024	200	0.3867	0.1061	3.644
multifloats	mspmv	U/y2	128	200	0.3868	0.1049	3.687
multifloats	mspmv	U/y2	256	200	0.3909	0.1049	3.726
multifloats	mspmv	U/y2	512	200	0.3920	0.1057	3.710
multifloats	mspmv	U/y2	1024	200	0.3923	0.1056	3.714
multifloats	mspmv	U/y-1	128	200	0.3851	0.1046	3.681
multifloats	mspmv	U/y-1	256	200	0.3841	0.1052	3.652
multifloats	mspmv	U/y-1	512	200	0.3910	0.1056	3.703
multifloats	mspmv	U/y-1	1024	200	0.3918	0.1055	3.715
multifloats	mspmv	U/x2	128	200	0.3827	0.1039	3.684
multifloats	mspmv	U/x2	256	200	0.3863	0.1054	3.666
multifloats	mspmv	U/x2	512	200	0.3888	0.1054	3.688
multifloats	mspmv	U/x2	1024	200	0.3911	0.1058	3.696
multifloats	mspmv	U/x2/y2	128	200	0.3776	0.1046	3.610
multifloats	mspmv	U/x2/y2	256	200	0.3884	0.1048	3.706
multifloats	mspmv	U/x2/y2	512	200	0.3912	0.1058	3.699
multifloats	mspmv	U/x2/y2	1024	200	0.3900	0.1055	3.697
multifloats	mspmv	U/x2/y-1	128	200	0.3865	0.1045	3.698
multifloats	mspmv	U/x2/y-1	256	200	0.3893	0.1047	3.718
multifloats	mspmv	U/x2/y-1	512	200	0.3912	0.1053	3.714
multifloats	mspmv	U/x2/y-1	1024	200	0.3924	0.1058	3.710
multifloats	mspmv	U/x-1	128	200	0.3841	0.1047	3.670
multifloats	mspmv	U/x-1	256	200	0.3899	0.1052	3.708
multifloats	mspmv	U/x-1	512	200	0.3909	0.1055	3.704
multifloats	mspmv	U/x-1	1024	200	0.3911	0.1057	3.698
multifloats	mspmv	U/x-1/y2	128	200	0.3873	0.1044	3.711
multifloats	mspmv	U/x-1/y2	256	200	0.3902	0.1054	3.703
multifloats	mspmv	U/x-1/y2	512	200	0.3912	0.1054	3.710
multifloats	mspmv	U/x-1/y2	1024	200	0.3896	0.1058	3.681
multifloats	mspmv	U/x-1/y-1	128	200	0.3869	0.1044	3.705
multifloats	mspmv	U/x-1/y-1	256	200	0.3906	0.1056	3.698
multifloats	mspmv	U/x-1/y-1	512	200	0.3928	0.1057	3.718
multifloats	mspmv	U/x-1/y-1	1024	200	0.3913	0.1052	3.722
multifloats	mspmv	L	128	200	0.3703	0.1052	3.519
multifloats	mspmv	L	256	200	0.3800	0.1056	3.599
multifloats	mspmv	L	512	200	0.3819	0.1058	3.610
multifloats	mspmv	L	1024	200	0.3803	0.1067	3.563
multifloats	mspmv	L/y2	128	200	0.3813	0.1036	3.681
multifloats	mspmv	L/y2	256	200	0.3879	0.1053	3.684
multifloats	mspmv	L/y2	512	200	0.3938	0.1049	3.753
multifloats	mspmv	L/y2	1024	200	0.3887	0.1051	3.698
multifloats	mspmv	L/y-1	128	200	0.3835	0.1032	3.717
multifloats	mspmv	L/y-1	256	200	0.3857	0.1042	3.702
multifloats	mspmv	L/y-1	512	200	0.3863	0.1048	3.686
multifloats	mspr	U	128	200	0.3315	0.1018	3.255
multifloats	mspr	U	256	200	0.3431	0.1031	3.329
multifloats	mspr	U	512	200	0.3496	0.1037	3.371
multifloats	mspr	U	1024	200	0.3270	0.1020	3.206
multifloats	mspr	U/x2	128	200	0.3464	0.1002	3.455
multifloats	mspr	U/x2	256	200	0.3398	0.1009	3.367
multifloats	mspr	U/x2	512	200	0.3459	0.1003	3.448
multifloats	mspr	U/x2	1024	200	0.3210	0.0992	3.237
multifloats	mspr	U/x-1	128	200	0.3477	0.1002	3.471
multifloats	mspr	U/x-1	256	200	0.3427	0.0999	3.430
multifloats	mspr	U/x-1	512	200	0.3454	0.1010	3.419
multifloats	mspr	U/x-1	1024	200	0.3196	0.0988	3.236
multifloats	mspr	L	128	200	0.3402	0.1007	3.379
multifloats	mspr	L	256	200	0.3422	0.1019	3.359
multifloats	mspr	L	512	200	0.3475	0.1022	3.401
multifloats	mspr	L	1024	200	0.3210	0.1003	3.199
multifloats	mspr	L/x2	128	200	0.3558	0.1029	3.458
multifloats	mspr	L/x2	256	200	0.3498	0.1030	3.397
multifloats	mspr	L/x2	512	200	0.3540	0.1037	3.415
multifloats	mspr	L/x2	1024	200	0.3262	0.1021	3.196
multifloats	mspr	L/x-1	128	200	0.3542	0.1030	3.439
multifloats	mspr	L/x-1	256	200	0.3524	0.1038	3.396
multifloats	mspr	L/x-1	512	200	0.3547	0.1037	3.420
multifloats	mspr	L/x-1	1024	200	0.3279	0.1020	3.216
multifloats	mswap	-	64	200	82.5721	20.2462	4.078
multifloats	mswap	-	128	200	90.3745	33.4962	2.698
multifloats	mswap	-	256	200	92.9088	49.1975	1.888
multifloats	mswap	-	512	200	51.4306	62.3897	0.824
multifloats	mswap	-	1024	200	58.5477	51.4395	1.138
multifloats	mswap	-	2048	200	45.9047	45.9773	0.998
multifloats	mswap	-	4096	200	42.5018	45.3763	0.937
multifloats	mswap	-	16384	200	35.9700	35.7710	1.006
multifloats	mswap	-	65536	200	36.4160	36.4435	0.999
multifloats	msymv	U	128	200	1.5574	0.1024	15.211
multifloats	msymv	U	256	200	1.9599	0.1029	19.040
multifloats	msymv	U	512	200	2.0833	0.1038	20.075
multifloats	msymv	U	1024	200	1.9799	0.1031	19.201
multifloats	msymv	U/y2	128	200	0.3697	0.1020	3.624
multifloats	msymv	U/y2	256	200	0.3815	0.1031	3.701
multifloats	msymv	U/y2	512	200	0.3753	0.1042	3.602
multifloats	msymv	U/y2	1024	200	0.3709	0.1027	3.612
multifloats	msymv	U/y-1	128	200	0.3698	0.1027	3.601
multifloats	msymv	U/y-1	256	200	0.3745	0.1038	3.608
multifloats	msymv	U/y-1	512	200	0.3774	0.1034	3.649
multifloats	msymv	U/y-1	1024	200	0.3635	0.1027	3.540
multifloats	msymv	U/x2	128	200	0.3723	0.1013	3.674
multifloats	msymv	U/x2	256	200	0.3755	0.1029	3.648
multifloats	msymv	U/x2	512	200	0.3779	0.1038	3.642
multifloats	msymv	U/x2	1024	200	0.3606	0.1019	3.540
multifloats	msymv	U/x2/y2	128	200	0.3636	0.1027	3.539
multifloats	msymv	U/x2/y2	256	200	0.3801	0.1032	3.684
multifloats	msymv	U/x2/y2	512	200	0.3766	0.1045	3.606
multifloats	msymv	U/x2/y2	1024	200	0.3684	0.1045	3.526
multifloats	msymv	U/x2/y-1	128	200	0.3792	0.1020	3.718
multifloats	msymv	U/x2/y-1	256	200	0.3845	0.1054	3.647
multifloats	msymv	U/x2/y-1	512	200	0.3831	0.1055	3.630
multifloats	msymv	U/x2/y-1	1024	200	0.3785	0.1025	3.692
multifloats	msymv	U/x-1	128	200	0.3731	0.1027	3.632
multifloats	msymv	U/x-1	256	200	0.3802	0.1042	3.649
multifloats	msymv	U/x-1	512	200	0.3860	0.1058	3.649
multifloats	msymv	U/x-1	1024	200	0.3850	0.1059	3.636
multifloats	msymv	U/x-1/y2	128	200	0.3821	0.1023	3.735
multifloats	msymv	U/x-1/y2	256	200	0.3829	0.1045	3.665
multifloats	msymv	U/x-1/y2	512	200	0.3853	0.1059	3.637
multifloats	msymv	U/x-1/y2	1024	200	0.3860	0.1052	3.669
multifloats	msymv	U/x-1/y-1	128	200	0.3697	0.1041	3.552
multifloats	msymv	U/x-1/y-1	256	200	0.3837	0.1055	3.638
multifloats	msymv	U/x-1/y-1	512	200	0.3603	0.1058	3.406
multifloats	msymv	U/x-1/y-1	1024	200	0.3600	0.1029	3.497
multifloats	msymv	L	128	200	1.5580	0.1009	15.440
multifloats	msymv	L	256	200	1.8148	0.1053	17.228
multifloats	msymv	L	512	200	2.0073	0.1054	19.044
multifloats	msymv	L	1024	200	1.9872	0.1046	19.004
multifloats	msymv	L/y2	128	200	0.3688	0.1012	3.643
multifloats	msymv	L/y2	256	200	0.3744	0.1026	3.647
multifloats	msymv	L/y2	512	200	0.3839	0.1047	3.668
multifloats	msymv	L/y2	1024	200	0.3790	0.1051	3.606
multifloats	msymv	L/y-1	128	200	0.3709	0.1008	3.678
multifloats	msymv	L/y-1	256	200	0.3833	0.1055	3.632
multifloats	msymv	L/y-1	512	200	0.3816	0.1040	3.669
multifloats	msyr	U	128	200	0.2928	0.0978	2.993
multifloats	msyr	U	256	200	0.3105	0.0996	3.118
multifloats	msyr	U	512	200	0.3054	0.0971	3.144
multifloats	msyr	U	1024	200	0.2607	0.0937	2.781
multifloats	msyr	U/x2	128	200	0.3174	0.0937	3.388
multifloats	msyr	U/x2	256	200	0.3150	0.0955	3.299
multifloats	msyr	U/x2	512	200	0.3040	0.0938	3.242
multifloats	msyr	U/x2	1024	200	0.2612	0.0900	2.903
multifloats	msyr	U/x-1	128	200	0.3179	0.0968	3.285
multifloats	msyr	U/x-1	256	200	0.3170	0.0952	3.329
multifloats	msyr	U/x-1	512	200	0.3067	0.0937	3.272
multifloats	msyr	U/x-1	1024	200	0.2574	0.0901	2.858
multifloats	msyr	L	128	200	0.3104	0.0971	3.195
multifloats	msyr	L	256	200	0.3131	0.0976	3.209
multifloats	msyr	L	512	200	0.3015	0.0971	3.104
multifloats	msyr	L	1024	200	0.2549	0.0927	2.750
multifloats	msyr	L/x2	128	200	0.3192	0.0973	3.282
multifloats	msyr	L/x2	256	200	0.3199	0.0985	3.249
multifloats	msyr	L/x2	512	200	0.3145	0.0974	3.228
multifloats	msyr	L/x2	1024	200	0.2617	0.0930	2.815
multifloats	msyr	L/x-1	128	200	0.3204	0.0988	3.245
multifloats	msyr	L/x-1	256	200	0.3204	0.0998	3.210
multifloats	msyr	L/x-1	512	200	0.3213	0.0998	3.218
multifloats	msyr	L/x-1	1024	200	0.2680	0.0946	2.833
multifloats	msyrk	UN	64	10	1.1684	0.0985	11.860
multifloats	msyrk	UN	128	10	1.5443	0.1000	15.439
multifloats	msyrk	UN	256	10	1.9623	0.1020	19.244
multifloats	msyrk	UN	512	10	2.2747	0.1044	21.780
multifloats	msyrk	UT	64	10	0.6197	0.1032	6.003
multifloats	msyrk	UT	128	10	0.9882	0.1045	9.453
multifloats	msyrk	UT	256	10	1.4150	0.1051	13.466
multifloats	msyrk	UT	512	10	1.8154	0.1055	17.208
multifloats	msyrk	LN	64	10	1.1968	0.1030	11.619
multifloats	msyrk	LN	128	10	1.6260	0.1047	15.530
multifloats	msyrk	LN	256	10	2.0058	0.1069	18.765
multifloats	msyrk	LN	512	10	2.2830	0.1063	21.474
multifloats	msyrk	LT	64	10	0.5800	0.1028	5.643
multifloats	msyrk	LT	128	10	1.0014	0.1047	9.560
multifloats	msyrk	LT	256	10	1.4190	0.1055	13.448
multifloats	msyrk	LT	512	10	1.7607	0.1042	16.905
multifloats	mtbmv	UNN	128	200	0.3808	0.1045	3.644
multifloats	mtbmv	UNN	256	200	0.3823	0.1051	3.636
multifloats	mtbmv	UNN	512	200	0.3743	0.1103	3.395
multifloats	mtbmv	UNN	1024	200	0.3687	0.1053	3.501
multifloats	mtbmv	UNN/x2	128	200	0.3993	0.1090	3.663
multifloats	mtbmv	UNN/x2	256	200	0.4013	0.1051	3.819
multifloats	mtbmv	UNN/x2	512	200	0.4063	0.1108	3.667
multifloats	mtbmv	UNN/x2	1024	200	0.3981	0.1059	3.760
multifloats	mtbmv	UNN/x-1	128	200	0.4182	0.1137	3.678
multifloats	mtbmv	UNN/x-1	256	200	0.4066	0.1107	3.675
multifloats	mtbmv	UNN/x-1	512	200	0.4006	0.1093	3.664
multifloats	mtbmv	UNN/x-1	1024	200	0.3972	0.1034	3.841
multifloats	mtbmv	UNU	128	200	0.4051	0.1144	3.540
multifloats	mtbmv	UNU	256	200	0.3935	0.1113	3.535
multifloats	mtbmv	UNU	512	200	0.3866	0.1094	3.532
multifloats	mtbmv	UNU	1024	200	0.3516	0.1080	3.257
multifloats	mtbmv	UNU/x2	128	200	0.4244	0.1156	3.672
multifloats	mtbmv	UNU/x2	256	200	0.4128	0.1086	3.802
multifloats	mtbmv	UNU/x2	512	200	0.3958	0.1059	3.736
multifloats	mtbmv	UNU/x2	1024	200	0.3788	0.1039	3.646
multifloats	mtbmv	UNU/x-1	128	200	0.4063	0.1104	3.680
multifloats	mtbmv	UNU/x-1	256	200	0.3944	0.1071	3.682
multifloats	mtbmv	UNU/x-1	512	200	0.3888	0.1058	3.673
multifloats	mtbmv	UNU/x-1	1024	200	0.3851	0.1067	3.608
multifloats	mtbmv	UTN	128	200	0.2555	0.1115	2.291
multifloats	mtbmv	UTN	256	200	0.2479	0.1096	2.262
multifloats	mtbmv	UTN	512	200	0.2218	0.1083	2.048
multifloats	mtbmv	UTN	1024	200	0.2262	0.1052	2.149
multifloats	mtbmv	UTN/x2	128	200	0.2476	0.1106	2.238
multifloats	mtbmv	UTN/x2	256	200	0.2417	0.1077	2.244
multifloats	mtbmv	UTN/x2	512	200	0.2267	0.1081	2.097
multifloats	mtbmv	UTN/x2	1024	200	0.2249	0.1047	2.147
multifloats	mtbmv	UTN/x-1	128	200	0.2502	0.1162	2.152
multifloats	mtbmv	UTN/x-1	256	200	0.2377	0.1100	2.161
multifloats	mtbmv	UTN/x-1	512	200	0.2381	0.1070	2.225
multifloats	mtbmv	UTN/x-1	1024	200	0.2271	0.1052	2.159
multifloats	mtbmv	UTU	128	200	0.2474	0.1112	2.225
multifloats	mtbmv	UTU	256	200	0.2461	0.1158	2.126
multifloats	mtbmv	UTU	512	200	0.2508	0.1147	2.186
multifloats	mtbmv	UTU	1024	200	0.2283	0.1028	2.221
multifloats	mtbmv	UTU/x2	128	200	0.2307	0.1117	2.065
multifloats	mtbmv	UTU/x2	256	200	0.2491	0.1092	2.281
multifloats	mtbmv	UTU/x2	512	200	0.2317	0.1071	2.163
multifloats	mtbmv	UTU/x2	1024	200	0.2275	0.1085	2.098
multifloats	mtbmv	UTU/x-1	128	200	0.2528	0.1176	2.150
multifloats	mtbmv	UTU/x-1	256	200	0.2448	0.1134	2.158
multifloats	mtbmv	UTU/x-1	512	200	0.2375	0.1093	2.172
multifloats	mtbmv	UTU/x-1	1024	200	0.2310	0.1064	2.170
multifloats	mtbmv	LNN	128	200	0.3994	0.1119	3.568
multifloats	mtbmv	LNN	256	200	0.3885	0.1087	3.573
multifloats	mtbmv	LNN	512	200	0.3836	0.1087	3.530
multifloats	mtbmv	LNN	1024	200	0.3892	0.1115	3.490
multifloats	mtbmv	LNN/x2	128	200	0.3963	0.1091	3.634
multifloats	mtbmv	LNN/x2	256	200	0.3872	0.1060	3.652
multifloats	mtbmv	LNN/x2	512	200	0.3806	0.1037	3.671
multifloats	mtbmv	LNN/x2	1024	200	0.3798	0.1047	3.626
multifloats	mtbmv	LNN/x-1	128	200	0.4057	0.1116	3.636
multifloats	mtbmv	LNN/x-1	256	200	0.3594	0.1077	3.337
multifloats	mtbmv	LNN/x-1	512	200	0.3804	0.1048	3.629
multifloats	mtbmv	LNN/x-1	1024	200	0.3791	0.1038	3.652
multifloats	mtbmv	LNU	128	200	0.4065	0.1133	3.588
multifloats	mtbmv	LNU	256	200	0.3851	0.1095	3.516
multifloats	mtbmv	LNU	512	200	0.3902	0.1086	3.594
multifloats	mtbmv	LNU	1024	200	0.3863	0.1088	3.550
multifloats	mtbmv	LNU/x2	128	200	0.4324	0.1177	3.675
multifloats	mtbmv	LNU/x2	256	200	0.3704	0.1097	3.375
multifloats	mtbmv	LNU/x2	512	200	0.4126	0.1097	3.761
multifloats	mtbmv	LNU/x2	1024	200	0.3918	0.1074	3.648
multifloats	mtbmv	LNU/x-1	128	200	0.3586	0.1120	3.202
multifloats	mtbmv	LNU/x-1	256	200	0.4040	0.1080	3.740
multifloats	mtbmv	LNU/x-1	512	200	0.4086	0.1092	3.741
multifloats	mtbmv	LNU/x-1	1024	200	0.4095	0.1088	3.764
multifloats	mtbmv	LTN	128	200	0.2535	0.1139	2.225
multifloats	mtbmv	LTN	256	200	0.2449	0.1105	2.217
