target	routine	key	size	iters	parallel_blas_GFs	migrated_GFs	ratio
kind10	easum	-	64	200	0.8978	0.9474	0.948
kind10	easum	-	128	200	0.9581	1.0017	0.956
kind10	easum	-	256	200	0.9746	1.0099	0.965
kind10	easum	-	512	200	0.9799	1.0358	0.946
kind10	easum	-	1024	200	0.9672	1.1269	0.858
kind10	easum	-	2048	200	0.9840	0.1697	5.799
kind10	easum	-	4096	200	0.9503	0.4572	2.079
kind10	easum	-	16384	200	0.6847	1.0285	0.666
kind10	easum	-	65536	200	0.9637	0.8539	1.129
kind10	eaxpy	-	64	200	1.0388	1.0216	1.017
kind10	eaxpy	-	128	200	0.9982	0.9901	1.008
kind10	eaxpy	-	256	200	1.0393	1.0543	0.986
kind10	eaxpy	-	512	200	1.0500	1.0412	1.008
kind10	eaxpy	-	1024	200	1.0443	0.9626	1.085
kind10	eaxpy	-	2048	200	1.0262	1.0103	1.016
kind10	eaxpy	-	4096	200	0.9759	1.0048	0.971
kind10	eaxpy	-	16384	200	0.9960	1.0039	0.992
kind10	eaxpy	-	65536	200	0.9423	0.9234	1.020
kind10	ecopy	-	64	200	71.3462	17.7101	4.029
kind10	ecopy	-	128	200	82.0679	15.0583	5.450
kind10	ecopy	-	256	200	89.6429	19.0660	4.702
kind10	ecopy	-	512	200	83.0263	18.5175	4.484
kind10	ecopy	-	1024	200	52.8457	17.0308	3.103
kind10	ecopy	-	2048	200	39.9913	16.7976	2.381
kind10	ecopy	-	4096	200	33.3261	16.7532	1.989
kind10	ecopy	-	16384	200	26.4654	15.2611	1.734
kind10	ecopy	-	65536	200	24.7435	14.1932	1.743
kind10	edot	-	64	200	1.6155	1.5286	1.057
kind10	edot	-	128	200	1.5251	1.6155	0.944
kind10	edot	-	256	200	1.5882	1.5758	1.008
kind10	edot	-	512	200	1.5905	1.5645	1.017
kind10	edot	-	1024	200	1.4917	1.5278	0.976
kind10	edot	-	2048	200	1.4593	1.5103	0.966
kind10	edot	-	4096	200	1.4026	1.4802	0.948
kind10	edot	-	16384	200	1.4032	1.4156	0.991
kind10	edot	-	65536	200	1.3457	1.3631	0.987
kind10	egbmv	N	128	200	0.9095	0.8929	1.019
kind10	egbmv	N	256	200	0.8540	0.8940	0.955
kind10	egbmv	N	512	200	0.8648	0.8797	0.983
kind10	egbmv	N	1024	200	0.8609	0.8721	0.987
kind10	egbmv	N/y2	128	200	0.7970	0.7925	1.006
kind10	egbmv	N/y2	256	200	0.7720	0.7703	1.002
kind10	egbmv	N/y2	512	200	0.7640	0.7548	1.012
kind10	egbmv	N/y2	1024	200	0.7517	0.7526	0.999
kind10	egbmv	N/y-1	128	200	0.7990	0.7853	1.017
kind10	egbmv	N/y-1	256	200	0.7705	0.7648	1.007
kind10	egbmv	N/y-1	512	200	0.7544	0.7669	0.984
kind10	egbmv	N/y-1	1024	200	0.7502	0.7560	0.992
kind10	egbmv	N/x2	128	200	0.9195	0.8829	1.041
kind10	egbmv	N/x2	256	200	0.8765	0.8775	0.999
kind10	egbmv	N/x2	512	200	0.8644	0.8647	1.000
kind10	egbmv	N/x2	1024	200	0.8667	0.8589	1.009
kind10	egbmv	N/x2/y2	128	200	0.7517	0.7571	0.993
kind10	egbmv	N/x2/y2	256	200	0.7346	0.7438	0.988
kind10	egbmv	N/x2/y2	512	200	0.7282	0.7670	0.949
kind10	egbmv	N/x2/y2	1024	200	0.7538	0.7581	0.994
kind10	egbmv	N/x2/y-1	128	200	0.7841	0.8114	0.966
kind10	egbmv	N/x2/y-1	256	200	0.7652	0.7732	0.990
kind10	egbmv	N/x2/y-1	512	200	0.7417	0.7472	0.993
kind10	egbmv	N/x2/y-1	1024	200	0.6983	0.7099	0.984
kind10	egbmv	N/x-1	128	200	0.8412	0.8366	1.005
kind10	egbmv	N/x-1	256	200	0.8370	0.8416	0.994
kind10	egbmv	N/x-1	512	200	0.8380	0.8516	0.984
kind10	egbmv	N/x-1	1024	200	0.7994	0.7949	1.006
kind10	egbmv	N/x-1/y2	128	200	0.7204	0.7016	1.027
kind10	egbmv	N/x-1/y2	256	200	0.6903	0.6912	0.999
kind10	egbmv	N/x-1/y2	512	200	0.6958	0.7084	0.982
kind10	egbmv	N/x-1/y2	1024	200	0.7126	0.7230	0.986
kind10	egbmv	N/x-1/y-1	128	200	0.7226	0.7124	1.014
kind10	egbmv	N/x-1/y-1	256	200	0.6963	0.6961	1.000
kind10	egbmv	N/x-1/y-1	512	200	0.6779	0.6888	0.984
kind10	egbmv	N/x-1/y-1	1024	200	0.7008	0.7136	0.982
kind10	egbmv	T	128	200	1.2995	1.3299	0.977
kind10	egbmv	T	256	200	1.2634	1.2415	1.018
kind10	egbmv	T	512	200	1.2221	1.2465	0.980
kind10	egbmv	T	1024	200	1.2447	1.2647	0.984
kind10	egbmv	T/y2	128	200	1.3276	1.3261	1.001
kind10	egbmv	T/y2	256	200	1.2990	1.2722	1.021
kind10	egbmv	T/y2	512	200	1.2387	1.2370	1.001
kind10	egbmv	T/y2	1024	200	1.2130	1.2138	0.999
kind10	egbmv	T/y-1	128	200	1.2689	1.2556	1.011
kind10	egbmv	T/y-1	256	200	1.2538	1.2373	1.013
kind10	egbmv	T/y-1	512	200	1.2100	1.2095	1.000
kind10	egbmv	T/y-1	1024	200	1.2048	1.2067	0.998
kind10	egbmv	T/x2	128	200	1.2074	1.1962	1.009
kind10	egbmv	T/x2	256	200	1.1652	1.1511	1.012
kind10	egbmv	T/x2	512	200	1.1539	1.1934	0.967
kind10	egbmv	T/x2	1024	200	1.4948	1.3325	1.122
kind10	egbmv	T/x2/y2	128	200	2.0738	1.2381	1.675
kind10	egbmv	T/x2/y2	256	200	1.1146	1.1071	1.007
kind10	egbmv	T/x2/y2	512	200	1.0973	1.1337	0.968
kind10	egbmv	T/x2/y2	1024	200	1.0945	1.1214	0.976
kind10	egbmv	T/x2/y-1	128	200	1.1176	1.1740	0.952
kind10	egbmv	T/x2/y-1	256	200	1.1397	1.0530	1.082
kind10	egbmv	T/x2/y-1	512	200	1.1450	1.1356	1.008
kind10	egbmv	T/x2/y-1	1024	200	1.1139	1.1188	0.996
kind10	egbmv	T/x-1	128	200	1.1755	1.1297	1.041
kind10	egbmv	T/x-1	256	200	1.0633	1.1268	0.944
kind10	egbmv	T/x-1	512	200	1.0900	1.0800	1.009
kind10	egbmv	T/x-1	1024	200	1.1318	1.1277	1.004
kind10	egbmv	T/x-1/y2	128	200	1.2045	1.1926	1.010
kind10	egbmv	T/x-1/y2	256	200	1.1583	1.1557	1.002
kind10	egbmv	T/x-1/y2	512	200	1.1328	1.1428	0.991
kind10	egbmv	T/x-1/y2	1024	200	1.2009	1.1916	1.008
kind10	egbmv	T/x-1/y-1	128	200	1.2805	1.2629	1.014
kind10	egbmv	T/x-1/y-1	256	200	1.2267	1.2290	0.998
kind10	egbmv	T/x-1/y-1	512	200	1.2100	1.2073	1.002
kind10	egbmv	T/x-1/y-1	1024	200	1.2161	1.1949	1.018
kind10	egemm	NN	64	10	1.5441	1.3114	1.177
kind10	egemm	NN	128	10	1.6077	1.3020	1.235
kind10	egemm	NN	256	10	1.6463	1.2915	1.275
kind10	egemm	NN	512	10	2.8865	1.8008	1.603
kind10	egemm	TN	64	10	2.0325	2.2330	0.910
kind10	egemm	TN	128	10	2.0429	2.0401	1.001
kind10	egemm	TN	256	10	2.0407	2.0174	1.012
kind10	egemm	TN	512	10	1.9934	1.9801	1.007
kind10	egemm	NT	64	10	2.7064	1.7924	1.510
kind10	egemm	NT	128	10	2.7267	1.7917	1.522
kind10	egemm	NT	256	10	2.7900	1.8185	1.534
kind10	egemm	NT	512	10	2.8759	1.8024	1.596
kind10	egemm	TT	64	10	2.4071	1.9319	1.246
kind10	egemm	TT	128	10	2.6916	1.3070	2.059
kind10	egemm	TT	256	10	2.8688	1.0407	2.757
kind10	egemm	TT	512	10	2.8685	0.7942	3.612
kind10	egemmtr	UNN	64	10	1.1236	1.5354	0.732
kind10	egemmtr	UNN	128	10	1.5990	1.5937	1.003
kind10	egemmtr	UNN	256	10	1.9919	1.6254	1.226
kind10	egemmtr	UNN	512	10	2.2960	1.6310	1.408
kind10	egemmtr	UNT	64	10	1.1136	1.5575	0.715
kind10	egemmtr	UNT	128	10	1.5923	1.5956	0.998
kind10	egemmtr	UNT	256	10	2.0282	1.5738	1.289
kind10	egemmtr	UNT	512	10	2.2278	1.5962	1.396
kind10	egemmtr	UTN	64	10	2.0821	2.1908	0.950
kind10	egemmtr	UTN	128	10	1.9969	1.9419	1.028
kind10	egemmtr	UTN	256	10	2.0347	2.0459	0.995
kind10	egemmtr	UTN	512	10	1.9683	1.8552	1.061
kind10	egemmtr	UTT	64	10	1.1603	1.9406	0.598
kind10	egemmtr	UTT	128	10	1.6313	1.2581	1.297
kind10	egemmtr	UTT	256	10	1.7684	1.0122	1.747
kind10	egemmtr	UTT	512	10	2.1202	0.9552	2.220
kind10	egemmtr	LNN	64	10	1.1144	1.5262	0.730
kind10	egemmtr	LNN	128	10	1.4872	1.4797	1.005
kind10	egemmtr	LNN	256	10	1.7803	1.5821	1.125
kind10	egemmtr	LNN	512	10	2.2058	1.6335	1.350
kind10	egemmtr	LNT	64	10	1.1161	1.5556	0.717
kind10	egemmtr	LNT	128	10	1.5782	1.5936	0.990
kind10	egemmtr	LNT	256	10	1.8988	1.5484	1.226
kind10	egemmtr	LNT	512	10	2.2175	1.5827	1.401
kind10	egemmtr	LTN	64	10	2.1120	2.1919	0.964
kind10	egemmtr	LTN	128	10	2.0454	2.0603	0.993
kind10	egemmtr	LTN	256	10	2.0162	2.0401	0.988
kind10	egemmtr	LTN	512	10	2.0137	2.0133	1.000
kind10	egemmtr	LTT	64	10	1.8881	1.9725	0.957
kind10	egemmtr	LTT	128	10	1.8310	1.3902	1.317
kind10	egemmtr	LTT	256	10	1.9712	1.0439	1.888
kind10	egemmtr	LTT	512	10	2.2870	1.0236	2.234
kind10	egemv	N	128	200	1.7402	1.8052	0.964
kind10	egemv	N	256	200	1.8403	1.8578	0.991
kind10	egemv	N	512	200	1.8218	1.7952	1.015
kind10	egemv	N	1024	200	1.6346	1.6083	1.016
kind10	egemv	N	2048	200	1.5892	1.5855	1.002
kind10	egemv	N/y2	128	200	1.5560	1.6138	0.964
kind10	egemv	N/y2	256	200	1.6624	1.6596	1.002
kind10	egemv	N/y2	512	200	1.6788	1.6656	1.008
kind10	egemv	N/y2	1024	200	1.4486	1.4466	1.001
kind10	egemv	N/y2	2048	200	1.4627	1.4562	1.005
kind10	egemv	N/y-1	128	200	1.5979	1.6018	0.998
kind10	egemv	N/y-1	256	200	1.6815	1.6702	1.007
kind10	egemv	N/y-1	512	200	1.5370	1.6516	0.931
kind10	egemv	N/y-1	1024	200	1.4567	1.3902	1.048
kind10	egemv	N/y-1	2048	200	1.4498	1.4532	0.998
kind10	egemv	N/x2	128	200	1.8296	1.7758	1.030
kind10	egemv	N/x2	256	200	1.8602	1.8531	1.004
kind10	egemv	N/x2	512	200	1.6585	1.6738	0.991
kind10	egemv	N/x2	1024	200	1.5555	1.5601	0.997
kind10	egemv	N/x2	2048	200	1.5875	1.5889	0.999
kind10	egemv	N/x2/y2	128	200	1.5933	1.5720	1.014
kind10	egemv	N/x2/y2	256	200	1.6757	1.6658	1.006
kind10	egemv	N/x2/y2	512	200	1.6605	1.6834	0.986
kind10	egemv	N/x2/y2	1024	200	1.4490	1.4299	1.013
kind10	egemv	N/x2/y2	2048	200	1.4588	1.4513	1.005
kind10	egemv	N/x2/y-1	128	200	1.6528	1.6303	1.014
kind10	egemv	N/x2/y-1	256	200	1.6742	1.6521	1.013
kind10	egemv	N/x2/y-1	512	200	1.6127	1.6256	0.992
kind10	egemv	N/x2/y-1	1024	200	1.4556	1.4363	1.013
kind10	egemv	N/x2/y-1	2048	200	1.4207	1.4163	1.003
kind10	egemv	N/x-1	128	200	1.8257	1.8075	1.010
kind10	egemv	N/x-1	256	200	1.8293	1.8131	1.009
kind10	egemv	N/x-1	512	200	1.8410	1.7388	1.059
kind10	egemv	N/x-1	1024	200	1.5921	1.5615	1.020
kind10	egemv	N/x-1	2048	200	1.5900	1.5893	1.000
kind10	egemv	N/x-1/y2	128	200	1.6578	1.6350	1.014
kind10	egemv	N/x-1/y2	256	200	1.6654	1.6533	1.007
kind10	egemv	N/x-1/y2	512	200	1.6193	1.6495	0.982
kind10	egemv	N/x-1/y2	1024	200	1.4185	1.4521	0.977
kind10	egemv	N/x-1/y2	2048	200	1.4446	1.4121	1.023
kind10	egemv	N/x-1/y-1	128	200	1.6527	1.3657	1.210
kind10	egemv	N/x-1/y-1	256	200	1.6080	1.5661	1.027
kind10	egemv	N/x-1/y-1	512	200	1.5975	1.4998	1.065
kind10	egemv	N/x-1/y-1	1024	200	1.4221	1.3908	1.023
kind10	egemv	N/x-1/y-1	2048	200	1.4013	1.4535	0.964
kind10	egemv	T	128	200	2.4220	2.0556	1.178
kind10	egemv	T	256	200	2.4424	2.0599	1.186
kind10	egemv	T	512	200	2.4587	1.9828	1.240
kind10	egemv	T	1024	200	1.6854	1.5327	1.100
kind10	egemv	T	2048	200	1.6145	1.5411	1.048
kind10	egemv	T/y2	128	200	2.0683	2.0642	1.002
kind10	egemv	T/y2	256	200	1.9616	2.0215	0.970
kind10	egemv	T/y2	512	200	2.0276	1.8692	1.085
kind10	egemv	T/y2	1024	200	1.5140	1.5327	0.988
kind10	egemv	T/y2	2048	200	1.5188	1.4904	1.019
kind10	egemv	T/y-1	128	200	2.0439	2.0514	0.996
kind10	egemv	T/y-1	256	200	1.8965	1.9866	0.955
kind10	egemv	T/y-1	512	200	1.8957	1.5990	1.186
kind10	egemv	T/y-1	1024	200	1.5197	1.4787	1.028
kind10	egemv	T/y-1	2048	200	1.5539	1.5597	0.996
kind10	egemv	T/x2	128	200	2.0258	2.0451	0.991
kind10	egemv	T/x2	256	200	2.0334	2.0247	1.004
kind10	egemv	T/x2	512	200	2.0152	2.0757	0.971
kind10	egemv	T/x2	1024	200	1.5506	1.5827	0.980
kind10	egemv	T/x2	2048	200	1.5488	1.5568	0.995
kind10	egemv	T/x2/y2	128	200	2.1003	2.1029	0.999
kind10	egemv	T/x2/y2	256	200	2.1044	2.0818	1.011
kind10	egemv	T/x2/y2	512	200	2.0872	2.0285	1.029
kind10	egemv	T/x2/y2	1024	200	1.5723	1.5922	0.988
kind10	egemv	T/x2/y2	2048	200	1.5318	1.5418	0.994
kind10	egemv	T/x2/y-1	128	200	2.0545	2.0601	0.997
kind10	egemv	T/x2/y-1	256	200	1.9424	2.0260	0.959
kind10	egemv	T/x2/y-1	512	200	2.0139	2.0317	0.991
kind10	egemv	T/x2/y-1	1024	200	1.5828	1.5943	0.993
kind10	egemv	T/x2/y-1	2048	200	1.5104	1.4473	1.044
kind10	egemv	T/x-1	128	200	2.0638	2.0553	1.004
kind10	egemv	T/x-1	256	200	1.9566	2.0161	0.971
kind10	egemv	T/x-1	512	200	2.0044	1.8969	1.057
kind10	egemv	T/x-1	1024	200	1.5388	1.5311	1.005
kind10	egemv	T/x-1	2048	200	1.4500	1.5099	0.960
kind10	egemv	T/x-1/y2	128	200	2.0525	2.0495	1.001
kind10	egemv	T/x-1/y2	256	200	1.9433	2.0345	0.955
kind10	egemv	T/x-1/y2	512	200	2.0260	2.0555	0.986
kind10	egemv	T/x-1/y2	1024	200	1.5240	1.5274	0.998
kind10	egemv	T/x-1/y2	2048	200	1.4897	1.5099	0.987
kind10	egemv	T/x-1/y-1	128	200	2.0974	2.0782	1.009
kind10	egemv	T/x-1/y-1	256	200	1.8447	1.8922	0.975
kind10	egemv	T/x-1/y-1	512	200	1.8591	2.0319	0.915
kind10	egemv	T/x-1/y-1	1024	200	1.5425	1.4925	1.033
kind10	egemv	T/x-1/y-1	2048	200	1.4124	1.5253	0.926
kind10	eger	-	128	200	0.8922	0.8775	1.017
kind10	eger	-	256	200	0.8977	0.9486	0.946
kind10	eger	-	512	200	0.8776	0.9076	0.967
kind10	eger	-	1024	200	0.6854	0.6555	1.045
kind10	eger	y2	128	200	0.9224	0.9235	0.999
kind10	eger	y2	256	200	0.8952	0.8655	1.034
kind10	eger	y2	512	200	0.8811	0.8497	1.037
kind10	eger	y2	1024	200	0.6752	0.6695	1.009
kind10	eger	y-1	128	200	0.9281	0.9283	1.000
kind10	eger	y-1	256	200	0.9283	0.9238	1.005
kind10	eger	y-1	512	200	0.8931	0.8926	1.001
kind10	eger	y-1	1024	200	0.6714	0.6747	0.995
kind10	eger	x2	128	200	0.8564	0.8545	1.002
kind10	eger	x2	256	200	0.8266	0.8409	0.983
kind10	eger	x2	512	200	0.8125	0.8143	0.998
kind10	eger	x2	1024	200	0.6269	0.6163	1.017
kind10	eger	x2/y2	128	200	0.8433	0.8153	1.034
kind10	eger	x2/y2	256	200	0.8369	0.8301	1.008
kind10	eger	x2/y2	512	200	0.7946	0.7947	1.000
kind10	eger	x2/y2	1024	200	0.6267	0.6223	1.007
kind10	eger	x2/y-1	128	200	0.8332	0.8356	0.997
kind10	eger	x2/y-1	256	200	0.8365	0.8354	1.001
kind10	eger	x2/y-1	512	200	0.8068	0.8272	0.975
kind10	eger	x2/y-1	1024	200	0.6245	0.6232	1.002
kind10	eger	x-1	128	200	0.8311	0.8333	0.997
kind10	eger	x-1	256	200	0.8385	0.8410	0.997
kind10	eger	x-1	512	200	0.6830	0.7860	0.869
kind10	eger	x-1	1024	200	0.6275	0.6292	0.997
kind10	eger	x-1/y2	128	200	0.8337	0.8146	1.023
kind10	eger	x-1/y2	256	200	0.8371	0.8334	1.004
kind10	eger	x-1/y2	512	200	0.8105	0.8069	1.004
kind10	eger	x-1/y2	1024	200	0.6296	0.6251	1.007
kind10	eger	x-1/y-1	128	200	0.8309	0.8183	1.015
kind10	eger	x-1/y-1	256	200	0.8316	0.8344	0.997
kind10	eger	x-1/y-1	512	200	0.8000	0.8078	0.990
kind10	eger	x-1/y-1	1024	200	0.6318	0.6346	0.996
kind10	erot	-	64	200	1.6502	1.6788	0.983
kind10	erot	-	128	200	1.6960	1.6954	1.000
kind10	erot	-	256	200	1.6941	1.5252	1.111
kind10	erot	-	512	200	1.6572	1.6517	1.003
kind10	erot	-	1024	200	1.5702	1.5628	1.005
kind10	erot	-	2048	200	1.5011	1.5271	0.983
kind10	erot	-	4096	200	1.4846	1.4492	1.024
kind10	erot	-	16384	200	1.3865	1.3630	1.017
kind10	erot	-	65536	200	1.4401	1.4029	1.026
kind10	erotg	-	100000	100000	0.6851	0.5692	1.204
kind10	erotm	-	64	200	1.1643	1.1761	0.990
kind10	erotm	-	128	200	1.2013	1.0103	1.189
kind10	erotm	-	256	200	1.2136	1.2118	1.001
kind10	erotm	-	512	200	1.1754	1.1618	1.012
kind10	erotm	-	1024	200	1.1052	1.1137	0.992
kind10	erotm	-	2048	200	1.0666	1.0803	0.987
kind10	erotm	-	4096	200	1.0693	1.0729	0.997
kind10	erotm	-	16384	200	0.9826	0.9836	0.999
kind10	erotm	-	65536	200	0.9959	0.9905	1.005
kind10	erotmg	-	100000	100000	0.7117	0.6335	1.123
kind10	esbmv	U	128	200	1.5307	1.7434	0.878
kind10	esbmv	U	256	200	1.7446	1.7138	1.018
kind10	esbmv	U	512	200	1.7198	1.7114	1.005
kind10	esbmv	U	1024	200	1.7062	1.6785	1.016
kind10	esbmv	U/y2	128	200	1.5917	1.7436	0.913
kind10	esbmv	U/y2	256	200	1.5486	1.7047	0.908
kind10	esbmv	U/y2	512	200	1.5286	1.6785	0.911
kind10	esbmv	U/y2	1024	200	1.5173	1.6686	0.909
kind10	esbmv	U/y-1	128	200	1.5909	1.7436	0.912
kind10	esbmv	U/y-1	256	200	1.5464	1.7026	0.908
kind10	esbmv	U/y-1	512	200	1.5281	1.6796	0.910
kind10	esbmv	U/y-1	1024	200	1.5165	1.6529	0.917
kind10	esbmv	U/x2	128	200	1.5935	1.7430	0.914
kind10	esbmv	U/x2	256	200	1.5504	1.6946	0.915
kind10	esbmv	U/x2	512	200	1.5291	1.6681	0.917
kind10	esbmv	U/x2	1024	200	1.5180	1.6277	0.933
kind10	esbmv	U/x2/y2	128	200	1.6088	1.7845	0.902
kind10	esbmv	U/x2/y2	256	200	1.5843	1.7390	0.911
kind10	esbmv	U/x2/y2	512	200	1.4474	1.7009	0.851
kind10	esbmv	U/x2/y2	1024	200	1.5124	1.6535	0.915
kind10	esbmv	U/x2/y-1	128	200	1.6287	1.7840	0.913
kind10	esbmv	U/x2/y-1	256	200	1.5848	1.7423	0.910
kind10	esbmv	U/x2/y-1	512	200	1.5314	1.7150	0.893
kind10	esbmv	U/x2/y-1	1024	200	1.5417	1.7060	0.904
kind10	esbmv	U/x-1	128	200	1.6300	1.7831	0.914
kind10	esbmv	U/x-1	256	200	1.5863	1.7344	0.915
kind10	esbmv	U/x-1	512	200	1.5288	1.7113	0.893
kind10	esbmv	U/x-1	1024	200	1.5364	1.6989	0.904
kind10	esbmv	U/x-1/y2	128	200	1.6307	1.7847	0.914
kind10	esbmv	U/x-1/y2	256	200	1.5579	1.7400	0.895
kind10	esbmv	U/x-1/y2	512	200	1.5651	1.7171	0.911
kind10	esbmv	U/x-1/y2	1024	200	1.5240	1.7070	0.893
kind10	esbmv	U/x-1/y-1	128	200	1.6276	1.7919	0.908
kind10	esbmv	U/x-1/y-1	256	200	1.5848	1.7439	0.909
kind10	esbmv	U/x-1/y-1	512	200	1.5637	1.7211	0.909
kind10	esbmv	U/x-1/y-1	1024	200	1.5417	1.6937	0.910
kind10	esbmv	L	128	200	1.3135	1.6957	0.775
kind10	esbmv	L	256	200	1.6500	1.7108	0.964
kind10	esbmv	L	512	200	1.6665	1.6909	0.986
kind10	esbmv	L	1024	200	1.6494	1.5960	1.033
kind10	esbmv	L/y2	128	200	1.5229	1.6689	0.913
kind10	esbmv	L/y2	256	200	1.4810	1.6732	0.885
kind10	esbmv	L/y2	512	200	1.4326	1.6019	0.894
kind10	esbmv	L/y2	1024	200	1.4987	1.6469	0.910
kind10	esbmv	L/y-1	128	200	1.5723	1.7214	0.913
kind10	esbmv	L/y-1	256	200	1.5343	1.6753	0.916
kind10	esbmv	L/y-1	512	200	1.5157	1.6591	0.914
kind10	esbmv	L/y-1	1024	200	1.4993	1.6332	0.918
kind10	esbmv	L/x2	128	200	1.5671	1.7151	0.914
kind10	esbmv	L/x2	256	200	1.5278	1.6714	0.914
kind10	esbmv	L/x2	512	200	1.5093	1.6261	0.928
kind10	esbmv	L/x2	1024	200	1.4541	1.6332	0.890
kind10	esbmv	L/x2/y2	128	200	1.5682	1.7211	0.911
kind10	esbmv	L/x2/y2	256	200	1.5267	1.6780	0.910
kind10	esbmv	L/x2/y2	512	200	1.5077	1.6572	0.910
kind10	esbmv	L/x2/y2	1024	200	1.4734	1.6471	0.895
kind10	esbmv	L/x2/y-1	128	200	1.5712	1.7196	0.914
kind10	esbmv	L/x2/y-1	256	200	1.5344	1.6815	0.913
kind10	esbmv	L/x2/y-1	512	200	1.4999	1.6437	0.913
kind10	esbmv	L/x2/y-1	1024	200	1.4879	1.6485	0.903
kind10	esbmv	L/x-1	128	200	1.5750	1.7168	0.917
kind10	esbmv	L/x-1	256	200	1.5304	1.6727	0.915
kind10	esbmv	L/x-1	512	200	1.4614	1.5378	0.950
kind10	esbmv	L/x-1	1024	200	1.5009	1.5700	0.956
kind10	esbmv	L/x-1/y2	128	200	1.5615	1.7182	0.909
kind10	esbmv	L/x-1/y2	256	200	1.5254	1.6810	0.907
kind10	esbmv	L/x-1/y2	512	200	1.4028	1.6440	0.853
kind10	esbmv	L/x-1/y2	1024	200	1.4618	1.6008	0.913
kind10	esbmv	L/x-1/y-1	128	200	1.5744	1.7236	0.913
kind10	esbmv	L/x-1/y-1	256	200	1.5321	1.6497	0.929
kind10	esbmv	L/x-1/y-1	512	200	1.4840	1.6604	0.894
kind10	esbmv	L/x-1/y-1	1024	200	1.5056	1.6473	0.914
kind10	escal	-	64	200	0.6881	0.6799	1.012
kind10	escal	-	128	200	0.7171	0.7133	1.005
kind10	escal	-	256	200	0.7270	0.6798	1.069
kind10	escal	-	512	200	0.7222	0.7218	1.001
kind10	escal	-	1024	200	0.6910	0.6658	1.038
kind10	escal	-	2048	200	0.6188	0.6042	1.024
kind10	escal	-	4096	200	0.6290	0.6310	0.997
kind10	escal	-	16384	200	0.5786	0.5777	1.002
kind10	escal	-	65536	200	0.5683	0.5651	1.006
kind10	espmv	U	128	200	1.7963	1.7026	1.055
kind10	espmv	U	256	200	1.8253	1.8149	1.006
kind10	espmv	U	512	200	1.8726	1.8734	1.000
kind10	espmv	U	1024	200	1.8443	1.7773	1.038
kind10	espmv	U/y2	128	200	1.6149	1.7895	0.902
kind10	espmv	U/y2	256	200	1.6465	1.8136	0.908
kind10	espmv	U/y2	512	200	1.7137	1.8952	0.904
kind10	espmv	U/y2	1024	200	1.5791	1.7105	0.923
kind10	espmv	U/y-1	128	200	1.5616	1.4444	1.081
kind10	espmv	U/y-1	256	200	1.5427	1.7722	0.870
kind10	espmv	U/y-1	512	200	1.6682	1.8656	0.894
kind10	espmv	U/y-1	1024	200	1.5379	1.7312	0.888
kind10	espmv	U/x2	128	200	1.3674	1.5550	0.879
kind10	espmv	U/x2	256	200	1.4895	1.6678	0.893
kind10	espmv	U/x2	512	200	1.6589	1.8267	0.908
kind10	espmv	U/x2	1024	200	1.5521	1.7467	0.889
kind10	espmv	U/x2/y2	128	200	1.6551	1.8359	0.902
kind10	espmv	U/x2/y2	256	200	1.6686	1.7356	0.961
kind10	espmv	U/x2/y2	512	200	1.6411	1.8187	0.902
kind10	espmv	U/x2/y2	1024	200	1.5692	1.7194	0.913
kind10	espmv	U/x2/y-1	128	200	1.1895	1.7329	0.686
kind10	espmv	U/x2/y-1	256	200	1.6984	1.8777	0.905
kind10	espmv	U/x2/y-1	512	200	1.6969	1.6866	1.006
kind10	espmv	U/x2/y-1	1024	200	1.5919	1.6313	0.976
kind10	espmv	U/x-1	128	200	1.1125	1.3106	0.849
kind10	espmv	U/x-1	256	200	1.3051	1.4933	0.874
kind10	espmv	U/x-1	512	200	1.4586	1.7445	0.836
kind10	espmv	U/x-1	1024	200	1.5796	1.7257	0.915
kind10	espmv	U/x-1/y2	128	200	1.6374	1.4521	1.128
kind10	espmv	U/x-1/y2	256	200	1.6048	1.6955	0.946
kind10	espmv	U/x-1/y2	512	200	1.5798	1.7118	0.923
kind10	espmv	U/x-1/y2	1024	200	1.5979	1.7657	0.905
kind10	espmv	U/x-1/y-1	128	200	1.4232	1.8351	0.776
kind10	espmv	U/x-1/y-1	256	200	1.4639	1.7383	0.842
kind10	espmv	U/x-1/y-1	512	200	1.6827	1.7872	0.942
kind10	espmv	U/x-1/y-1	1024	200	1.5881	1.7575	0.904
kind10	espmv	L	128	200	1.3740	1.7881	0.768
kind10	espmv	L	256	200	1.8741	1.7719	1.058
kind10	espmv	L	512	200	1.8768	1.7883	1.050
kind10	espmv	L	1024	200	1.7205	1.7030	1.010
kind10	espmv	L/y2	128	200	1.2614	1.2761	0.988
kind10	espmv	L/y2	256	200	1.5849	1.7544	0.903
kind10	espmv	L/y2	512	200	1.6521	1.6922	0.976
kind10	espmv	L/y2	1024	200	1.5614	1.6950	0.921
kind10	espmv	L/y-1	128	200	1.5471	1.5218	1.017
kind10	espmv	L/y-1	256	200	1.4885	1.8178	0.819
kind10	espmv	L/y-1	512	200	1.6059	1.8259	0.880
kind10	espmv	L/y-1	1024	200	1.5781	1.7719	0.891
kind10	espmv	L/x2	128	200	1.5940	1.7564	0.908
kind10	espmv	L/x2	256	200	1.6486	1.8198	0.906
kind10	espmv	L/x2	512	200	1.6356	1.8385	0.890
kind10	espmv	L/x2	1024	200	1.6203	1.7890	0.906
